account_id,month,closed_won_usd,churned_usd,actual_usd,churn,active_customer
A01253,2025-02-28,301.26,301.26,0.0,1,0
A01254,2025-02-28,1294.44,0.0,1294.44,0,1
A01255,2025-02-28,1756.77,1756.77,0.0,1,0
A01256,2025-02-28,1044.99,1044.99,0.0,1,0
A01257,2025-02-28,1349.58,0.0,1349.58,0,1
A01258,2025-02-28,602.74,0.0,602.74,0,1
A01259,2025-02-28,1935.42,0.0,1935.42,0,1
A01260,2025-02-28,494.18,0.0,494.18,0,1
A01261,2025-02-28,1602.3,1602.3,0.0,1,0
A01262,2025-02-28,2475.33,0.0,2475.33,0,1
A01263,2025-02-28,1897.01,0.0,1897.01,0,1
A01264,2025-02-28,1179.79,0.0,1179.79,0,1
A01265,2025-02-28,1033.14,0.0,1033.14,0,1
A01266,2025-02-28,509.71,0.0,509.71,0,1
A01267,2025-02-28,1006.29,1006.29,0.0,1,0
A01268,2025-02-28,2109.89,0.0,2109.89,0,1
A01269,2025-02-28,286.21,286.21,0.0,1,0
A01270,2025-02-28,2645.01,2645.01,0.0,1,0
A01271,2025-02-28,2035.01,0.0,2035.01,0,1
A01272,2025-02-28,778.79,778.79,0.0,1,0
A01273,2025-02-28,1178.93,1178.93,0.0,1,0
A01274,2025-02-28,259.09,0.0,259.09,0,1
A01275,2025-02-28,1108.35,0.0,1108.35,0,1
A01276,2025-02-28,1589.76,0.0,1589.76,0,1
A01277,2025-02-28,2110.67,2110.67,0.0,1,0
A01278,2025-02-28,2481.86,0.0,2481.86,0,1
A01279,2025-02-28,610.95,610.95,0.0,1,0
A01280,2025-02-28,3089.53,0.0,3089.53,0,1
A01281,2025-02-28,1618.26,1618.26,0.0,1,0
A01282,2025-02-28,316.35,316.35,0.0,1,0
A01283,2025-02-28,1452.08,1452.08,0.0,1,0
A01284,2025-02-28,1219.53,1219.53,0.0,1,0
A01285,2025-02-28,1043.09,0.0,1043.09,0,1
A01286,2025-02-28,120.77,120.77,0.0,1,0
A01287,2025-02-28,251.82,0.0,251.82,0,1
A01288,2025-02-28,593.84,0.0,593.84,0,1
A01289,2025-02-28,850.85,0.0,850.85,0,1
A01290,2025-02-28,1630.52,1630.52,0.0,1,0
A01291,2025-02-28,451.37,0.0,451.37,0,1
A01292,2025-02-28,1005.28,0.0,1005.28,0,1
A01293,2025-02-28,1318.31,1318.31,0.0,1,0
A01294,2025-02-28,2052.44,2052.44,0.0,1,0
A01295,2025-02-28,2030.72,0.0,2030.72,0,1
A01296,2025-02-28,634.84,634.84,0.0,1,0
A01297,2025-02-28,2049.59,2049.59,0.0,1,0
A01298,2025-02-28,1695.47,1695.47,0.0,1,0
A01299,2025-02-28,1242.53,0.0,1242.53,0,1
A01300,2025-02-28,530.27,530.27,0.0,1,0
A01301,2025-02-28,1710.98,1710.98,0.0,1,0
A01302,2025-02-28,463.06,0.0,463.06,0,1
A01303,2025-02-28,581.23,581.23,0.0,1,0
A01304,2025-02-28,479.33,0.0,479.33,0,1
A01305,2025-02-28,930.18,0.0,930.18,0,1
A01306,2025-02-28,1819.66,0.0,1819.66,0,1
A01307,2025-02-28,2113.2,0.0,2113.2,0,1
A01308,2025-02-28,2328.32,2328.32,0.0,1,0
A01309,2025-02-28,1093.55,1093.55,0.0,1,0
A01310,2025-02-28,121.12,0.0,121.12,0,1
A01311,2025-02-28,3549.65,0.0,3549.65,0,1
A01312,2025-02-28,1608.38,0.0,1608.38,0,1
A01313,2025-02-28,963.33,0.0,963.33,0,1
A01314,2025-02-28,1564.45,0.0,1564.45,0,1
A01315,2025-02-28,376.28,376.28,0.0,1,0
A01316,2025-02-28,1166.13,0.0,1166.13,0,1
A01317,2025-02-28,2975.94,2975.94,0.0,1,0
A01318,2025-02-28,810.2,0.0,810.2,0,1
A01319,2025-02-28,949.8,0.0,949.8,0,1
A01320,2025-02-28,5068.79,0.0,5068.79,0,1
A01321,2025-02-28,2200.94,2200.94,0.0,1,0
A01322,2025-02-28,2663.5,0.0,2663.5,0,1
A01323,2025-02-28,1469.75,0.0,1469.75,0,1
A01324,2025-02-28,3454.28,3454.28,0.0,1,0
A01325,2025-02-28,1159.45,0.0,1159.45,0,1
A01326,2025-02-28,161.44,161.44,0.0,1,0
A01327,2025-02-28,731.85,0.0,731.85,0,1
A01328,2025-02-28,773.2,773.2,0.0,1,0
A01329,2025-02-28,1231.84,1231.84,0.0,1,0
A01330,2025-02-28,1362.23,0.0,1362.23,0,1
A01331,2025-02-28,966.12,0.0,966.12,0,1
A01332,2025-02-28,419.46,0.0,419.46,0,1
A01333,2025-02-28,1117.15,0.0,1117.15,0,1
A01334,2025-02-28,1159.74,0.0,1159.74,0,1
A01335,2025-02-28,397.71,0.0,397.71,0,1
A01336,2025-02-28,454.92,0.0,454.92,0,1
A01337,2025-02-28,447.72,0.0,447.72,0,1
A01338,2025-02-28,481.01,0.0,481.01,0,1
A01339,2025-02-28,1632.84,0.0,1632.84,0,1
A01340,2025-02-28,1747.77,1747.77,0.0,1,0
A01341,2025-02-28,1292.0,0.0,1292.0,0,1
A01342,2025-02-28,771.74,0.0,771.74,0,1
A01343,2025-02-28,892.22,892.22,0.0,1,0
A01344,2025-02-28,784.68,0.0,784.68,0,1
A01345,2025-02-28,2186.62,2186.62,0.0,1,0
A01346,2025-02-28,630.92,630.92,0.0,1,0
A01347,2025-02-28,449.62,449.62,0.0,1,0
A01348,2025-02-28,494.39,0.0,494.39,0,1
A01349,2025-02-28,2132.44,0.0,2132.44,0,1
A01350,2025-02-28,699.73,699.73,0.0,1,0
A01351,2025-02-28,1576.66,0.0,1576.66,0,1
A01352,2025-02-28,1678.29,0.0,1678.29,0,1
A01353,2025-02-28,1719.77,1719.77,0.0,1,0
A01354,2025-02-28,469.02,0.0,469.02,0,1
A01355,2025-02-28,1642.56,0.0,1642.56,0,1
A01356,2025-02-28,1823.18,0.0,1823.18,0,1
A01357,2025-02-28,1852.32,1852.32,0.0,1,0
A01358,2025-02-28,2164.99,2164.99,0.0,1,0
A01359,2025-02-28,1938.96,1938.96,0.0,1,0
A01360,2025-02-28,410.3,0.0,410.3,0,1
A01361,2025-02-28,1424.93,0.0,1424.93,0,1
A01362,2025-02-28,563.5,0.0,563.5,0,1
A01363,2025-02-28,422.47,0.0,422.47,0,1
A01364,2025-02-28,2413.79,0.0,2413.79,0,1
A01365,2025-02-28,3110.58,0.0,3110.58,0,1
A01366,2025-02-28,1048.04,0.0,1048.04,0,1
A01367,2025-02-28,2047.0,0.0,2047.0,0,1
A01368,2025-02-28,865.91,865.91,0.0,1,0
A01369,2025-02-28,196.74,196.74,0.0,1,0
A01370,2025-02-28,1338.56,1338.56,0.0,1,0
A01371,2025-02-28,1207.64,0.0,1207.64,0,1
A01372,2025-02-28,459.26,459.26,0.0,1,0
A01373,2025-02-28,388.84,0.0,388.84,0,1
A01374,2025-02-28,429.72,429.72,0.0,1,0
A01375,2025-02-28,501.21,0.0,501.21,0,1
A01376,2025-02-28,1066.84,0.0,1066.84,0,1
A01377,2025-02-28,629.75,0.0,629.75,0,1
A01378,2025-02-28,1096.9,0.0,1096.9,0,1
A01379,2025-02-28,1396.08,0.0,1396.08,0,1
A01380,2025-02-28,208.09,208.09,0.0,1,0
A01381,2025-02-28,213.48,0.0,213.48,0,1
A01382,2025-02-28,817.66,0.0,817.66,0,1
A01383,2025-02-28,1569.45,1569.45,0.0,1,0
A01384,2025-02-28,2400.62,2400.62,0.0,1,0
A01385,2025-02-28,2112.1,2112.1,0.0,1,0
A01386,2025-02-28,1368.8,1368.8,0.0,1,0
A01387,2025-02-28,1148.76,1148.76,0.0,1,0
A01388,2025-02-28,212.79,0.0,212.79,0,1
A01389,2025-02-28,2367.22,0.0,2367.22,0,1
A01390,2025-02-28,678.48,0.0,678.48,0,1
A01391,2025-02-28,1869.12,0.0,1869.12,0,1
A01392,2025-02-28,2535.98,2535.98,0.0,1,0
A01393,2025-02-28,245.72,0.0,245.72,0,1
A01394,2025-02-28,1642.68,0.0,1642.68,0,1
A01395,2025-02-28,2210.09,0.0,2210.09,0,1
A01396,2025-02-28,481.93,0.0,481.93,0,1
A01397,2025-02-28,517.25,517.25,0.0,1,0
A01398,2025-02-28,218.32,0.0,218.32,0,1
A01399,2025-02-28,856.96,0.0,856.96,0,1
A01400,2025-02-28,3482.21,3482.21,0.0,1,0
A01401,2025-02-28,1704.2,1704.2,0.0,1,0
A01402,2025-02-28,250.32,0.0,250.32,0,1
A01403,2025-02-28,2136.44,0.0,2136.44,0,1
A01404,2025-02-28,222.37,222.37,0.0,1,0
A01405,2025-02-28,743.18,0.0,743.18,0,1
A01406,2025-02-28,164.33,164.33,0.0,1,0
A01407,2025-02-28,182.69,182.69,0.0,1,0
A01408,2025-02-28,1165.12,0.0,1165.12,0,1
A01409,2025-02-28,553.61,0.0,553.61,0,1
A01410,2025-02-28,159.37,159.37,0.0,1,0
A01411,2025-02-28,1327.69,0.0,1327.69,0,1
A01412,2025-02-28,1225.3,0.0,1225.3,0,1
A01413,2025-02-28,438.09,0.0,438.09,0,1
A01414,2025-02-28,1364.33,0.0,1364.33,0,1
A01415,2025-02-28,820.45,820.45,0.0,1,0
A01416,2025-02-28,1170.61,0.0,1170.61,0,1
A01417,2025-02-28,2389.86,0.0,2389.86,0,1
A01418,2025-02-28,2364.45,2364.45,0.0,1,0
A01419,2025-02-28,465.26,0.0,465.26,0,1
A01420,2025-02-28,335.05,0.0,335.05,0,1
A01421,2025-02-28,1366.07,1366.07,0.0,1,0
A01422,2025-02-28,213.01,213.01,0.0,1,0
A01423,2025-02-28,274.59,0.0,274.59,0,1
A01424,2025-02-28,1144.61,0.0,1144.61,0,1
A01425,2025-02-28,83.03,0.0,83.03,0,1
A01426,2025-02-28,775.33,0.0,775.33,0,1
A01427,2025-02-28,741.58,0.0,741.58,0,1
A01428,2025-02-28,79.05,79.05,0.0,1,0
A01429,2025-02-28,1930.7,0.0,1930.7,0,1
A01430,2025-02-28,1284.76,1284.76,0.0,1,0
A01431,2025-02-28,1012.92,0.0,1012.92,0,1
A01432,2025-02-28,575.42,575.42,0.0,1,0
A01433,2025-02-28,1254.18,0.0,1254.18,0,1
A01434,2025-02-28,954.95,954.95,0.0,1,0
A01435,2025-02-28,704.96,0.0,704.96,0,1
A01436,2025-02-28,1060.05,0.0,1060.05,0,1
A01437,2025-02-28,603.2,0.0,603.2,0,1
A01438,2025-02-28,1081.52,0.0,1081.52,0,1
A01439,2025-02-28,550.54,550.54,0.0,1,0
A01440,2025-02-28,683.57,0.0,683.57,0,1
A01441,2025-02-28,323.94,0.0,323.94,0,1
A01442,2025-02-28,551.87,0.0,551.87,0,1
A01443,2025-02-28,351.98,351.98,0.0,1,0
A01444,2025-02-28,1674.65,1674.65,0.0,1,0
A01445,2025-02-28,1221.35,1221.35,0.0,1,0
A01446,2025-02-28,2652.71,2652.71,0.0,1,0
A01447,2025-02-28,1937.51,0.0,1937.51,0,1
A01448,2025-02-28,252.44,252.44,0.0,1,0
A01449,2025-02-28,764.28,0.0,764.28,0,1
A01450,2025-02-28,1759.6,1759.6,0.0,1,0
A01451,2025-02-28,476.14,0.0,476.14,0,1
A01452,2025-02-28,702.28,702.28,0.0,1,0
A01453,2025-02-28,977.55,0.0,977.55,0,1
A01454,2025-02-28,619.02,619.02,0.0,1,0
A01455,2025-02-28,488.17,488.17,0.0,1,0
A01456,2025-02-28,1542.55,0.0,1542.55,0,1
A01457,2025-02-28,3120.54,3120.54,0.0,1,0
A01458,2025-02-28,674.11,0.0,674.11,0,1
A01459,2025-02-28,1202.96,0.0,1202.96,0,1
A01460,2025-02-28,886.38,0.0,886.38,0,1
A01461,2025-02-28,299.74,0.0,299.74,0,1
A01462,2025-02-28,322.77,0.0,322.77,0,1
A01463,2025-02-28,867.37,867.37,0.0,1,0
A01464,2025-02-28,1373.33,0.0,1373.33,0,1
A01465,2025-02-28,731.8,731.8,0.0,1,0
A01466,2025-02-28,407.28,0.0,407.28,0,1
A01467,2025-02-28,1319.42,1319.42,0.0,1,0
A01468,2025-02-28,603.75,603.75,0.0,1,0
A01469,2025-02-28,1216.8,0.0,1216.8,0,1
A01470,2025-02-28,908.56,0.0,908.56,0,1
A01471,2025-02-28,3004.37,3004.37,0.0,1,0
A01472,2025-02-28,2409.89,2409.89,0.0,1,0
A01473,2025-02-28,1950.23,0.0,1950.23,0,1
A01474,2025-02-28,2473.95,2473.95,0.0,1,0
A01475,2025-02-28,945.34,0.0,945.34,0,1
A01476,2025-02-28,1419.01,1419.01,0.0,1,0
A01477,2025-02-28,302.25,0.0,302.25,0,1
A01478,2025-02-28,971.67,0.0,971.67,0,1
A01479,2025-02-28,2646.0,0.0,2646.0,0,1
A01480,2025-02-28,1773.21,0.0,1773.21,0,1
A01481,2025-02-28,1054.96,1054.96,0.0,1,0
A01482,2025-02-28,1989.28,0.0,1989.28,0,1
A01483,2025-02-28,238.37,0.0,238.37,0,1
A01484,2025-02-28,2789.58,0.0,2789.58,0,1
A01485,2025-02-28,929.9,0.0,929.9,0,1
A01486,2025-02-28,158.18,0.0,158.18,0,1
A01487,2025-02-28,718.85,718.85,0.0,1,0
A01488,2025-02-28,1198.5,0.0,1198.5,0,1
A01489,2025-02-28,254.46,0.0,254.46,0,1
A01490,2025-02-28,684.96,0.0,684.96,0,1
A01491,2025-02-28,2074.61,2074.61,0.0,1,0
A01492,2025-02-28,907.46,0.0,907.46,0,1
A01493,2025-02-28,1382.27,0.0,1382.27,0,1
A01494,2025-02-28,444.26,444.26,0.0,1,0
A01495,2025-02-28,500.37,0.0,500.37,0,1
A01496,2025-02-28,391.33,0.0,391.33,0,1
A01497,2025-02-28,2495.76,2495.76,0.0,1,0
A01498,2025-02-28,1417.95,0.0,1417.95,0,1
A01499,2025-02-28,134.04,0.0,134.04,0,1
A01500,2025-02-28,373.31,0.0,373.31,0,1
A01501,2025-02-28,2184.49,2184.49,0.0,1,0
A01502,2025-02-28,1332.95,1332.95,0.0,1,0
A01503,2025-02-28,1327.63,1327.63,0.0,1,0
A01504,2025-02-28,640.76,0.0,640.76,0,1
A01505,2025-02-28,748.73,0.0,748.73,0,1
A01506,2025-02-28,822.67,0.0,822.67,0,1
A01507,2025-02-28,673.27,673.27,0.0,1,0
A01508,2025-02-28,1401.06,1401.06,0.0,1,0
A01509,2025-02-28,461.88,0.0,461.88,0,1
A01510,2025-02-28,3084.46,0.0,3084.46,0,1
A01511,2025-02-28,2880.13,0.0,2880.13,0,1
A01512,2025-02-28,1687.55,1687.55,0.0,1,0
A01513,2025-02-28,2053.12,2053.12,0.0,1,0
A01514,2025-02-28,2976.03,2976.03,0.0,1,0
A01515,2025-02-28,1293.45,0.0,1293.45,0,1
A01516,2025-02-28,523.13,0.0,523.13,0,1
A01517,2025-02-28,1519.89,0.0,1519.89,0,1
A01518,2025-02-28,1188.97,1188.97,0.0,1,0
A01519,2025-02-28,1046.8,0.0,1046.8,0,1
A01520,2025-02-28,981.5,981.5,0.0,1,0
A01521,2025-02-28,159.92,0.0,159.92,0,1
A01522,2025-02-28,1315.11,0.0,1315.11,0,1
A01523,2025-02-28,3084.23,3084.23,0.0,1,0
A01524,2025-02-28,652.28,652.28,0.0,1,0
A01525,2025-02-28,213.32,213.32,0.0,1,0
A01526,2025-02-28,477.36,477.36,0.0,1,0
A01527,2025-02-28,542.45,0.0,542.45,0,1
A01528,2025-02-28,982.33,0.0,982.33,0,1
A01529,2025-02-28,655.13,655.13,0.0,1,0
A01530,2025-02-28,1175.79,1175.79,0.0,1,0
A01531,2025-02-28,1193.51,0.0,1193.51,0,1
A01532,2025-02-28,1606.23,0.0,1606.23,0,1
A01533,2025-02-28,1687.18,0.0,1687.18,0,1
A01534,2025-02-28,820.49,0.0,820.49,0,1
A01535,2025-02-28,2710.16,0.0,2710.16,0,1
A01536,2025-02-28,60.7,0.0,60.7,0,1
A01537,2025-02-28,1800.09,0.0,1800.09,0,1
A01538,2025-02-28,2056.94,0.0,2056.94,0,1
A01539,2025-02-28,542.54,0.0,542.54,0,1
A01540,2025-02-28,1081.94,0.0,1081.94,0,1
A01541,2025-02-28,1265.35,0.0,1265.35,0,1
A01542,2025-02-28,512.27,0.0,512.27,0,1
A01543,2025-02-28,1738.22,0.0,1738.22,0,1
A01544,2025-02-28,961.78,0.0,961.78,0,1
A01545,2025-02-28,737.77,737.77,0.0,1,0
A01546,2025-02-28,1890.73,1890.73,0.0,1,0
A01547,2025-02-28,748.05,748.05,0.0,1,0
A01548,2025-02-28,1041.87,1041.87,0.0,1,0
A01549,2025-02-28,1454.18,0.0,1454.18,0,1
A01550,2025-02-28,529.08,0.0,529.08,0,1
A01551,2025-02-28,490.03,0.0,490.03,0,1
A01552,2025-02-28,327.11,0.0,327.11,0,1
A01553,2025-02-28,651.39,651.39,0.0,1,0
A01554,2025-02-28,421.03,0.0,421.03,0,1
A01555,2025-02-28,1295.8,0.0,1295.8,0,1
A01556,2025-02-28,610.81,0.0,610.81,0,1
A01557,2025-02-28,1056.03,1056.03,0.0,1,0
A01558,2025-02-28,1896.93,0.0,1896.93,0,1
A01559,2025-02-28,1475.88,0.0,1475.88,0,1
A01560,2025-02-28,1410.14,1410.14,0.0,1,0
A01561,2025-02-28,7122.91,0.0,7122.91,0,1
A01562,2025-02-28,409.62,0.0,409.62,0,1
A01563,2025-02-28,928.42,0.0,928.42,0,1
A01564,2025-02-28,483.6,483.6,0.0,1,0
A01565,2025-02-28,2718.5,0.0,2718.5,0,1
A01566,2025-02-28,1709.13,1709.13,0.0,1,0
A01567,2025-02-28,1717.1,0.0,1717.1,0,1
A01568,2025-02-28,912.82,912.82,0.0,1,0
A01569,2025-02-28,960.41,0.0,960.41,0,1
A01570,2025-02-28,937.89,0.0,937.89,0,1
A01571,2025-02-28,1424.24,0.0,1424.24,0,1
A01572,2025-02-28,525.96,0.0,525.96,0,1
A01573,2025-02-28,633.5,0.0,633.5,0,1
A01574,2025-02-28,646.94,0.0,646.94,0,1
A01575,2025-02-28,1267.34,1267.34,0.0,1,0
A01576,2025-02-28,1144.96,0.0,1144.96,0,1
A01577,2025-02-28,828.92,0.0,828.92,0,1
A01578,2025-02-28,521.3,0.0,521.3,0,1
A01579,2025-02-28,708.01,0.0,708.01,0,1
A01580,2025-02-28,505.32,0.0,505.32,0,1
A01581,2025-02-28,1364.16,0.0,1364.16,0,1
A01582,2025-02-28,660.91,0.0,660.91,0,1
A01583,2025-02-28,930.59,930.59,0.0,1,0
A01584,2025-02-28,1599.45,0.0,1599.45,0,1
A01585,2025-02-28,282.1,0.0,282.1,0,1
A01586,2025-02-28,1755.75,1755.75,0.0,1,0
A01587,2025-02-28,1523.56,0.0,1523.56,0,1
A01588,2025-02-28,2000.15,2000.15,0.0,1,0
A01589,2025-02-28,943.53,943.53,0.0,1,0
A01590,2025-02-28,1851.03,0.0,1851.03,0,1
A01591,2025-02-28,2869.47,2869.47,0.0,1,0
A01592,2025-02-28,1082.62,1082.62,0.0,1,0
A01593,2025-02-28,2082.3,2082.3,0.0,1,0
A01594,2025-02-28,2269.56,2269.56,0.0,1,0
A01595,2025-02-28,696.36,0.0,696.36,0,1
A01596,2025-02-28,1907.56,0.0,1907.56,0,1
A01597,2025-02-28,1591.54,0.0,1591.54,0,1
A01598,2025-02-28,1555.2,0.0,1555.2,0,1
A01599,2025-02-28,4147.42,0.0,4147.42,0,1
A01600,2025-02-28,1552.5,0.0,1552.5,0,1
A01601,2025-02-28,1662.79,1662.79,0.0,1,0
A01602,2025-02-28,837.01,0.0,837.01,0,1
A01603,2025-02-28,1102.94,0.0,1102.94,0,1
A01604,2025-02-28,2693.22,0.0,2693.22,0,1
A01605,2025-02-28,1289.24,0.0,1289.24,0,1
A01606,2025-02-28,1476.36,0.0,1476.36,0,1
A01607,2025-02-28,2513.47,2513.47,0.0,1,0
A01608,2025-02-28,2203.53,2203.53,0.0,1,0
A01609,2025-02-28,1207.63,1207.63,0.0,1,0
A01610,2025-02-28,1013.55,0.0,1013.55,0,1
A01611,2025-02-28,519.36,0.0,519.36,0,1
A01612,2025-02-28,2494.07,0.0,2494.07,0,1
A01613,2025-02-28,1776.97,0.0,1776.97,0,1
A01614,2025-02-28,977.77,0.0,977.77,0,1
A01615,2025-02-28,1139.65,0.0,1139.65,0,1
A01616,2025-02-28,591.68,0.0,591.68,0,1
A01617,2025-02-28,2067.05,0.0,2067.05,0,1
A01618,2025-02-28,2033.58,2033.58,0.0,1,0
A01619,2025-02-28,1982.34,1982.34,0.0,1,0
A01620,2025-02-28,428.97,0.0,428.97,0,1
A01621,2025-02-28,637.44,0.0,637.44,0,1
A01622,2025-02-28,3070.11,0.0,3070.11,0,1
A01623,2025-02-28,423.99,0.0,423.99,0,1
A01624,2025-02-28,1653.81,0.0,1653.81,0,1
A01625,2025-02-28,910.18,910.18,0.0,1,0
A01626,2025-02-28,2017.1,2017.1,0.0,1,0
A01627,2025-02-28,1514.01,1514.01,0.0,1,0
A01628,2025-02-28,1291.08,0.0,1291.08,0,1
A01629,2025-02-28,507.59,0.0,507.59,0,1
A01630,2025-02-28,176.47,176.47,0.0,1,0
A01631,2025-02-28,1561.94,0.0,1561.94,0,1
A01632,2025-02-28,846.24,846.24,0.0,1,0
A01633,2025-02-28,855.56,0.0,855.56,0,1
A01634,2025-02-28,355.47,355.47,0.0,1,0
A01635,2025-02-28,625.79,0.0,625.79,0,1
A01636,2025-02-28,128.33,0.0,128.33,0,1
A01637,2025-02-28,2911.32,0.0,2911.32,0,1
A01638,2025-02-28,1508.18,1508.18,0.0,1,0
A01639,2025-02-28,245.38,0.0,245.38,0,1
A01640,2025-02-28,707.24,0.0,707.24,0,1
A01641,2025-02-28,366.17,0.0,366.17,0,1
A01642,2025-02-28,1872.23,0.0,1872.23,0,1
A01643,2025-02-28,792.7,0.0,792.7,0,1
A01644,2025-02-28,831.46,0.0,831.46,0,1
A01645,2025-02-28,1429.71,1429.71,0.0,1,0
A01646,2025-02-28,435.68,0.0,435.68,0,1
A01647,2025-02-28,990.19,0.0,990.19,0,1
A01648,2025-02-28,1480.95,1480.95,0.0,1,0
A01649,2025-02-28,2730.49,0.0,2730.49,0,1
A01650,2025-02-28,1404.95,0.0,1404.95,0,1
A01651,2025-02-28,756.4,0.0,756.4,0,1
A01652,2025-02-28,1313.5,1313.5,0.0,1,0
A01653,2025-02-28,667.84,667.84,0.0,1,0
A01654,2025-02-28,1032.93,0.0,1032.93,0,1
A01655,2025-02-28,2928.32,0.0,2928.32,0,1
A01656,2025-02-28,1179.36,1179.36,0.0,1,0
A01657,2025-02-28,3441.38,0.0,3441.38,0,1
A01658,2025-02-28,472.21,0.0,472.21,0,1
A01659,2025-02-28,1109.19,0.0,1109.19,0,1
A01660,2025-02-28,572.0,0.0,572.0,0,1
A01661,2025-02-28,224.96,224.96,0.0,1,0
A01662,2025-02-28,402.39,402.39,0.0,1,0
A01663,2025-02-28,1004.33,1004.33,0.0,1,0
A01664,2025-02-28,2450.65,2450.65,0.0,1,0
A01665,2025-02-28,1062.93,0.0,1062.93,0,1
A01666,2025-02-28,1090.67,0.0,1090.67,0,1
A01667,2025-02-28,913.24,0.0,913.24,0,1
A01668,2025-02-28,1010.22,1010.22,0.0,1,0
A01669,2025-02-28,413.51,413.51,0.0,1,0
A01670,2025-02-28,1101.49,1101.49,0.0,1,0
A01671,2025-02-28,2561.04,2561.04,0.0,1,0
A01672,2025-02-28,2179.28,0.0,2179.28,0,1
A01673,2025-02-28,2906.65,0.0,2906.65,0,1
A01674,2025-02-28,467.54,0.0,467.54,0,1
A01675,2025-02-28,1604.39,0.0,1604.39,0,1
A01676,2025-02-28,3443.72,3443.72,0.0,1,0
A01677,2025-02-28,1487.84,0.0,1487.84,0,1
A01678,2025-02-28,855.73,0.0,855.73,0,1
A01679,2025-02-28,447.44,0.0,447.44,0,1
A01680,2025-02-28,2929.06,0.0,2929.06,0,1
A01681,2025-02-28,1245.83,0.0,1245.83,0,1
A01682,2025-02-28,156.52,156.52,0.0,1,0
A01683,2025-02-28,565.34,0.0,565.34,0,1
A01684,2025-02-28,177.62,0.0,177.62,0,1
A01685,2025-02-28,1096.67,1096.67,0.0,1,0
A01686,2025-02-28,618.87,618.87,0.0,1,0
A01687,2025-02-28,419.61,419.61,0.0,1,0
A01688,2025-02-28,225.57,0.0,225.57,0,1
A01689,2025-02-28,68.46,0.0,68.46,0,1
A01690,2025-02-28,687.51,0.0,687.51,0,1
A01691,2025-02-28,1322.31,1322.31,0.0,1,0
A01692,2025-02-28,857.63,857.63,0.0,1,0
A01693,2025-02-28,149.08,0.0,149.08,0,1
A01694,2025-02-28,859.27,0.0,859.27,0,1
A01695,2025-02-28,1712.52,0.0,1712.52,0,1
A01696,2025-02-28,620.55,620.55,0.0,1,0
A01697,2025-02-28,1001.28,0.0,1001.28,0,1
A01698,2025-02-28,1267.33,0.0,1267.33,0,1
A01699,2025-02-28,182.65,0.0,182.65,0,1
A01700,2025-02-28,1210.6,0.0,1210.6,0,1
A00001,2025-03-31,5788.33,0.0,5788.33,0,1
A00002,2025-03-31,4260.61,0.0,4260.61,0,1
A00003,2025-03-31,3124.5,3124.5,0.0,1,0
A00004,2025-03-31,438.08,0.0,438.08,0,1
A00005,2025-03-31,3622.99,0.0,3622.99,0,1
A00006,2025-03-31,737.14,737.14,0.0,1,0
A00007,2025-03-31,1369.56,0.0,1369.56,0,1
A00008,2025-03-31,482.73,482.73,0.0,1,0
A00009,2025-03-31,1657.15,1657.15,0.0,1,0
A00010,2025-03-31,3647.61,0.0,3647.61,0,1
A00011,2025-03-31,2805.1,0.0,2805.1,0,1
A00012,2025-03-31,1252.17,0.0,1252.17,0,1
A00013,2025-03-31,3801.5,3801.5,0.0,1,0
A00014,2025-03-31,3974.89,3974.89,0.0,1,0
A00015,2025-03-31,4486.04,0.0,4486.04,0,1
A00016,2025-03-31,1707.68,1707.68,0.0,1,0
A00017,2025-03-31,5522.68,5522.68,0.0,1,0
A00018,2025-03-31,1237.61,0.0,1237.61,0,1
A00019,2025-03-31,854.06,0.0,854.06,0,1
A00020,2025-03-31,3114.1,0.0,3114.1,0,1
A00021,2025-03-31,1987.63,0.0,1987.63,0,1
A00022,2025-03-31,2613.34,0.0,2613.34,0,1
A00023,2025-03-31,1356.56,1356.56,0.0,1,0
A00024,2025-03-31,2204.17,2204.17,0.0,1,0
A00025,2025-03-31,507.93,507.93,0.0,1,0
A00026,2025-03-31,492.43,492.43,0.0,1,0
A00027,2025-03-31,2092.34,0.0,2092.34,0,1
A00028,2025-03-31,1202.1,1202.1,0.0,1,0
A00029,2025-03-31,1910.78,1910.78,0.0,1,0
A00030,2025-03-31,1587.78,0.0,1587.78,0,1
A00031,2025-03-31,2349.85,2349.85,0.0,1,0
A00032,2025-03-31,2799.21,0.0,2799.21,0,1
A00033,2025-03-31,557.36,0.0,557.36,0,1
A00034,2025-03-31,693.53,0.0,693.53,0,1
A00035,2025-03-31,5876.37,5876.37,0.0,1,0
A00036,2025-03-31,3749.46,0.0,3749.46,0,1
A00037,2025-03-31,3125.03,3125.03,0.0,1,0
A00038,2025-03-31,4918.75,0.0,4918.75,0,1
A00039,2025-03-31,2963.06,2963.06,0.0,1,0
A00040,2025-03-31,672.04,0.0,672.04,0,1
A00041,2025-03-31,2908.04,0.0,2908.04,0,1
A00042,2025-03-31,311.39,0.0,311.39,0,1
A00043,2025-03-31,768.84,0.0,768.84,0,1
A00044,2025-03-31,1394.48,0.0,1394.48,0,1
A00045,2025-03-31,423.84,0.0,423.84,0,1
A00046,2025-03-31,1395.94,0.0,1395.94,0,1
A00047,2025-03-31,1192.05,0.0,1192.05,0,1
A00048,2025-03-31,693.85,0.0,693.85,0,1
