account_id,account_name,industry,customer_type,contract_length_months,client_tenure_months,deal_value_usd,deal_status
A00341,Garcia-Jennings,CyberSecurity,New,21,11,11401.63,Closed‑Won
A00342,"Winters, Newman and Brown",EdTech,New,21,45,11983.11,Closed‑Lost
A00343,Lopez-Martinez,E‑Commerce,Expansion,33,59,16224.91,Closed‑Lost
A00344,Davis-Lewis,E‑Commerce,Expansion,30,9,23448.34,Closed‑Won
A00345,"Harper, Smith and Buchanan",SMB SaaS,Expansion,13,14,10410.0,Closed‑Won
A00346,Zhang PLC,EdTech,New,16,19,16561.62,Closed‑Won
A00347,Jones PLC,SMB SaaS,New,26,53,10089.89,On‑Hold
A00348,Willis and Sons,SMB SaaS,New,18,27,8538.21,Closed‑Won
A00349,Schroeder-Kramer,HealthTech,New,18,17,18126.82,Closed‑Won
A00350,"Smith, Garrison and Thomas",HealthTech,Expansion,11,20,17920.55,On‑Hold
A00351,Fernandez and Sons,E‑Commerce,New,13,36,7739.75,Closed‑Won
A00352,Guerrero Inc,FinTech,New,28,23,17518.0,Negotiation
A00353,Smith and Sons,EdTech,Expansion,31,9,14549.05,Closed‑Won
A00354,"Morris, Thompson and Williams",MarTech,Expansion,29,49,16225.29,Closed‑Won
A00355,"Fisher, Wilson and Brown",SMB SaaS,New,15,25,19080.9,Closed‑Won
A00356,Strickland-Palmer,SMB SaaS,New,10,16,14260.69,Closed‑Won
A00357,Hayes and Sons,HealthTech,New,10,43,15265.97,Closed‑Won
A00358,"Williams, Logan and Camacho",SMB SaaS,New,17,44,20065.16,Negotiation
A00359,"Turner, Schneider and Johnson",FinTech,New,21,10,6106.33,Closed‑Won
A00360,Boone-Simmons,CyberSecurity,New,32,5,8037.26,Closed‑Won
A00361,Henry Group,Logistics,Expansion,32,3,11900.21,Closed‑Won
A00362,Lam LLC,SMB SaaS,Expansion,6,46,13370.62,Closed‑Won
A00363,"Hernandez, Martinez and Weber",HealthTech,New,27,37,19655.27,Closed‑Won
A00364,"Kelley, Nguyen and Vang",SMB SaaS,New,14,47,9302.98,Closed‑Won
A00365,"Phillips, Wagner and Jordan",FinTech,New,11,37,11460.55,Closed‑Won
A00366,"Wilson, Pena and Rich",E‑Commerce,New,22,24,13684.56,Closed‑Won
A00367,"Le, Lewis and Hayes",MarTech,New,7,35,10839.92,Closed‑Won
A00368,Gutierrez Group,EdTech,New,16,43,18964.37,Closed‑Won
A00369,Perry-Davis,FinTech,New,22,24,7871.86,Closed‑Won
A00370,Edwards-Scott,Logistics,New,14,54,9344.3,Closed‑Won
A00371,Mcdaniel Group,EdTech,New,23,54,13027.32,Negotiation
A00372,Davis Inc,CyberSecurity,New,19,48,12098.24,On‑Hold
A00373,Reynolds Ltd,MarTech,Expansion,29,59,13126.4,Closed‑Won
A00374,"Watson, Anderson and Brown",EdTech,New,11,24,15736.29,Closed‑Won
A00375,"Hoffman, Santiago and Jenkins",SMB SaaS,New,7,7,16566.87,Negotiation
A00376,"Pugh, Henderson and Moon",FinTech,Expansion,21,29,16706.32,Closed‑Won
A00377,Schmitt PLC,CyberSecurity,New,13,45,11951.6,Closed‑Won
A00378,Bell-Lane,CyberSecurity,New,27,46,17383.65,Closed‑Won
A00379,Moore Group,MarTech,Expansion,8,23,14103.2,Negotiation
A00380,Boone LLC,EdTech,New,23,18,21185.32,Closed‑Won
A00381,"Richardson, Farmer and Andrews",FinTech,New,35,27,17806.46,Closed‑Won
A00382,Bruce-Villegas,SMB SaaS,New,8,48,17685.63,Closed‑Won
A00383,"Austin, Day and Johnson",SMB SaaS,New,15,4,18158.98,Closed‑Won
A00384,"Gallegos, Adams and White",HealthTech,New,31,20,12424.95,On‑Hold
A00385,"Farmer, Dorsey and Bell",FinTech,New,22,14,11658.59,Closed‑Lost
A00386,Kane PLC,FinTech,New,11,48,14244.75,On‑Hold
A00387,"Morales, Thomas and Schultz",FinTech,New,12,28,20342.16,Closed‑Won
A00388,Davis PLC,Logistics,New,28,6,10803.55,Closed‑Won
A00389,Bennett Group,SMB SaaS,New,31,16,18809.01,Closed‑Won
A00390,Moore-Collins,HealthTech,New,16,3,13118.91,Closed‑Won
A00391,Frank-Bradley,CyberSecurity,Expansion,20,29,14632.27,Closed‑Won
A00392,Ware and Sons,HealthTech,New,29,59,15068.02,Closed‑Won
A00393,Webster Inc,EdTech,New,11,34,8960.27,Closed‑Won
A00394,"Miller, Ramos and Coleman",E‑Commerce,New,12,52,10693.69,Negotiation
A00395,"Ramos, Nelson and Fischer",CyberSecurity,New,29,44,18032.52,Closed‑Won
A00396,Reed Inc,Logistics,New,11,53,16724.37,Negotiation
A00397,Gregory-Watkins,FinTech,New,29,19,13140.61,Closed‑Won
A00398,"Estrada, Williams and Foster",HealthTech,New,20,57,14071.54,Closed‑Won
A00399,"Brown, Harris and Dougherty",EdTech,Expansion,35,15,18068.38,Closed‑Won
A00400,Duran LLC,EdTech,Expansion,6,26,21688.5,Negotiation
A00401,Wilson-Jimenez,SMB SaaS,New,34,41,18750.24,Closed‑Won
A00402,Thompson-James,Logistics,New,12,17,14858.01,Closed‑Won
A00403,"Hall, Hansen and Barnett",EdTech,New,7,16,20639.57,On‑Hold
A00404,Jones-Hensley,SMB SaaS,New,27,8,18127.64,Closed‑Won
A00405,Graham Group,MarTech,New,21,1,13573.12,Negotiation
A00406,Atkins PLC,E‑Commerce,Expansion,31,30,10537.96,Closed‑Won
A00407,Berry-Mckinney,MarTech,Expansion,9,59,6031.53,Closed‑Won
A00408,Roberts-Sullivan,HealthTech,Expansion,8,13,15334.51,Closed‑Won
A00409,Jackson-Meza,SMB SaaS,New,23,26,10942.11,Closed‑Won
A00410,Collier-Gillespie,FinTech,Expansion,32,56,13168.85,Closed‑Won
A00411,Kim Inc,HealthTech,New,18,46,10137.25,Closed‑Won
A00412,Graham Group,HealthTech,New,29,1,11910.45,Closed‑Won
A00413,"Miller, Harrell and Reese",EdTech,New,33,30,19416.4,Closed‑Won
A00414,Cook and Sons,HealthTech,Expansion,32,9,17589.75,Closed‑Won
A00415,Dixon Inc,FinTech,New,21,15,24400.52,Negotiation
A00416,"Hicks, Bullock and Bailey",CyberSecurity,Expansion,26,15,6906.77,Closed‑Won
A00417,"Mullen, Brewer and Hernandez",SMB SaaS,New,21,37,14769.2,Negotiation
A00418,Thomas and Sons,FinTech,Expansion,26,12,16829.05,Closed‑Won
A00419,Morrison Ltd,EdTech,New,23,15,19297.86,Closed‑Won
A00420,Thompson Ltd,E‑Commerce,New,21,14,14354.97,Negotiation
A00421,Marshall-Elliott,SMB SaaS,Expansion,19,22,14509.77,Closed‑Won
A00422,"Cole, Glass and Cunningham",CyberSecurity,New,25,39,17428.66,Closed‑Won
A00423,"Downs, Morris and Maddox",Logistics,New,28,24,12887.78,Closed‑Won
A00424,Hernandez-Jones,E‑Commerce,New,33,20,12425.43,On‑Hold
A00425,Welch-Hogan,MarTech,New,24,31,16771.85,Closed‑Won
A00426,"Brown, Romero and Collins",HealthTech,New,9,37,11858.98,Closed‑Won
A00427,Johnson-Wood,Logistics,New,23,1,17807.32,Closed‑Won
A00428,Jones-Lin,Logistics,New,15,53,9572.96,Closed‑Lost
A00429,Gilbert PLC,FinTech,Expansion,6,55,13076.57,Closed‑Won
A00430,Ford-Spencer,CyberSecurity,New,8,36,13588.88,Closed‑Won
A00431,"Huang, Cole and Pacheco",FinTech,New,23,34,18520.17,Closed‑Won
A00432,"Lopez, Jacobs and Mason",CyberSecurity,New,34,41,16614.9,Closed‑Won
A00433,Hayes LLC,Logistics,New,21,27,20893.47,Closed‑Won
A00434,"Miller, Lucas and Williams",HealthTech,New,19,22,21189.74,Closed‑Won
A00435,"Kim, Gonzales and Mills",MarTech,Expansion,8,21,21459.92,Closed‑Won
A00436,Cox LLC,FinTech,Expansion,26,10,14777.95,Closed‑Won
A00437,Ortiz-Morgan,E‑Commerce,New,7,50,14563.32,Negotiation
A00438,"Williams, Mccoy and Cook",SMB SaaS,New,31,19,10102.07,Closed‑Won
A00439,Davis-Gregory,FinTech,New,30,17,12534.93,Negotiation
A00440,King-York,MarTech,New,35,57,11346.31,Closed‑Won
A00441,"Marks, Cook and Aguilar",SMB SaaS,New,14,30,9189.23,Closed‑Won
A00442,Rangel LLC,EdTech,New,10,37,15772.82,Closed‑Won
A00443,"Hale, Myers and Larson",HealthTech,New,14,15,23021.87,Closed‑Won
A00444,Collins Group,MarTech,New,29,17,19694.85,Closed‑Won
A00445,"Conner, Li and Santiago",E‑Commerce,New,12,43,19117.35,Closed‑Won
A00446,"Osborn, Gaines and Davis",CyberSecurity,New,32,27,9743.78,Closed‑Won
A00447,"Henderson, Cox and Cox",EdTech,New,10,9,22102.93,Closed‑Won
A00448,Bean LLC,SMB SaaS,New,7,50,8243.8,Closed‑Lost
A00449,Lee-Cooke,E‑Commerce,Expansion,12,24,11454.5,Closed‑Won
A00450,Jones Inc,EdTech,New,28,40,9542.22,Closed‑Won
A00451,"Wise, Conley and Stephenson",SMB SaaS,New,24,21,20974.76,Closed‑Won
A00452,Stanley PLC,SMB SaaS,New,16,34,18753.01,Closed‑Lost
A00453,Harper and Sons,MarTech,Expansion,25,46,12356.07,Closed‑Won
A00454,White Ltd,FinTech,New,25,53,19560.91,Closed‑Won
A00455,"Lamb, Martin and Kim",E‑Commerce,Expansion,22,13,13522.36,Closed‑Won
A00456,Diaz-Ball,E‑Commerce,Expansion,21,40,12442.42,Closed‑Won
A00457,Bishop-Goodwin,HealthTech,New,9,54,17232.74,Negotiation
A00458,Young-Allen,CyberSecurity,New,13,38,6228.94,Closed‑Won
A00459,Mckee-Lee,Logistics,New,21,9,16543.19,Closed‑Won
A00460,"Valentine, Joyce and Murray",FinTech,Expansion,10,12,13032.12,Closed‑Won
A00461,Strickland-Shaw,CyberSecurity,New,20,12,14591.0,Closed‑Won
A00462,Burch-Montoya,HealthTech,Expansion,9,7,17581.84,Closed‑Won
A00463,"Taylor, Wright and Davidson",CyberSecurity,New,29,45,15909.89,Negotiation
A00464,Spencer-Garcia,MarTech,New,9,57,12604.03,Closed‑Won
A00465,"Rosales, Mitchell and Hines",FinTech,New,8,31,14557.41,Closed‑Won
A00466,Cole-Palmer,SMB SaaS,New,25,36,13912.87,Closed‑Won
A00467,Davis-Lozano,HealthTech,New,12,46,12694.27,Closed‑Won
A00468,Wilkerson-Arias,E‑Commerce,New,16,25,8784.48,Closed‑Won
A00469,Brown-Shaw,HealthTech,Expansion,15,28,16305.8,Closed‑Won
A00470,Hughes Inc,SMB SaaS,Expansion,12,35,20564.98,Closed‑Won
A00471,Walker-Flores,CyberSecurity,New,28,18,21128.54,Negotiation
A00472,Combs Ltd,Logistics,New,26,4,15443.34,Closed‑Won
A00473,Moody-Taylor,MarTech,New,13,34,13250.63,Closed‑Won
A00474,Lowery-Kennedy,MarTech,Expansion,26,49,7574.59,Closed‑Lost
A00475,Blake Group,CyberSecurity,New,27,5,4473.23,Closed‑Won
A00476,Gilbert-Bullock,Logistics,Expansion,22,13,20469.37,Closed‑Won
A00477,Scott and Sons,Logistics,New,23,16,18372.54,Closed‑Won
A00478,"Bentley, Lynch and Henderson",FinTech,New,34,48,5458.45,Closed‑Won
A00479,Young-Martinez,CyberSecurity,New,19,30,12616.57,Closed‑Won
A00480,Barnes PLC,FinTech,New,17,32,7525.89,Closed‑Won
A00481,Brown-Copeland,EdTech,Expansion,22,39,17033.84,Closed‑Won
A00482,Carlson-Smith,Logistics,New,31,17,16659.5,Closed‑Won
A00483,"Andrews, Higgins and Carter",EdTech,New,27,43,17993.53,Closed‑Won
A00484,Mendez and Sons,Logistics,Expansion,8,2,17299.0,Closed‑Won
A00485,"Butler, Beck and Miller",MarTech,Expansion,19,7,7551.16,Closed‑Won
A00486,Jones-Fox,HealthTech,Expansion,28,49,12740.29,Closed‑Won
A00487,"Hartman, Romero and Smith",EdTech,New,12,39,17627.99,Negotiation
A00488,Williams-Hughes,E‑Commerce,New,35,11,13429.91,Closed‑Won
A00489,King-Smith,Logistics,Expansion,30,26,13185.62,Closed‑Won
A00490,Cooper Ltd,E‑Commerce,New,31,4,16156.61,Closed‑Won
A00491,"Fuller, Ingram and Moss",SMB SaaS,New,8,40,16846.8,Closed‑Won
A00492,Anderson-Bell,Logistics,Expansion,23,45,13232.71,Closed‑Won
A00493,Li-Thompson,Logistics,New,21,17,18795.97,Closed‑Won
A00494,"Marshall, Dominguez and Welch",E‑Commerce,New,24,21,16934.05,Closed‑Won
A00495,Brown Group,EdTech,Expansion,31,14,16031.43,Closed‑Lost
A00496,Carter Inc,MarTech,New,16,23,17467.28,Closed‑Won
A00497,Blackwell LLC,FinTech,New,22,17,13108.44,Closed‑Won
A00498,Robertson-Hays,EdTech,New,26,15,13598.98,Closed‑Won
A00499,"Kennedy, Johnson and Lucas",SMB SaaS,New,28,26,11649.58,Closed‑Won
A00500,Kelly-Norman,MarTech,New,29,51,15165.47,Closed‑Won
A00501,"Rivera, Martinez and Richardson",FinTech,Expansion,16,46,9274.74,Closed‑Won
A00502,Paul-Kline,CyberSecurity,Expansion,35,18,16125.58,Negotiation
A00503,Morgan-Lopez,SMB SaaS,New,6,56,14166.41,Negotiation
A00504,"Jimenez, Glass and Stone",Logistics,New,20,13,15943.84,Closed‑Won
A00505,Acosta Inc,EdTech,Expansion,24,54,11623.42,Closed‑Won
A00506,Morrison-Short,MarTech,New,7,19,17331.39,Negotiation
A00507,"Carter, Garcia and Murphy",E‑Commerce,New,19,32,13982.46,Closed‑Won
A00508,Parker-Morrison,HealthTech,New,23,12,16150.98,Closed‑Won
A00509,Jackson-Wallace,EdTech,New,24,45,20739.0,Closed‑Won
A00510,Williams-Berg,HealthTech,New,9,19,22020.23,Closed‑Won
A00511,Mendez-Graham,SMB SaaS,New,14,52,11061.72,Closed‑Lost
A00512,"Whitney, Gould and Jones",CyberSecurity,New,13,5,14725.95,Closed‑Won
A00513,"Sullivan, Palmer and Brady",Logistics,New,25,30,15560.94,Closed‑Won
A00514,Cisneros and Sons,Logistics,New,15,10,16077.19,Closed‑Won
A00515,"Gregory, Kim and Martinez",SMB SaaS,New,23,53,10145.75,Closed‑Won
A00516,Osborne LLC,FinTech,New,27,25,16516.76,Closed‑Won
A00517,Reyes-Bradley,SMB SaaS,New,29,40,13445.68,Negotiation
A00518,"Hernandez, Cole and Watson",FinTech,New,11,52,16784.14,Closed‑Won
A00519,Hines-Berry,MarTech,New,33,32,10291.34,Closed‑Won
A00520,"Richardson, Edwards and Ramirez",E‑Commerce,New,10,4,21030.6,Negotiation
A00521,Johnson and Sons,EdTech,New,6,14,18013.73,Closed‑Won
A00522,Holmes-Mcintyre,HealthTech,Expansion,7,13,14526.65,Closed‑Won
A00523,Green LLC,HealthTech,New,12,54,17822.86,Closed‑Won
A00524,"Griffin, Davies and Mitchell",Logistics,Expansion,32,54,16261.23,Closed‑Won
A00525,Gonzalez-Taylor,EdTech,Expansion,12,29,14144.74,Closed‑Won
A00526,Hayes Ltd,EdTech,New,26,53,13304.05,Closed‑Lost
A00527,Osborn-Cochran,SMB SaaS,New,18,15,13849.49,Closed‑Lost
A00528,Contreras-Mckinney,HealthTech,Expansion,7,41,18428.5,Closed‑Won
A00529,"Daniels, Vance and York",SMB SaaS,New,19,24,20747.58,Closed‑Won
A00530,"Mckinney, Graves and Thompson",SMB SaaS,New,6,15,11152.94,Closed‑Won
A00531,Hicks-Martinez,E‑Commerce,New,20,15,8104.03,Closed‑Won
A00532,Conner and Sons,HealthTech,New,22,25,19953.38,Closed‑Won
A00533,Johnson-Spencer,HealthTech,New,21,21,13833.68,Negotiation
A00534,Mcdonald-Bird,EdTech,Expansion,14,13,14304.73,Closed‑Won
A00535,Salazar Inc,E‑Commerce,Expansion,28,20,8593.35,Closed‑Won
A00536,Parker Ltd,HealthTech,New,23,8,16123.81,Negotiation
A00537,"Mendoza, Jenkins and Ortiz",MarTech,Expansion,13,58,7525.54,Closed‑Won
A00538,"Jones, Compton and Day",FinTech,New,19,23,21206.95,Closed‑Won
A00539,Owens-Holmes,E‑Commerce,Expansion,9,7,11711.63,Closed‑Won
A00540,Humphrey PLC,FinTech,New,33,34,17235.66,Closed‑Won
A00541,"Matthews, Saunders and Anderson",CyberSecurity,Expansion,28,53,15341.43,On‑Hold
A00542,"Bartlett, Brown and Martinez",FinTech,Expansion,14,22,18921.11,Closed‑Won
A00543,Torres and Sons,HealthTech,New,26,50,12647.13,Closed‑Won
A00544,Donovan-Perez,HealthTech,New,26,37,11271.8,Closed‑Won
A00545,"Jacobson, Singleton and King",Logistics,Expansion,24,44,23188.24,Closed‑Won
A00546,"Huber, Hill and Weber",FinTech,New,7,18,9422.06,Closed‑Won
A00547,"Ferguson, Shaw and Jackson",MarTech,New,32,3,17305.39,Closed‑Won
A00548,"Moore, Hopkins and Le",E‑Commerce,Expansion,34,21,11706.72,Closed‑Won
A00549,"Morgan, Bradshaw and Williams",E‑Commerce,New,35,55,9233.88,Closed‑Won
A00550,Miller Ltd,CyberSecurity,New,35,47,14836.76,Closed‑Won
A00551,"Baker, Clark and Armstrong",Logistics,New,33,47,17014.06,Closed‑Won
A00552,"Fowler, Jimenez and Burton",MarTech,New,28,52,10407.79,Closed‑Won
A00553,May-Turner,Logistics,Expansion,7,23,15489.04,Closed‑Won
A00554,Ballard Ltd,EdTech,New,19,20,12177.8,Closed‑Won
A00555,Evans-Jones,SMB SaaS,New,13,55,15282.69,Negotiation
A00556,Moore Group,E‑Commerce,New,12,34,21990.76,Closed‑Won
A00557,Marshall-Peterson,CyberSecurity,Expansion,30,18,14687.65,Closed‑Won
A00558,Edwards Ltd,SMB SaaS,New,30,17,20671.57,Negotiation
A00559,Gross-Valencia,Logistics,Expansion,21,52,10069.26,Closed‑Won
A00560,Anderson-Wood,Logistics,Expansion,28,4,14671.14,Negotiation
A00561,"Rodriguez, Allen and Martinez",E‑Commerce,Expansion,9,4,14720.75,Closed‑Won
A00562,Wright-Davis,FinTech,Expansion,12,44,20600.16,Closed‑Won
A00563,Dougherty-Lin,MarTech,Expansion,31,1,18875.01,Closed‑Won
A00564,Wright-Grimes,HealthTech,Expansion,19,11,13932.89,Closed‑Won
A00565,Li PLC,SMB SaaS,New,22,59,18341.36,Closed‑Won
A00566,"Edwards, Hines and Jimenez",HealthTech,Expansion,19,26,17120.26,Closed‑Won
A00567,"Owens, Koch and Jimenez",HealthTech,New,12,43,12402.12,Closed‑Won
A00568,Landry PLC,HealthTech,New,30,29,12660.63,Closed‑Won
A00569,Levy-Lewis,CyberSecurity,Expansion,28,6,12964.88,Closed‑Won
A00570,Williams-Campbell,E‑Commerce,Expansion,26,11,19317.66,Closed‑Won
A00571,"Khan, Pena and Ruiz",SMB SaaS,Expansion,16,45,17312.38,Closed‑Won
A00572,"Smith, Rodriguez and Anderson",MarTech,New,25,6,16833.35,Closed‑Won
A00573,Luna-Gallagher,EdTech,New,34,36,21436.91,Closed‑Won
A00574,Williams-Williams,FinTech,New,25,21,13809.04,Closed‑Won
A00575,"Lee, Tran and Jones",FinTech,New,20,22,9964.35,Closed‑Won
A00576,"Cole, Pierce and Bryan",EdTech,New,14,57,20322.13,Closed‑Won
A00577,"Becker, Wilson and Hester",SMB SaaS,New,21,36,17965.4,Closed‑Won
A00578,Brooks-Hatfield,E‑Commerce,New,17,37,8121.56,Closed‑Won
A00579,"Mcmillan, Fischer and Gonzalez",SMB SaaS,Expansion,24,21,17907.3,Closed‑Won
A00580,"Morales, Williams and Williams",FinTech,New,7,23,8968.09,Closed‑Won
A00581,"Cook, Wells and Bryant",FinTech,Expansion,11,41,10131.22,Closed‑Won
A00582,"Barry, Taylor and Velazquez",Logistics,New,29,3,17560.33,Negotiation
A00583,Martin-Ewing,FinTech,New,17,15,21518.26,Closed‑Won
A00584,"Kirby, Wheeler and Romero",FinTech,New,18,36,22131.49,Closed‑Won
A00585,"Patel, Erickson and Evans",MarTech,New,22,37,12477.68,Closed‑Won
A00586,Richardson Ltd,SMB SaaS,Expansion,19,6,15840.58,Closed‑Won
A00587,Whitney PLC,CyberSecurity,New,28,47,17547.46,Closed‑Won
A00588,Robles-Swanson,FinTech,New,13,33,14817.09,Closed‑Won
A00589,"Soto, Carlson and Baker",Logistics,Expansion,28,15,11005.79,Closed‑Won
A00590,"Patton, Parsons and Lane",Logistics,Expansion,12,45,8280.21,Closed‑Won
A00591,"Williams, Castillo and Warren",Logistics,New,17,59,12825.52,Closed‑Won
A00592,"Harvey, Randall and Hernandez",SMB SaaS,New,23,25,16109.45,Closed‑Won
A00593,"Allen, Armstrong and Graves",HealthTech,New,32,17,13053.61,Closed‑Won
A00594,Smith LLC,SMB SaaS,New,12,18,22967.37,Closed‑Won
A00595,Hernandez-Vaughn,EdTech,New,23,35,16868.31,Negotiation
A00596,Shaw-Carr,Logistics,New,7,3,18116.08,Closed‑Won
A00597,Salas-Fitzgerald,E‑Commerce,Expansion,8,29,14033.2,Negotiation
A00598,Thornton PLC,Logistics,New,29,2,18920.91,Closed‑Won
A00599,Hoffman Ltd,CyberSecurity,New,27,3,17809.25,Closed‑Lost
A00600,Fox-Edwards,CyberSecurity,New,17,26,14286.33,Negotiation
A00601,Stevens PLC,E‑Commerce,Expansion,24,44,8550.57,Closed‑Won
A00602,Payne-Lowe,Logistics,New,17,53,17529.77,Closed‑Won
A00603,"Becker, Lara and Baker",CyberSecurity,Expansion,14,6,18067.37,Closed‑Won
A00604,Lee-Wright,HealthTech,Expansion,18,15,4105.87,Closed‑Won
A00605,"Evans, David and Hendrix",Logistics,New,15,25,19558.46,Closed‑Won
A00606,Bush-Vaughn,E‑Commerce,New,30,34,10498.41,Closed‑Won
A00607,Stewart-Bailey,EdTech,New,18,59,14825.19,Negotiation
A00608,"Hill, Martinez and Rhodes",E‑Commerce,New,15,41,22136.95,Closed‑Won
A00609,Huang-Foster,SMB SaaS,Expansion,22,32,18721.66,Closed‑Won
A00610,Blevins-Ballard,Logistics,New,28,4,19248.99,Closed‑Won
A00611,Williams-Moses,Logistics,Expansion,14,5,14394.74,Closed‑Won
A00612,Reed Group,MarTech,New,34,10,19993.3,Closed‑Won
A00613,"Scott, Mendoza and Harris",Logistics,New,19,39,11679.52,Closed‑Won
A00614,"Nelson, Hoffman and Nelson",MarTech,New,25,20,13104.31,Closed‑Won
A00615,Gilbert PLC,CyberSecurity,New,34,15,11013.95,Closed‑Won
A00616,Sanchez Ltd,CyberSecurity,New,18,40,10972.23,Closed‑Won
A00617,"Perez, Hall and Garcia",HealthTech,New,11,49,21178.12,Closed‑Won
A00618,Love-Garcia,EdTech,New,28,26,16633.93,Negotiation
A00619,Smith PLC,FinTech,Expansion,6,53,17487.11,Closed‑Lost
A00620,Russell Group,HealthTech,New,19,44,20023.93,Negotiation
A00621,Santos-Avila,MarTech,Expansion,35,43,25332.43,Closed‑Won
A00622,Morris-Brewer,MarTech,New,18,52,9448.79,Closed‑Won
A00623,Pearson and Sons,HealthTech,New,26,11,9553.18,Closed‑Won
A00624,"Rodgers, Jefferson and Johnson",MarTech,New,21,45,12998.05,Negotiation
A00625,Butler and Sons,E‑Commerce,New,12,57,18101.44,Closed‑Won
A00626,Osborn Group,HealthTech,New,15,59,12313.72,Negotiation
A00627,Lopez-Curry,EdTech,New,21,35,27495.34,Negotiation
A00628,Mcdowell-Smith,EdTech,Expansion,9,45,16862.75,Closed‑Won
A00629,"Morrison, Hebert and Rogers",E‑Commerce,New,18,53,15220.83,Closed‑Won
A00630,Hays-Daniels,EdTech,New,18,51,13503.12,Closed‑Won
A00631,Small-Anderson,CyberSecurity,New,31,53,15583.93,Closed‑Won
A00632,"Mcdonald, Lee and Rodriguez",EdTech,New,9,50,16267.48,Closed‑Won
A00633,Simon Ltd,MarTech,New,31,23,14474.13,Closed‑Won
A00634,Higgins-Smith,MarTech,New,18,44,15883.3,Closed‑Won
A00635,Gibbs-Bradley,HealthTech,New,25,25,22179.26,Closed‑Won
A00636,Thompson Ltd,CyberSecurity,New,22,48,12794.7,Negotiation
A00637,Wilcox-Robertson,HealthTech,Expansion,14,48,18375.47,Closed‑Won
A00638,Morales Inc,EdTech,New,33,56,15800.6,Closed‑Lost
A00639,Holden Group,Logistics,Expansion,12,35,9325.76,Closed‑Won
A00640,Boyle-Smith,SMB SaaS,New,7,29,13622.3,Closed‑Won
A00641,Young-Molina,CyberSecurity,New,28,10,11520.76,Closed‑Won
A00642,Turner-Sharp,SMB SaaS,Expansion,24,38,16664.19,Closed‑Won
A00643,Green LLC,Logistics,New,32,34,17035.57,Closed‑Won
A00644,"Young, Contreras and Marshall",MarTech,Expansion,19,31,17080.2,Negotiation
A00645,Sullivan PLC,Logistics,New,6,40,15751.92,Closed‑Won
A00646,"Carrillo, Vaughn and Fowler",EdTech,New,6,51,14385.12,Closed‑Won
A00647,Richardson-Walker,MarTech,Expansion,18,9,13266.02,Closed‑Won
A00648,Mendoza Group,E‑Commerce,New,13,26,17314.13,Closed‑Won
A00649,"Zhang, Brooks and Miles",SMB SaaS,New,33,43,21126.43,Closed‑Won
A00650,Todd-Pham,Logistics,New,9,49,17770.61,Closed‑Won
A00651,Gill Ltd,MarTech,New,32,46,16081.4,Negotiation
A00652,"Marks, Miller and Griffin",CyberSecurity,Expansion,12,48,18274.05,Closed‑Won
A00653,"Cox, Stark and Rodriguez",HealthTech,New,9,51,11997.89,Closed‑Won
A00654,"Leach, Harris and Herrera",Logistics,New,14,57,17814.87,Closed‑Won
A00655,Murphy PLC,E‑Commerce,Expansion,10,36,13869.27,Closed‑Won
A00656,Wilson-Harris,E‑Commerce,New,18,15,12702.71,Closed‑Won
A00657,"Burns, Nolan and Griffin",Logistics,Expansion,15,34,9467.95,Closed‑Won
A00658,Chavez PLC,CyberSecurity,New,21,42,19548.5,Negotiation
A00659,Bryant-Brown,FinTech,New,22,6,14595.61,Closed‑Won
A00660,Chambers-Parker,EdTech,Expansion,6,45,16483.37,Closed‑Won
A00661,Foster Inc,HealthTech,New,9,33,17749.91,Closed‑Won
A00662,"Robinson, Jones and Henderson",CyberSecurity,New,10,56,14388.51,Closed‑Won
A00663,"Brown, Mcknight and Michael",FinTech,New,11,13,14031.55,Closed‑Won
A00664,Andersen Group,HealthTech,Expansion,8,54,15941.22,Closed‑Won
A00665,Mitchell and Sons,E‑Commerce,Expansion,15,27,13323.26,Closed‑Won
A00666,Cannon Ltd,CyberSecurity,New,22,34,12281.95,Closed‑Won
A00667,"Stuart, Brooks and Vance",E‑Commerce,New,15,39,19999.92,Closed‑Won
A00668,Kane-Knox,Logistics,Expansion,15,35,13420.27,Closed‑Won
A00669,Miller-Brandt,SMB SaaS,New,20,54,11400.05,Negotiation
A00670,"Anderson, Dalton and Wilson",HealthTech,New,22,10,19978.36,Closed‑Won
A00671,"Long, Anderson and Irwin",SMB SaaS,New,15,44,14221.58,Closed‑Won
A00672,Avila LLC,E‑Commerce,New,12,58,7817.28,Closed‑Won
A00673,Nunez-Stephens,CyberSecurity,Expansion,18,13,13048.43,Closed‑Won
A00674,"Gray, Hall and Murray",FinTech,Expansion,6,16,15356.67,Closed‑Won
A00675,Hill Ltd,E‑Commerce,Expansion,20,29,19633.34,Closed‑Won
A00676,Johnson Ltd,CyberSecurity,New,34,43,12930.84,Closed‑Won
A00677,Mendez-Mayer,E‑Commerce,New,17,57,12622.45,Closed‑Won
A00678,Allen Inc,FinTech,New,9,47,19249.93,Closed‑Won
A00679,Wheeler Group,E‑Commerce,New,27,47,13014.42,Closed‑Lost
A00680,"Powers, Brennan and Sanchez",SMB SaaS,New,9,27,12155.94,Closed‑Won
A00681,Morales and Sons,CyberSecurity,New,11,39,9609.73,Closed‑Won
A00682,"Robinson, Shields and Brown",HealthTech,New,10,13,11530.09,Negotiation
