account_id,date,feature_purchased,sessions_last_30d,last_login_days,support_tickets_30d
A00949,2025-02-28,Premium Support,6,6,0
A00950,2025-02-28,Core,7,8,1
A00951,2025-02-28,Analytics,4,4,1
A00952,2025-02-28,Core,5,20,1
A00953,2025-02-28,Analytics,10,13,0
A00954,2025-02-28,Premium Support,4,5,0
A00955,2025-02-28,Automation,7,8,1
A00956,2025-02-28,Analytics,10,27,0
A00957,2025-02-28,Analytics,10,16,0
A00958,2025-02-28,Automation,9,19,0
A00959,2025-02-28,API,5,23,0
A00960,2025-02-28,API,6,11,0
A00961,2025-02-28,API,4,9,0
A00962,2025-02-28,Premium Support,8,27,0
A00963,2025-02-28,API,4,15,0
A00964,2025-02-28,Automation,13,6,0
A00965,2025-02-28,Premium Support,7,24,0
A00966,2025-02-28,Analytics,7,21,0
A00967,2025-02-28,Automation,4,11,1
A00968,2025-02-28,Premium Support,6,7,0
A00969,2025-02-28,Analytics,7,18,0
A00970,2025-02-28,Analytics,7,15,0
A00971,2025-02-28,Core,11,6,1
A00972,2025-02-28,Automation,8,1,0
A00973,2025-02-28,Automation,5,22,0
A00974,2025-02-28,Automation,6,23,0
A00975,2025-02-28,Analytics,6,25,0
A00976,2025-02-28,Automation,6,10,0
A00977,2025-02-28,Core,4,19,0
A00978,2025-02-28,Automation,4,16,2
A00979,2025-02-28,API,6,7,0
A00980,2025-02-28,Premium Support,9,25,1
A00981,2025-02-28,Premium Support,6,9,1
A00982,2025-02-28,API,12,0,0
A00983,2025-02-28,Automation,9,4,0
A00984,2025-02-28,Premium Support,8,27,0
A00985,2025-02-28,Analytics,8,1,0
A00986,2025-02-28,Core,9,14,0
A00987,2025-02-28,API,8,13,0
A00988,2025-02-28,Analytics,7,21,0
A00989,2025-02-28,Automation,8,22,0
A00990,2025-02-28,Automation,7,13,1
A00991,2025-02-28,API,9,17,0
A00992,2025-02-28,Analytics,13,22,0
A00993,2025-02-28,API,10,22,0
A00994,2025-02-28,API,9,24,1
A00995,2025-02-28,Core,7,19,1
A00996,2025-02-28,Automation,9,10,0
A00997,2025-02-28,Analytics,3,15,0
A00998,2025-02-28,API,8,20,2
A00999,2025-02-28,Premium Support,6,8,0
A01000,2025-02-28,Core,10,27,0
A01001,2025-02-28,API,6,12,0
A01002,2025-02-28,Core,3,21,0
A01003,2025-02-28,API,4,14,2
A01004,2025-02-28,Analytics,13,26,0
A01005,2025-02-28,Premium Support,8,18,0
A01006,2025-02-28,Analytics,11,20,2
A01007,2025-02-28,Automation,8,21,1
A01008,2025-02-28,Core,4,9,0
A01009,2025-02-28,API,5,9,1
A01010,2025-02-28,Premium Support,8,23,1
A01011,2025-02-28,Automation,6,12,0
A01012,2025-02-28,Analytics,8,18,0
A01013,2025-02-28,Premium Support,5,14,1
A01014,2025-02-28,Premium Support,7,0,0
A01015,2025-02-28,API,11,13,0
A01016,2025-02-28,Premium Support,9,4,0
A01017,2025-02-28,Core,7,2,0
A01018,2025-02-28,Analytics,7,7,0
A01019,2025-02-28,Premium Support,11,8,0
A01020,2025-02-28,Premium Support,9,20,1
A01021,2025-02-28,Premium Support,6,7,2
A01022,2025-02-28,Core,10,22,1
A01023,2025-02-28,Analytics,8,5,0
A01024,2025-02-28,Automation,4,23,0
A01025,2025-02-28,Core,15,14,0
A01026,2025-02-28,Premium Support,10,1,0
A01027,2025-02-28,Premium Support,7,3,0
A01028,2025-02-28,Premium Support,7,2,2
A01029,2025-02-28,Premium Support,6,11,0
A01030,2025-02-28,Analytics,9,8,2
A01031,2025-02-28,Premium Support,7,1,0
A01032,2025-02-28,Analytics,4,19,1
A01033,2025-02-28,Core,10,23,0
A01034,2025-02-28,Analytics,6,23,0
A01035,2025-02-28,Automation,11,4,0
A01036,2025-02-28,Premium Support,8,24,0
A01037,2025-02-28,Automation,6,11,0
A01038,2025-02-28,Analytics,11,5,0
A01039,2025-02-28,Automation,9,3,1
A01040,2025-02-28,API,5,21,1
A01041,2025-02-28,API,10,7,0
A01042,2025-02-28,Analytics,14,17,1
A01043,2025-02-28,Core,9,15,0
A01044,2025-02-28,Analytics,7,25,0
A01045,2025-02-28,Premium Support,2,20,0
A01046,2025-02-28,API,10,21,1
A01047,2025-02-28,Core,7,13,0
A01048,2025-02-28,Analytics,6,14,0
A01049,2025-02-28,API,15,4,0
A01050,2025-02-28,API,6,21,1
A01051,2025-02-28,Automation,2,21,0
A01052,2025-02-28,API,8,8,0
A01053,2025-02-28,Core,6,3,0
A01054,2025-02-28,API,6,22,0
A01055,2025-02-28,Core,7,21,0
A01056,2025-02-28,API,6,21,0
A01057,2025-02-28,API,11,0,0
A01058,2025-02-28,Analytics,6,23,0
A01059,2025-02-28,Automation,5,10,0
A01060,2025-02-28,Automation,5,6,0
A01061,2025-02-28,Analytics,11,14,0
A01062,2025-02-28,API,9,23,0
A01063,2025-02-28,API,6,22,1
A01064,2025-02-28,API,10,4,0
A01065,2025-02-28,API,9,27,0
A01066,2025-02-28,Analytics,5,21,0
A01067,2025-02-28,Core,7,26,0
A01068,2025-02-28,Core,9,26,0
A01069,2025-02-28,Core,11,14,0
A01070,2025-02-28,Premium Support,11,1,0
A01071,2025-02-28,Core,6,2,0
A01072,2025-02-28,Premium Support,8,17,0
A01073,2025-02-28,Premium Support,7,2,2
A01074,2025-02-28,Analytics,5,18,0
A01075,2025-02-28,API,6,2,0
A01076,2025-02-28,Analytics,4,22,1
A01077,2025-02-28,Analytics,5,7,0
A01078,2025-02-28,Analytics,8,2,1
A01079,2025-02-28,Analytics,7,9,1
A01080,2025-02-28,Automation,8,25,0
A01081,2025-02-28,API,7,15,0
A01082,2025-02-28,Core,7,27,1
A01083,2025-02-28,Analytics,5,7,0
A01084,2025-02-28,Premium Support,3,18,1
A01085,2025-02-28,Premium Support,5,5,0
A01086,2025-02-28,Core,4,12,0
A01087,2025-02-28,API,4,10,0
A01088,2025-02-28,Premium Support,7,17,0
A01089,2025-02-28,Core,8,18,1
A01090,2025-02-28,Core,10,1,0
A01091,2025-02-28,Analytics,12,19,0
A01092,2025-02-28,Analytics,8,21,0
A01093,2025-02-28,Premium Support,8,10,0
A01094,2025-02-28,Analytics,14,1,0
A01095,2025-02-28,Analytics,6,11,2
A01096,2025-02-28,Analytics,7,9,0
A01097,2025-02-28,Analytics,10,22,0
A01098,2025-02-28,Premium Support,7,3,0
A01099,2025-02-28,Core,10,8,0
A01100,2025-02-28,API,8,20,1
A01101,2025-02-28,Automation,3,26,0
A01102,2025-02-28,Core,9,16,0
A01103,2025-02-28,Core,12,0,0
A01104,2025-02-28,Premium Support,12,19,0
A01105,2025-02-28,Analytics,2,0,0
A01106,2025-02-28,Analytics,5,1,3
A01107,2025-02-28,Analytics,9,18,0
A01108,2025-02-28,Core,5,10,0
A01109,2025-02-28,Core,11,0,1
A01110,2025-02-28,Core,11,11,0
A01111,2025-02-28,API,8,10,0
A01112,2025-02-28,API,10,16,1
A01113,2025-02-28,Analytics,12,26,1
A01114,2025-02-28,Premium Support,6,2,0
A01115,2025-02-28,Analytics,6,18,1
A01116,2025-02-28,Core,8,18,0
A01117,2025-02-28,Core,5,27,0
A01118,2025-02-28,Automation,14,11,0
A01119,2025-02-28,API,7,4,0
A01120,2025-02-28,Analytics,11,25,0
A01121,2025-02-28,Analytics,10,1,1
A01122,2025-02-28,Analytics,4,12,0
A01123,2025-02-28,API,4,18,0
A01124,2025-02-28,Automation,13,2,0
A01125,2025-02-28,Automation,9,8,0
A01126,2025-02-28,Automation,7,2,0
A01127,2025-02-28,Core,7,23,1
A01128,2025-02-28,API,5,7,0
A01129,2025-02-28,Automation,9,16,1
A01130,2025-02-28,Analytics,6,6,0
A01131,2025-02-28,API,11,19,1
A01132,2025-02-28,Core,7,22,1
A01133,2025-02-28,Premium Support,12,1,1
A01134,2025-02-28,Automation,3,20,0
A01135,2025-02-28,Automation,10,18,0
A01136,2025-02-28,API,4,2,1
A01137,2025-02-28,Automation,10,7,0
A01138,2025-02-28,API,9,23,1
A01139,2025-02-28,Premium Support,5,12,0
A01140,2025-02-28,Analytics,5,2,0
A01141,2025-02-28,Premium Support,6,17,1
A01142,2025-02-28,Automation,5,21,1
A01143,2025-02-28,Premium Support,10,12,0
A01144,2025-02-28,Core,6,3,0
A01145,2025-02-28,API,13,3,1
A01146,2025-02-28,Automation,6,10,1
A01147,2025-02-28,Automation,9,13,0
A01148,2025-02-28,Automation,9,21,1
A01149,2025-02-28,Automation,6,19,0
A01150,2025-02-28,Analytics,7,7,1
A01151,2025-02-28,Premium Support,8,19,0
A01152,2025-02-28,API,4,3,0
A01153,2025-02-28,Premium Support,12,5,0
A01154,2025-02-28,API,6,22,1
A01155,2025-02-28,API,4,25,0
A01156,2025-02-28,API,14,19,2
A01157,2025-02-28,Premium Support,9,12,0
A01158,2025-02-28,Premium Support,5,24,0
A01159,2025-02-28,API,15,9,1
A01160,2025-02-28,API,14,17,0
A01161,2025-02-28,Core,7,19,0
A01162,2025-02-28,Core,7,2,2
A01163,2025-02-28,Automation,7,26,0
A01164,2025-02-28,Analytics,9,17,0
A01165,2025-02-28,API,4,6,0
A01166,2025-02-28,Automation,6,23,0
A01167,2025-02-28,Analytics,10,10,1
A01168,2025-02-28,Analytics,7,2,0
A01169,2025-02-28,Core,5,18,1
A01170,2025-02-28,Automation,11,3,0
A01171,2025-02-28,API,12,16,2
A01172,2025-02-28,Core,7,18,0
A01173,2025-02-28,API,5,4,1
A01174,2025-02-28,Core,9,22,0
A01175,2025-02-28,Automation,5,12,0
A01176,2025-02-28,Analytics,9,9,1
A01177,2025-02-28,Analytics,8,2,0
A01178,2025-02-28,Premium Support,9,20,1
A01179,2025-02-28,Automation,7,4,0
A01180,2025-02-28,Automation,10,4,1
A01181,2025-02-28,Automation,10,7,0
A01182,2025-02-28,API,12,12,1
A01183,2025-02-28,Core,8,24,0
A01184,2025-02-28,Analytics,8,20,0
A01185,2025-02-28,Premium Support,11,20,0
A01186,2025-02-28,Premium Support,7,5,0
A01187,2025-02-28,Automation,12,18,0
A01188,2025-02-28,Premium Support,7,9,0
A01189,2025-02-28,Premium Support,5,13,0
A01190,2025-02-28,Analytics,9,17,1
A01191,2025-02-28,Automation,10,4,0
A01192,2025-02-28,Automation,11,9,0
A01193,2025-02-28,Core,9,11,1
A01194,2025-02-28,Premium Support,7,24,0
A01195,2025-02-28,API,7,27,0
A01196,2025-02-28,Analytics,7,26,1
A01197,2025-02-28,API,7,14,0
A01198,2025-02-28,Analytics,10,17,0
A01199,2025-02-28,Analytics,3,20,0
A01200,2025-02-28,API,6,21,0
A01201,2025-02-28,Premium Support,8,18,0
A01202,2025-02-28,API,5,25,0
A01203,2025-02-28,Analytics,9,10,0
A01204,2025-02-28,Automation,8,19,1
A01205,2025-02-28,Analytics,10,17,0
A01206,2025-02-28,API,6,21,0
A01207,2025-02-28,Analytics,6,26,2
A01208,2025-02-28,Analytics,4,2,1
A01209,2025-02-28,Analytics,4,23,0
A01210,2025-02-28,Analytics,8,23,0
A01211,2025-02-28,Premium Support,2,24,0
A01212,2025-02-28,Automation,10,7,1
A01213,2025-02-28,Automation,7,16,0
A01214,2025-02-28,Core,7,1,0
A01215,2025-02-28,Core,7,1,1
A01216,2025-02-28,Analytics,6,16,1
A01217,2025-02-28,Premium Support,7,27,2
A01218,2025-02-28,Core,9,6,0
A01219,2025-02-28,Automation,8,22,0
A01220,2025-02-28,Premium Support,7,2,0
A01221,2025-02-28,Analytics,11,1,1
A01222,2025-02-28,Core,7,17,0
A01223,2025-02-28,Core,8,7,0
A01224,2025-02-28,Core,10,2,1
A01225,2025-02-28,Premium Support,8,25,1
A01226,2025-02-28,Automation,8,24,0
A01227,2025-02-28,Automation,7,0,0
A01228,2025-02-28,Core,7,27,0
A01229,2025-02-28,Premium Support,4,0,0
A01230,2025-02-28,Automation,11,20,0
A01231,2025-02-28,Premium Support,7,21,0
A01232,2025-02-28,Analytics,2,8,0
A01233,2025-02-28,Core,8,3,0
A01234,2025-02-28,Premium Support,8,15,1
A01235,2025-02-28,Core,10,24,1
A01236,2025-02-28,Core,8,0,0
A01237,2025-02-28,Core,9,23,0
A01238,2025-02-28,Core,6,17,0
A01239,2025-02-28,API,6,27,0
A01240,2025-02-28,Analytics,9,7,1
A01241,2025-02-28,Premium Support,8,18,0
A01242,2025-02-28,Premium Support,10,12,1
A01243,2025-02-28,Core,5,17,0
A01244,2025-02-28,Premium Support,6,5,0
A01245,2025-02-28,Core,7,13,0
A01246,2025-02-28,Analytics,14,27,1
A01247,2025-02-28,Automation,12,23,0
A01248,2025-02-28,Analytics,10,5,0
A01249,2025-02-28,Core,10,1,0
A01250,2025-02-28,Core,8,11,0
A01251,2025-02-28,Automation,8,6,0
A01252,2025-02-28,Analytics,12,7,2
A01253,2025-02-28,Analytics,9,5,1
A01254,2025-02-28,Analytics,12,15,0
A01255,2025-02-28,Premium Support,7,2,0
A01256,2025-02-28,Premium Support,11,25,1
A01257,2025-02-28,Premium Support,11,0,0
A01258,2025-02-28,Core,6,4,0
A01259,2025-02-28,Analytics,9,15,1
A01260,2025-02-28,Premium Support,6,3,0
A01261,2025-02-28,API,8,14,1
A01262,2025-02-28,Core,6,2,1
A01263,2025-02-28,Analytics,4,24,1
A01264,2025-02-28,Premium Support,5,16,0
A01265,2025-02-28,Premium Support,5,8,0
A01266,2025-02-28,API,9,16,0
A01267,2025-02-28,Core,8,15,0
A01268,2025-02-28,Core,10,22,0
A01269,2025-02-28,Analytics,12,20,0
A01270,2025-02-28,Automation,4,23,0
A01271,2025-02-28,Premium Support,10,24,0
A01272,2025-02-28,Analytics,14,2,0
A01273,2025-02-28,Premium Support,8,21,0
A01274,2025-02-28,Premium Support,5,25,0
A01275,2025-02-28,Premium Support,13,5,1
A01276,2025-02-28,Automation,13,23,1
A01277,2025-02-28,API,6,17,1
A01278,2025-02-28,Premium Support,10,18,0
A01279,2025-02-28,Automation,8,19,1
A01280,2025-02-28,Premium Support,10,9,1
A01281,2025-02-28,API,5,25,0
A01282,2025-02-28,Analytics,8,20,0
A01283,2025-02-28,API,8,12,0
A01284,2025-02-28,API,12,17,1
A01285,2025-02-28,Analytics,5,26,0
A01286,2025-02-28,Automation,7,9,0
A01287,2025-02-28,Automation,12,25,2
A01288,2025-02-28,Analytics,6,0,0
A01289,2025-02-28,Analytics,11,22,0
A01290,2025-02-28,API,3,16,0
A01291,2025-02-28,Analytics,8,19,1
A01292,2025-02-28,Analytics,6,16,0
A01293,2025-02-28,Analytics,10,13,0
A01294,2025-02-28,Automation,4,4,0
A01295,2025-02-28,API,7,6,0
A01296,2025-02-28,Analytics,10,25,2
A01297,2025-02-28,Core,7,11,0
A01298,2025-02-28,Core,5,4,0
A01299,2025-02-28,Automation,8,3,1
A01300,2025-02-28,Premium Support,11,8,0
A01301,2025-02-28,Analytics,9,20,0
A01302,2025-02-28,Premium Support,8,10,1
A01303,2025-02-28,Automation,11,12,0
A01304,2025-02-28,Analytics,8,19,0
A01305,2025-02-28,API,6,16,0
A01306,2025-02-28,Core,9,2,0
A01307,2025-02-28,Analytics,11,10,0
A01308,2025-02-28,Automation,8,19,0
A01309,2025-02-28,Premium Support,10,19,0
A01310,2025-02-28,Analytics,11,11,0
A01311,2025-02-28,Premium Support,6,6,0
A01312,2025-02-28,Automation,11,5,0
A01313,2025-02-28,Analytics,7,2,0
A01314,2025-02-28,Automation,6,3,0
A01315,2025-02-28,Premium Support,11,27,1
A01316,2025-02-28,Analytics,9,11,0
A01317,2025-02-28,Core,8,8,1
A01318,2025-02-28,Analytics,8,12,0
A01319,2025-02-28,Automation,8,14,0
A01320,2025-02-28,Core,9,3,0
A01321,2025-02-28,Analytics,10,25,0
A01322,2025-02-28,Analytics,9,13,0
A01323,2025-02-28,Core,10,15,0
A01324,2025-02-28,API,7,14,0
A01325,2025-02-28,Premium Support,7,26,1
A01326,2025-02-28,Core,9,27,0
A01327,2025-02-28,Premium Support,7,3,0
A01328,2025-02-28,Premium Support,11,19,0
A01329,2025-02-28,Premium Support,6,4,0
A01330,2025-02-28,Automation,8,0,0
A01331,2025-02-28,API,9,15,0
A01332,2025-02-28,Analytics,9,13,0
A01333,2025-02-28,Premium Support,16,13,1
A01334,2025-02-28,API,11,0,0
A01335,2025-02-28,API,8,18,0
A01336,2025-02-28,Analytics,4,14,0
A01337,2025-02-28,Analytics,5,1,0
A01338,2025-02-28,Analytics,9,9,0
A01339,2025-02-28,Automation,10,3,0
A01340,2025-02-28,API,8,25,2
A01341,2025-02-28,Analytics,5,20,1
A01342,2025-02-28,Core,11,13,1
A01343,2025-02-28,API,8,2,0
A01344,2025-02-28,Analytics,7,23,0
A01345,2025-02-28,Analytics,6,9,0
A01346,2025-02-28,Core,5,16,0
A01347,2025-02-28,Premium Support,11,20,0
A01348,2025-02-28,Core,10,11,0
A01349,2025-02-28,Core,11,27,0
A01350,2025-02-28,Automation,10,6,0
A01351,2025-02-28,Analytics,9,9,0
A01352,2025-02-28,Premium Support,12,5,0
A01353,2025-02-28,API,5,9,0
A01354,2025-02-28,Automation,5,22,0
A01355,2025-02-28,Premium Support,9,13,0
A01356,2025-02-28,Premium Support,5,24,0
A01357,2025-02-28,Premium Support,6,24,0
A01358,2025-02-28,API,12,9,1
A01359,2025-02-28,Premium Support,5,22,1
A01360,2025-02-28,Analytics,15,13,0
A01361,2025-02-28,Premium Support,10,11,0
A01362,2025-02-28,Premium Support,8,8,0
A01363,2025-02-28,Analytics,9,1,1
A01364,2025-02-28,Core,7,12,0
A01365,2025-02-28,Automation,13,18,0
A01366,2025-02-28,Core,11,24,0
A01367,2025-02-28,Core,10,11,0
A01368,2025-02-28,Premium Support,12,3,0
A01369,2025-02-28,API,8,13,1
A01370,2025-02-28,Automation,12,8,0
A01371,2025-02-28,Premium Support,8,25,3
A01372,2025-02-28,Premium Support,7,19,1
A01373,2025-02-28,Premium Support,6,25,1
A01374,2025-02-28,Core,7,8,0
A01375,2025-02-28,Analytics,8,12,0
A01376,2025-02-28,Automation,6,2,1
A01377,2025-02-28,Core,15,3,2
A01378,2025-02-28,Analytics,8,10,0
A01379,2025-02-28,API,9,11,0
A01380,2025-02-28,Analytics,11,18,1
A01381,2025-02-28,Core,9,6,0
A01382,2025-02-28,Premium Support,4,27,0
A01383,2025-02-28,API,4,21,0
A01384,2025-02-28,API,10,24,0
A01385,2025-02-28,Automation,8,8,0
A01386,2025-02-28,Automation,8,15,0
A01387,2025-02-28,API,3,14,0
A01388,2025-02-28,Premium Support,6,21,0
A01389,2025-02-28,Analytics,9,23,0
A01390,2025-02-28,Premium Support,8,15,1
A01391,2025-02-28,Premium Support,7,27,0
A01392,2025-02-28,Core,10,13,0
A01393,2025-02-28,Automation,13,7,0
A01394,2025-02-28,Core,6,4,0
A01395,2025-02-28,API,3,10,2
A01396,2025-02-28,Premium Support,8,8,0
A01397,2025-02-28,Core,10,5,0
A01398,2025-02-28,API,7,12,3
A01399,2025-02-28,Automation,4,7,1
A01400,2025-02-28,API,13,27,0
A01401,2025-02-28,Core,6,8,0
A01402,2025-02-28,Core,7,17,0
A01403,2025-02-28,API,7,21,0
A01404,2025-02-28,Core,9,26,0
A01405,2025-02-28,Core,5,19,0
A01406,2025-02-28,Premium Support,8,7,0
A01407,2025-02-28,API,3,15,0
A01408,2025-02-28,API,6,1,0
A01409,2025-02-28,Core,17,7,0
A01410,2025-02-28,Automation,10,27,0
A01411,2025-02-28,API,4,0,0
A01412,2025-02-28,Analytics,4,9,1
A01413,2025-02-28,Automation,11,1,3
A01414,2025-02-28,Analytics,7,14,1
A01415,2025-02-28,API,10,21,1
A01416,2025-02-28,API,8,1,0
A01417,2025-02-28,Analytics,4,3,0
A01418,2025-02-28,Premium Support,4,24,1
A01419,2025-02-28,Automation,14,7,0
A01420,2025-02-28,Analytics,7,0,0
A01421,2025-02-28,Core,9,2,2
A01422,2025-02-28,Analytics,7,25,0
A01423,2025-02-28,API,13,25,0
A01424,2025-02-28,API,8,4,0
A01425,2025-02-28,API,10,7,0
A01426,2025-02-28,Core,12,5,0
A01427,2025-02-28,Automation,6,13,0
A01428,2025-02-28,Analytics,6,23,1
A01429,2025-02-28,Analytics,4,21,0
A01430,2025-02-28,API,8,10,0
A01431,2025-02-28,Premium Support,5,19,0
A01432,2025-02-28,Core,6,7,0
A01433,2025-02-28,Premium Support,13,25,0
A01434,2025-02-28,Automation,11,16,0
A01435,2025-02-28,API,10,25,0
A01436,2025-02-28,Core,9,7,0
A01437,2025-02-28,Automation,9,26,0
A01438,2025-02-28,Automation,3,8,0
A01439,2025-02-28,API,10,19,0
A01440,2025-02-28,Premium Support,11,1,0
A01441,2025-02-28,Premium Support,10,6,0
A01442,2025-02-28,Premium Support,9,15,0
A01443,2025-02-28,Analytics,10,14,0
A01444,2025-02-28,Automation,8,3,0
A01445,2025-02-28,Core,6,0,0
A01446,2025-02-28,API,13,23,1
A01447,2025-02-28,Core,8,6,0
A01448,2025-02-28,Analytics,6,21,0
A01449,2025-02-28,Automation,6,4,0
A01450,2025-02-28,API,14,7,0
A01451,2025-02-28,Premium Support,6,0,0
A01452,2025-02-28,Core,5,14,1
A01453,2025-02-28,Premium Support,9,14,1
A01454,2025-02-28,Automation,12,16,0
A01455,2025-02-28,API,9,20,0
A01456,2025-02-28,Core,8,18,0
A01457,2025-02-28,Core,8,5,0
A01458,2025-02-28,API,7,11,1
A01459,2025-02-28,API,6,2,2
A01460,2025-02-28,API,7,18,1
A01461,2025-02-28,Analytics,10,11,1
A01462,2025-02-28,Automation,7,4,0
A01463,2025-02-28,Automation,7,24,0
A01464,2025-02-28,Analytics,7,13,2
A01465,2025-02-28,Analytics,8,1,0
A01466,2025-02-28,API,9,2,0
A01467,2025-02-28,Automation,3,8,1
A01468,2025-02-28,API,5,26,0
A01469,2025-02-28,Core,3,2,0
A01470,2025-02-28,Premium Support,10,11,2
A01471,2025-02-28,Analytics,12,11,0
A01472,2025-02-28,Automation,12,17,1
A01473,2025-02-28,Core,6,16,0
A01474,2025-02-28,Analytics,4,13,1
A01475,2025-02-28,API,2,22,1
A01476,2025-02-28,Premium Support,4,0,0
A01477,2025-02-28,API,8,11,1
A01478,2025-02-28,Core,8,1,2
A01479,2025-02-28,Premium Support,10,8,0
A01480,2025-02-28,Analytics,9,7,1
A01481,2025-02-28,Analytics,4,24,1
A01482,2025-02-28,Core,7,18,0
A01483,2025-02-28,Automation,11,6,0
A01484,2025-02-28,API,19,17,0
A01485,2025-02-28,Analytics,6,23,0
A01486,2025-02-28,Automation,7,5,1
A01487,2025-02-28,Core,10,15,0
A01488,2025-02-28,API,8,13,0
A01489,2025-02-28,Automation,11,25,0
A01490,2025-02-28,Premium Support,7,10,0
A01491,2025-02-28,Automation,8,19,1
A01492,2025-02-28,API,10,15,1
A01493,2025-02-28,Core,6,9,0
A01494,2025-02-28,Analytics,6,9,0
A01495,2025-02-28,API,13,24,0
A01496,2025-02-28,API,9,25,0
A01497,2025-02-28,API,8,7,0
A01498,2025-02-28,Automation,8,13,0
A01499,2025-02-28,Premium Support,6,3,0
A01500,2025-02-28,API,6,11,0
A01501,2025-02-28,Core,8,24,0
A01502,2025-02-28,API,8,19,1
A01503,2025-02-28,Analytics,7,13,1
A01504,2025-02-28,API,7,21,0
A01505,2025-02-28,API,8,15,0
A01506,2025-02-28,API,8,12,0
A01507,2025-02-28,API,10,0,0
A01508,2025-02-28,Analytics,4,3,0
A01509,2025-02-28,Core,4,15,0
A01510,2025-02-28,Premium Support,7,2,0
A01511,2025-02-28,API,12,0,0
A01512,2025-02-28,Analytics,8,9,0
A01513,2025-02-28,Premium Support,9,15,1
A01514,2025-02-28,Core,10,20,0
A01515,2025-02-28,Analytics,15,27,0
A01516,2025-02-28,Automation,4,18,0
A01517,2025-02-28,API,10,27,0
A01518,2025-02-28,Premium Support,10,8,0
A01519,2025-02-28,Analytics,10,18,2
A01520,2025-02-28,Automation,12,0,0
A01521,2025-02-28,API,7,3,0
A01522,2025-02-28,API,10,17,0
A01523,2025-02-28,API,7,8,1
A01524,2025-02-28,Premium Support,12,15,0
A01525,2025-02-28,Automation,8,26,0
A01526,2025-02-28,Analytics,4,21,1
A01527,2025-02-28,API,12,9,0
A01528,2025-02-28,API,11,19,0
A01529,2025-02-28,Automation,9,25,0
A01530,2025-02-28,API,7,6,0
A01531,2025-02-28,API,3,15,1
A01532,2025-02-28,API,10,20,0
A01533,2025-02-28,Analytics,6,18,0
A01534,2025-02-28,API,4,13,0
A01535,2025-02-28,Premium Support,9,12,1
A01536,2025-02-28,Premium Support,12,16,0
A01537,2025-02-28,Core,6,13,0
A01538,2025-02-28,Analytics,4,9,0
A01539,2025-02-28,Automation,8,24,0
A01540,2025-02-28,Core,6,22,2
A01541,2025-02-28,Automation,11,17,0
A01542,2025-02-28,API,5,5,0
A01543,2025-02-28,Core,10,14,1
A01544,2025-02-28,API,8,5,2
A01545,2025-02-28,API,9,4,0
A01546,2025-02-28,Automation,4,6,0
A01547,2025-02-28,Premium Support,6,4,1
A01548,2025-02-28,Premium Support,4,22,1
A01549,2025-02-28,API,15,14,0
A01550,2025-02-28,Automation,7,20,0
A01551,2025-02-28,Automation,4,27,0
A01552,2025-02-28,Premium Support,6,7,1
A01553,2025-02-28,Automation,8,5,1
A01554,2025-02-28,Analytics,9,4,0
A01555,2025-02-28,Analytics,7,0,0
A01556,2025-02-28,Analytics,8,0,0
A01557,2025-02-28,Core,11,16,0
A01558,2025-02-28,Analytics,5,19,1
A01559,2025-02-28,API,8,8,0
A01560,2025-02-28,Automation,6,15,0
A01561,2025-02-28,Analytics,6,5,1
A01562,2025-02-28,Core,8,19,0
A01563,2025-02-28,Core,6,19,0
A01564,2025-02-28,Core,10,19,0
A01565,2025-02-28,API,6,14,2
A01566,2025-02-28,API,7,23,0
A01567,2025-02-28,Analytics,8,2,1
A01568,2025-02-28,Analytics,9,11,0
A01569,2025-02-28,API,9,1,0
A01570,2025-02-28,Automation,8,23,0
A01571,2025-02-28,Core,5,2,0
A01572,2025-02-28,Premium Support,5,12,0
A01573,2025-02-28,Analytics,15,5,1
A01574,2025-02-28,Core,10,19,0
A01575,2025-02-28,Core,7,11,0
A01576,2025-02-28,API,10,15,0
A01577,2025-02-28,API,12,26,0
A01578,2025-02-28,Core,5,25,0
A01579,2025-02-28,API,7,11,1
A01580,2025-02-28,Analytics,9,10,0
A01581,2025-02-28,Premium Support,7,8,0
A01582,2025-02-28,Analytics,4,19,0
A01583,2025-02-28,Premium Support,7,27,0
A01584,2025-02-28,API,5,16,0
A01585,2025-02-28,Premium Support,11,15,0
A01586,2025-02-28,API,6,27,0
A01587,2025-02-28,Core,13,5,0
A01588,2025-02-28,Automation,9,2,0
A01589,2025-02-28,API,4,2,1
A01590,2025-02-28,Premium Support,4,16,1
A01591,2025-02-28,Analytics,9,25,0
A01592,2025-02-28,Core,12,6,0
A01593,2025-02-28,Core,6,20,0
A01594,2025-02-28,Automation,5,24,1
A01595,2025-02-28,Analytics,5,25,0
A01596,2025-02-28,Automation,9,22,1
A01597,2025-02-28,Core,10,10,0
A01598,2025-02-28,Core,8,18,0
A01599,2025-02-28,Automation,12,15,0
A01600,2025-02-28,Analytics,9,13,0
A01601,2025-02-28,API,10,19,0
A01602,2025-02-28,Core,10,19,1
A01603,2025-02-28,Core,9,22,0
A01604,2025-02-28,Core,12,15,0
A01605,2025-02-28,Analytics,11,18,0
A01606,2025-02-28,Analytics,5,8,0
A01607,2025-02-28,Analytics,7,13,0
A01608,2025-02-28,Analytics,7,22,0
A01609,2025-02-28,API,6,21,0
A01610,2025-02-28,Premium Support,5,14,0
A01611,2025-02-28,Core,5,15,0
A01612,2025-02-28,Premium Support,12,7,0
A01613,2025-02-28,API,9,10,1
