"account_id","account_name","industry","customer_type","contract_length_months","region","client_tenure_months","deal_value_usd","deal_status"
"A00521","Johnson and Sons","FinTech","New","20","Asia","22","15161.94","Closed -Won"
"A00522","Holmes-Mcintyre","HealthTech","New","24","Asia","9","9082.98","Closed -Lost"
"A00523","Green LLC","Logistics","Expansion","23","Europe","12","17350.3","Closed -Won"
"A00524","Griffin, Davies and Mitchell","CyberSecurity","Expansion","6","Asia","49","16717.09","Closed -Won"
"A00525","Gonzalez-Taylor","MarTech","New","14","Asia","19","12946.42","On -Hold"
"A00526","Hayes Ltd","Logistics","Expansion","25","LATAM","19","20493.57","Negotiation"
"A00527","Osborn-Cochran","HealthTech","New","26","North America","55","14676.37","Closed -Won"
"A00528","Contreras-Mckinney","HealthTech","Expansion","28","North America","9","15542.98","Negotiation"
"A00529","Daniels, Vance and York","MarTech","New","35","Asia","55","8752.08","Closed -Won"
"A00530","Mckinney, Graves and Thompson","SMB SaaS","New","26","LATAM","55","11869.24","Closed -Won"
"A00531","Hicks-Martinez","E -Commerce","Expansion","23","North America","36","12396.44","Closed -Won"
"A00532","Conner and Sons","Logistics","New","15","North America","10","18128.06","Closed -Won"
"A00533","Johnson-Spencer","HealthTech","New","17","Asia","10","18854.71","Closed -Won"
"A00534","Mcdonald-Bird","Logistics","New","30","Europe","17","12719.24","Negotiation"
"A00535","Salazar Inc","FinTech","New","20","Europe","35","15681.33","Negotiation"
"A00536","Parker Ltd","HealthTech","New","27","LATAM","10","18427.05","Closed -Won"
"A00537","Mendoza, Jenkins and Ortiz","E -Commerce","New","9","Europe","27","13640.13","Closed -Won"
"A00538","Jones, Compton and Day","FinTech","Expansion","9","Asia","7","9151.33","Closed -Won"
"A00539","Owens-Holmes","Logistics","New","12","LATAM","32","17843.55","Closed -Won"
"A00540","Humphrey PLC","Logistics","New","11","Europe","2","16699.48","Closed -Lost"
"A00541","Matthews, Saunders and Anderson","E -Commerce","New","24","Europe","42","16164.29","Closed -Won"
"A00542","Bartlett, Brown and Martinez","EdTech","Expansion","25","Asia","4","18838.45","Closed -Won"
"A00543","Torres and Sons","FinTech","New","22","LATAM","12","19167.49","Closed -Won"
"A00544","Donovan-Perez","E -Commerce","New","14","Asia","11","17484.62","Closed -Won"
"A00545","Jacobson, Singleton and King","E -Commerce","New","23","Europe","50","10316.15","Closed -Won"
"A00546","Huber, Hill and Weber","Logistics","New","9","North America","4","8948.93","Closed -Won"
"A00547","Ferguson, Shaw and Jackson","E -Commerce","Expansion","20","Asia","26","16402.06","Closed -Won"
"A00548","Moore, Hopkins and Le","HealthTech","New","10","North America","35","15261.25","Closed -Won"
"A00549","Morgan, Bradshaw and Williams","FinTech","Expansion","8","Asia","31","15561.36","Closed -Won"
"A00550","Miller Ltd","Logistics","New","10","LATAM","41","21763.63","Closed -Won"
"A00551","Baker, Clark and Armstrong","HealthTech","New","9","North America","48","18670.36","Closed -Won"
"A00552","Fowler, Jimenez and Burton","SMB SaaS","New","20","Asia","24","14263.09","Closed -Won"
"A00553","May-Turner","FinTech","New","22","North America","49","12055.36","Closed -Won"
"A00554","Ballard Ltd","CyberSecurity","New","24","Europe","19","17579.66","Closed -Lost"
"A00555","Evans-Jones","SMB SaaS","New","19","Europe","59","16849.75","Closed -Lost"
"A00556","Moore Group","MarTech","New","11","LATAM","30","14139.28","Closed -Won"
"A00557","Marshall-Peterson","FinTech","New","6","LATAM","44","4056.55","Closed -Won"
"A00558","Edwards Ltd","SMB SaaS","New","27","LATAM","52","11166.16","Closed -Lost"
"A00559","Gross-Valencia","HealthTech","New","35","Europe","47","18389.36","Closed -Won"
"A00560","Anderson-Wood","E -Commerce","New","14","LATAM","51","9831.04","Closed -Won"
"A00561","Rodriguez, Allen and Martinez","SMB SaaS","New","12","North America","32","17316.37","Closed -Lost"
"A00562","Wright-Davis","CyberSecurity","New","15","LATAM","3","16774.71","Closed -Won"
"A00563","Dougherty-Lin","FinTech","New","12","North America","30","11035.83","Closed -Won"
"A00564","Wright-Grimes","Logistics","New","12","North America","11","18599.59","Closed -Won"
"A00565","Li PLC","HealthTech","New","20","LATAM","53","14681.96","Negotiation"
"A00566","Edwards, Hines and Jimenez","CyberSecurity","New","29","North America","14","14406.2","Closed -Won"
"A00567","Owens, Koch and Jimenez","E -Commerce","New","27","Asia","14","10401.67","Closed -Won"
"A00568","Landry PLC","EdTech","New","34","North America","15","20190.41","Closed -Won"
"A00569","Levy-Lewis","MarTech","New","16","North America","38","10231.42","Closed -Won"
"A00570","Williams-Campbell","FinTech","New","20","Asia","34","10185.92","Negotiation"
"A00571","Khan, Pena and Ruiz","SMB SaaS","Expansion","17","North America","56","15566.06","Closed -Won"
"A00572","Smith, Rodriguez and Anderson","HealthTech","New","7","Asia","25","11078.62","Closed -Won"
"A00573","Luna-Gallagher","EdTech","Expansion","17","Europe","17","23271.94","Closed -Won"
"A00574","Williams-Williams","E -Commerce","New","13","Asia","3","11047.88","Closed -Won"
"A00575","Lee, Tran and Jones","CyberSecurity","New","20","Asia","1","18172.71","Closed -Won"
"A00576","Cole, Pierce and Bryan","E -Commerce","New","10","North America","23","21571.79","Closed -Won"
"A00577","Becker, Wilson and Hester","E -Commerce","New","28","Europe","55","17862.69","Negotiation"
"A00578","Brooks-Hatfield","E -Commerce","Expansion","31","LATAM","31","11979.04","Closed -Won"
"A00579","Mcmillan, Fischer and Gonzalez","Logistics","New","34","Asia","53","16373.5","Closed -Won"
"A00580","Morales, Williams and Williams","MarTech","Expansion","8","North America","6","20421.16","Negotiation"
"A00581","Cook, Wells and Bryant","Logistics","New","9","North America","6","9003.47","Closed -Won"
"A00582","Barry, Taylor and Velazquez","Logistics","Expansion","34","Europe","50","19390.35","On -Hold"
"A00583","Martin-Ewing","SMB SaaS","Expansion","31","North America","7","16964.39","Closed -Won"
"A00584","Kirby, Wheeler and Romero","SMB SaaS","New","23","Europe","4","22560.03","Closed -Won"
"A00585","Patel, Erickson and Evans","Logistics","New","15","North America","24","16713.47","Closed -Won"
"A00586","Richardson Ltd","HealthTech","New","21","Asia","55","15608.75","Closed -Won"
"A00587","Whitney PLC","Logistics","New","22","Asia","41","17735.15","Negotiation"
"A00588","Robles-Swanson","CyberSecurity","Expansion","31","North America","6","10040.21","Closed -Won"
"A00589","Soto, Carlson and Baker","EdTech","New","21","LATAM","50","11737.4","Closed -Won"
"A00590","Patton, Parsons and Lane","CyberSecurity","New","6","LATAM","50","15277.41","Closed -Won"
"A00591","Williams, Castillo and Warren","EdTech","New","26","LATAM","48","12905.25","Closed -Won"
"A00592","Harvey, Randall and Hernandez","E -Commerce","New","29","Asia","54","12553.89","Closed -Won"
"A00593","Allen, Armstrong and Graves","Logistics","Expansion","14","LATAM","15","23151.64","Closed -Won"
"A00594","Smith LLC","HealthTech","New","9","LATAM","58","22175.88","Negotiation"
"A00595","Hernandez-Vaughn","EdTech","Expansion","10","North America","19","4834.1","Closed -Won"
"A00596","Shaw-Carr","Logistics","Expansion","31","North America","48","15160.35","Negotiation"
"A00597","Salas-Fitzgerald","MarTech","New","19","LATAM","35","10232.96","Closed -Won"
"A00598","Thornton PLC","SMB SaaS","New","21","Asia","46","19602.49","Closed -Lost"
"A00599","Hoffman Ltd","FinTech","New","34","Europe","38","15890.24","Closed -Lost"
"A00600","Fox-Edwards","CyberSecurity","New","7","LATAM","38","20860.5","Closed -Won"
"A00601","Stevens PLC","Logistics","New","12","North America","37","11554.45","Closed -Won"
"A00602","Payne-Lowe","SMB SaaS","Expansion","30","Europe","46","11199.71","Closed -Won"
"A00603","Becker, Lara and Baker","HealthTech","New","22","Asia","44","14124.04","Closed -Won"
"A00604","Lee-Wright","SMB SaaS","Expansion","6","LATAM","8","12611.19","Closed -Won"
"A00605","Evans, David and Hendrix","MarTech","Expansion","27","North America","49","14630.41","Closed -Won"
"A00606","Bush-Vaughn","EdTech","Expansion","10","Asia","32","19747.85","On -Hold"
"A00607","Stewart-Bailey","EdTech","New","29","Asia","20","16869.4","Closed -Won"
"A00608","Hill, Martinez and Rhodes","CyberSecurity","New","29","Europe","31","13814.06","Closed -Won"
"A00609","Huang-Foster","CyberSecurity","New","30","Europe","58","15215.68","Closed -Won"
"A00610","Blevins-Ballard","MarTech","New","19","LATAM","51","8669.86","Closed -Won"
"A00611","Williams-Moses","FinTech","New","14","Asia","50","7188.33","Negotiation"
"A00612","Reed Group","SMB SaaS","New","32","Europe","28","19844.36","Closed -Won"
"A00613","Scott, Mendoza and Harris","HealthTech","New","22","North America","47","11954.6","Closed -Won"
"A00614","Nelson, Hoffman and Nelson","FinTech","New","25","North America","23","20735.5","Closed -Won"
"A00615","Gilbert PLC","E -Commerce","New","10","Asia","41","13774.06","Closed -Lost"
"A00616","Sanchez Ltd","MarTech","New","24","Asia","38","15537.19","Closed -Lost"
"A00617","Perez, Hall and Garcia","E -Commerce","New","23","Asia","15","18322.31","Negotiation"
"A00618","Love-Garcia","SMB SaaS","Expansion","14","North America","16","18790.33","Closed -Won"
"A00619","Smith PLC","FinTech","New","29","North America","4","12942.91","Closed -Won"
"A00620","Russell Group","EdTech","Expansion","10","Europe","9","15284.35","Closed -Won"
"A00621","Santos-Avila","E -Commerce","Expansion","27","North America","26","14927.23","Closed -Lost"
"A00622","Morris-Brewer","Logistics","New","34","Europe","29","16513.45","On -Hold"
"A00623","Pearson and Sons","E -Commerce","New","23","LATAM","10","15772.67","Closed -Won"
"A00624","Rodgers, Jefferson and Johnson","MarTech","New","9","Europe","25","12079.5","Closed -Won"
"A00625","Butler and Sons","E -Commerce","New","22","North America","36","15597.89","Closed -Won"
"A00626","Osborn Group","SMB SaaS","New","21","Europe","14","9146.71","Closed -Won"
"A00627","Lopez-Curry","MarTech","New","22","LATAM","20","15012.24","Closed -Won"
"A00628","Mcdowell-Smith","SMB SaaS","Expansion","14","LATAM","22","15473.61","Closed -Won"
"A00629","Morrison, Hebert and Rogers","Logistics","Expansion","24","Europe","30","11077.88","Negotiation"
"A00630","Hays-Daniels","EdTech","Expansion","13","Europe","22","13872.18","Closed -Won"
"A00631","Small-Anderson","HealthTech","New","22","LATAM","44","12946.21","Closed -Won"
"A00632","Mcdonald, Lee and Rodriguez","Logistics","New","23","North America","20","13022.01","Closed -Won"
"A00633","Simon Ltd","HealthTech","Expansion","25","Asia","26","18030.56","Closed -Won"
"A00634","Higgins-Smith","EdTech","New","29","Asia","23","16849.4","Closed -Won"
"A00635","Gibbs-Bradley","HealthTech","New","32","North America","11","18845.23","Closed -Won"
"A00636","Thompson Ltd","E -Commerce","New","29","Asia","41","23313.12","Closed -Won"
"A00637","Wilcox-Robertson","EdTech","New","29","North America","14","19389.47","Closed -Won"
"A00638","Morales Inc","CyberSecurity","New","32","Europe","18","8855.35","Closed -Lost"
"A00639","Holden Group","SMB SaaS","New","13","LATAM","47","12377.84","Negotiation"
"A00640","Boyle-Smith","Logistics","New","14","Europe","56","20368.33","Closed -Won"
"A00641","Young-Molina","SMB SaaS","New","21","North America","40","13420.41","Closed -Won"
"A00642","Turner-Sharp","FinTech","New","19","North America","55","13154.57","Negotiation"
"A00643","Green LLC","MarTech","New","27","LATAM","51","16336.52","Closed -Won"
"A00644","Young, Contreras and Marshall","HealthTech","New","6","North America","29","13861.33","Closed -Lost"
"A00645","Sullivan PLC","SMB SaaS","Expansion","10","Europe","46","21837.53","Closed -Won"
"A00646","Carrillo, Vaughn and Fowler","CyberSecurity","New","28","Europe","20","14354.58","Closed -Won"
"A00647","Richardson-Walker","EdTech","New","30","Asia","28","24647.25","Closed -Won"
"A00648","Mendoza Group","E -Commerce","Expansion","15","Asia","32","12759.87","Closed -Won"
"A00649","Zhang, Brooks and Miles","E -Commerce","New","15","Asia","57","12371.43","Closed -Won"
"A00650","Todd-Pham","MarTech","Expansion","22","LATAM","51","11658.97","Closed -Won"
"A00651","Gill Ltd","MarTech","New","20","LATAM","29","11852.07","Closed -Won"
"A00652","Marks, Miller and Griffin","FinTech","New","11","Europe","39","17893.83","Closed -Lost"
"A00653","Cox, Stark and Rodriguez","MarTech","New","21","North America","12","9624.28","Closed -Won"
"A00654","Leach, Harris and Herrera","EdTech","New","30","Asia","48","10982.6","Closed -Won"
"A00655","Murphy PLC","Logistics","Expansion","27","Europe","33","17078.5","Closed -Won"
"A00656","Wilson-Harris","Logistics","Expansion","30","Europe","32","6320.25","Closed -Won"
"A00657","Burns, Nolan and Griffin","Logistics","Expansion","25","North America","46","9109.68","Closed -Won"
"A00658","Chavez PLC","FinTech","Expansion","32","Europe","38","14792.1","Closed -Won"
"A00659","Bryant-Brown","Logistics","New","13","LATAM","5","16632.28","Closed -Won"
"A00660","Chambers-Parker","MarTech","Expansion","7","Europe","18","13655.12","Closed -Won"
"A00661","Foster Inc","MarTech","New","9","LATAM","11","16742.5","Closed -Lost"
"A00662","Robinson, Jones and Henderson","SMB SaaS","Expansion","35","North America","44","11557.55","Closed -Won"
"A00663","Brown, Mcknight and Michael","Logistics","New","25","North America","3","21055.58","Closed -Won"
"A00664","Andersen Group","FinTech","New","13","Asia","12","18643.93","On -Hold"
"A00665","Mitchell and Sons","EdTech","Expansion","31","Europe","36","11742.94","Closed -Won"
"A00666","Cannon Ltd","CyberSecurity","Expansion","15","Europe","41","14246.21","Closed -Won"
"A00667","Stuart, Brooks and Vance","E -Commerce","New","23","Europe","30","7142.53","Closed -Won"
"A00668","Kane-Knox","EdTech","New","13","LATAM","51","18718.58","Closed -Won"
"A00669","Miller-Brandt","E -Commerce","New","8","LATAM","55","9882.52","Negotiation"
"A00670","Anderson, Dalton and Wilson","Logistics","Expansion","14","Europe","8","12845.48","Closed -Won"
"A00671","Long, Anderson and Irwin","HealthTech","New","12","Asia","57","13827.97","Closed -Lost"
"A00672","Avila LLC","CyberSecurity","New","22","Asia","37","9494.23","Closed -Won"
"A00673","Nunez-Stephens","CyberSecurity","New","6","North America","38","11668.18","Closed -Won"
"A00674","Gray, Hall and Murray","SMB SaaS","New","13","LATAM","6","16489.67","Negotiation"
"A00675","Hill Ltd","EdTech","New","23","Asia","37","13007.94","Closed -Won"
"A00676","Johnson Ltd","HealthTech","New","17","Europe","43","18487.0","Closed -Won"
"A00677","Mendez-Mayer","E -Commerce","Expansion","25","North America","35","17966.67","Closed -Won"
"A00678","Allen Inc","E -Commerce","Expansion","25","North America","5","11604.57","Closed -Won"
"A00679","Wheeler Group","MarTech","Expansion","34","LATAM","31","13185.42","Closed -Won"
"A00680","Powers, Brennan and Sanchez","Logistics","New","31","Asia","56","13187.41","Closed -Won"
"A00681","Morales and Sons","Logistics","New","12","North America","43","13384.23","Closed -Won"
"A00682","Robinson, Shields and Brown","HealthTech","Expansion","26","LATAM","9","20899.15","Closed -Won"
"A00683","Holder, Young and Hendricks","Logistics","Expansion","24","Europe","57","15766.57","Closed -Won"
"A00684","Flores, Harper and Chambers","HealthTech","New","23","Europe","57","8362.95","Closed -Won"
"A00685","Young-Walter","MarTech","New","29","LATAM","10","12380.68","Closed -Won"
"A00686","Boyd, Gutierrez and Hill","FinTech","Expansion","10","Asia","48","13151.41","Closed -Won"
"A00687","Fry, Hobbs and Buck","EdTech","New","17","North America","24","16694.07","Closed -Lost"
"A00688","Shelton, Peters and Williams","SMB SaaS","Expansion","30","North America","36","22208.67","Closed -Won"
"A00689","David-Powers","MarTech","New","32","Europe","27","18149.22","Closed -Lost"
"A00690","Flores, Butler and Hernandez","CyberSecurity","New","7","Europe","47","14591.69","Negotiation"
"A00691","White-Medina","FinTech","New","20","LATAM","59","11597.0","Closed -Won"
"A00692","Atkinson LLC","CyberSecurity","New","13","LATAM","47","20684.02","Closed -Won"
"A00693","Thomas, Ford and Brown","EdTech","Expansion","11","North America","55","13812.99","Closed -Won"
"A00694","Faulkner-Grant","CyberSecurity","New","7","Europe","56","9317.99","Closed -Won"
"A00695","Price LLC","SMB SaaS","New","22","LATAM","6","16430.63","Negotiation"
"A00696","Rivera Inc","E -Commerce","Expansion","26","Europe","15","10057.1","Closed -Won"
"A00697","Boone-Davis","FinTech","Expansion","21","LATAM","43","17638.76","Negotiation"
"A00698","Calderon, Williams and Bennett","MarTech","Expansion","17","Europe","35","13424.2","Closed -Won"
"A00699","Morrison, Russo and Lopez","FinTech","New","29","Europe","3","13777.12","Closed -Won"
"A00700","Ramsey, Hansen and Mendoza","MarTech","Expansion","25","North America","6","4017.77","Closed -Won"
"A00701","Turner-Stout","FinTech","New","33","North America","31","19310.12","Closed -Won"
"A00702","Giles Ltd","CyberSecurity","New","16","North America","37","10283.56","Closed -Won"
"A00703","Burgess Group","EdTech","New","13","LATAM","10","12110.71","Closed -Won"
"A00704","Dominguez Ltd","HealthTech","New","19","North America","11","15763.58","Closed -Won"
"A00705","Sanders and Sons","FinTech","Expansion","21","LATAM","8","14416.5","Closed -Won"
"A00706","Morris, Campbell and Owens","SMB SaaS","New","19","Asia","34","24185.0","Closed -Won"
"A00707","Howard, Green and Hunt","Logistics","New","30","LATAM","1","8100.33","Closed -Won"
"A00708","Owens-Lang","Logistics","Expansion","7","LATAM","34","13467.69","Closed -Won"
"A00709","Harrison, Franco and Rocha","FinTech","New","21","North America","29","18144.72","Closed -Lost"
"A00710","Edwards-Williams","EdTech","New","18","Europe","28","13227.86","Closed -Won"
"A00711","Figueroa Inc","SMB SaaS","Expansion","12","Asia","41","14986.69","Closed -Won"
"A00712","Tran-Silva","E -Commerce","Expansion","25","Europe","31","25339.01","Negotiation"
"A00713","Butler, Hernandez and Rivera","HealthTech","Expansion","30","Asia","43","15263.38","Closed -Lost"
"A00714","Hudson-Sanchez","HealthTech","Expansion","22","LATAM","46","20602.7","Closed -Won"
"A00715","Pena, Cohen and Scott","EdTech","Expansion","8","Europe","55","17598.66","Closed -Won"
"A00716","Levy-May","SMB SaaS","Expansion","8","North America","48","17949.95","Closed -Won"
"A00717","Murray-Oconnor","HealthTech","New","18","North America","31","14206.34","Negotiation"
"A00718","Jackson-Cortez","SMB SaaS","New","26","Europe","30","8484.16","Closed -Won"
"A00719","White-Preston","CyberSecurity","New","15","Europe","14","19350.63","Closed -Won"
"A00720","Bernard, Warren and Combs","SMB SaaS","Expansion","15","LATAM","36","17227.13","Negotiation"
"A00721","Landry Ltd","Logistics","New","31","LATAM","9","17142.62","Closed -Won"
"A00722","Duran Group","EdTech","Expansion","6","Europe","55","14400.04","Closed -Won"
"A00723","Kirby and Sons","Logistics","New","8","LATAM","50","12407.45","Closed -Lost"
"A00724","Mann Inc","HealthTech","New","10","Asia","8","20290.41","Closed -Won"
"A00725","Wagner LLC","EdTech","New","35","LATAM","47","16306.87","Closed -Lost"
"A00726","Williamson Ltd","HealthTech","New","20","Asia","7","7684.91","Negotiation"
"A00727","Durham, Hopkins and Smith","HealthTech","New","10","Europe","43","14786.03","Closed -Won"
"A00728","Arnold, Smith and Moreno","FinTech","New","15","Asia","6","13784.12","Closed -Won"
"A00729","Nichols-Mitchell","HealthTech","Expansion","35","Europe","29","4494.47","Closed -Won"
"A00730","Li, Craig and Drake","FinTech","New","26","North America","39","12007.79","Closed -Won"
"A00731","Rodriguez Inc","MarTech","New","12","North America","43","25384.38","Closed -Won"
"A00732","Hernandez, Lee and Fox","FinTech","New","13","North America","25","5559.99","Closed -Won"
"A00733","Adams-Sanders","FinTech","New","8","Asia","55","10383.26","Closed -Won"
"A00734","Chung-Stevens","SMB SaaS","New","29","North America","46","5267.54","Negotiation"
"A00735","Branch and Sons","FinTech","Expansion","10","Asia","13","8668.27","Closed -Won"
"A00736","Sutton-Abbott","FinTech","Expansion","14","Asia","40","7646.56","Closed -Won"
"A00737","Frey, Santos and Johnson","FinTech","New","16","Europe","44","10262.1","Closed -Won"
"A00738","Gray-Tran","HealthTech","New","24","Asia","20","21863.89","Negotiation"
"A00739","Walsh Ltd","E -Commerce","New","24","Asia","44","18623.81","Closed -Won"
"A00740","Miller Group","Logistics","New","29","Asia","54","13963.74","Closed -Won"
"A00741","Mueller, Knight and Hodge","CyberSecurity","Expansion","14","Europe","49","21695.33","Negotiation"
"A00742","Jacobson Inc","E -Commerce","New","17","Europe","45","13095.74","Closed -Won"
"A00743","Lewis Ltd","FinTech","Expansion","17","North America","38","11178.52","Closed -Won"
"A00744","Alvarez, Williams and Jones","Logistics","New","7","Asia","16","13267.92","Closed -Won"
"A00745","Lam-Elliott","FinTech","New","28","Asia","47","8665.83","Negotiation"
"A00746","White LLC","CyberSecurity","New","22","LATAM","22","7455.57","Closed -Won"
"A00747","Ali PLC","MarTech","New","20","North America","32","17639.13","Closed -Won"
"A00748","Goodwin Ltd","SMB SaaS","Expansion","35","Asia","19","16326.63","Closed -Won"
"A00749","Hickman-Evans","EdTech","New","11","Europe","19","9850.96","Closed -Won"
"A00750","Allen, Davenport and Price","CyberSecurity","Expansion","35","LATAM","10","16869.29","Closed -Won"
"A00751","Rivera, Campos and Taylor","MarTech","Expansion","26","LATAM","57","17029.19","Closed -Won"
"A00752","Ramsey, Mason and Mccann","E -Commerce","New","12","North America","9","12582.44","Closed -Lost"
"A00753","Davis and Sons","SMB SaaS","New","26","North America","6","11188.39","Closed -Won"
"A00754","Peterson PLC","CyberSecurity","New","28","North America","56","18166.46","Closed -Won"
"A00755","Sanders, Ayala and Johnson","MarTech","New","16","Asia","33","16791.1","Closed -Won"
"A00756","Bowers-Hayes","MarTech","Expansion","16","Asia","26","21960.01","Closed -Won"
"A00757","Kelly Group","CyberSecurity","New","31","Europe","44","16744.05","Closed -Won"
"A00758","Lopez-Willis","EdTech","Expansion","10","Europe","23","7908.94","Closed -Won"
"A00759","Miller-Montgomery","HealthTech","New","6","Europe","8","8870.92","Closed -Won"
"A00760","Marquez Inc","MarTech","New","25","Europe","44","14129.2","Negotiation"
"A00761","Moore-Dawson","FinTech","Expansion","33","LATAM","11","18235.88","Closed -Won"
"A00762","Moore, Price and Ward","HealthTech","New","21","Europe","33","16283.58","Negotiation"
"A00763","Smith LLC","MarTech","Expansion","10","LATAM","56","12532.78","Closed -Won"
"A00764","Ward-Nelson","Logistics","New","22","Europe","56","8269.28","Closed -Won"
"A00765","Miller Group","Logistics","Expansion","13","LATAM","22","20875.41","Closed -Won"
"A00766","Hawkins-Hunt","EdTech","Expansion","30","Asia","47","20684.18","Negotiation"
"A00767","Johnson LLC","MarTech","Expansion","24","North America","37","9370.93","Closed -Won"
"A00768","Davis, George and Nguyen","HealthTech","New","16","North America","29","17657.86","Closed -Won"
"A00769","Smith-Gutierrez","Logistics","Expansion","24","LATAM","9","16020.99","On -Hold"
"A00770","Hardy PLC","HealthTech","New","26","North America","23","17736.76","Closed -Won"
"A00771","Armstrong and Sons","Logistics","Expansion","26","North America","39","21071.79","Negotiation"
"A00772","James, Taylor and Turner","Logistics","New","16","Asia","59","20700.98","Negotiation"
"A00773","Thomas-Jackson","CyberSecurity","New","23","Europe","1","17025.43","Closed -Won"
"A00774","Fisher-Washington","EdTech","New","7","LATAM","43","14024.93","Closed -Won"
"A00775","Ward and Sons","SMB SaaS","New","18","Asia","50","13802.27","Closed -Won"
"A00776","Weber, Wheeler and Gonzalez","CyberSecurity","New","17","North America","57","14124.95","Closed -Won"
"A00777","Taylor Inc","CyberSecurity","Expansion","22","Europe","26","25919.74","Negotiation"
"A00778","Cook-Oliver","Logistics","New","34","North America","7","15180.84","Closed -Won"
"A00779","Alexander-Jordan","SMB SaaS","Expansion","34","Europe","16","18119.02","Closed -Won"
"A00780","Mccann, Taylor and Flores","FinTech","New","20","North America","51","16664.15","Closed -Won"
"A00781","Harris, Edwards and Oconnell","SMB SaaS","Expansion","25","Asia","52","11042.66","Closed -Won"
"A00782","Carter-Neal","Logistics","Expansion","9","Europe","38","16911.04","Closed -Won"
"A00783","Faulkner-Casey","HealthTech","New","20","North America","8","12350.86","Closed -Won"
"A00784","Bennett-Velasquez","EdTech","Expansion","26","North America","8","11213.95","Negotiation"
"A00785","Diaz-Frederick","Logistics","Expansion","26","North America","29","17376.89","Closed -Won"
"A00786","Vargas PLC","HealthTech","Expansion","34","North America","35","9941.55","Closed -Won"
"A00787","Maldonado PLC","MarTech","New","19","North America","2","18510.13","Closed -Won"
"A00788","Benton Group","CyberSecurity","New","33","LATAM","41","17280.8","Closed -Won"
"A00789","Clark, Salinas and Guerra","CyberSecurity","Expansion","35","Asia","33","20059.68","Closed -Won"
"A00790","Fuentes Group","SMB SaaS","New","23","Asia","1","16919.89","Negotiation"
"A00791","Porter, Schultz and Allen","FinTech","Expansion","8","Asia","6","11177.61","Closed -Won"
"A00792","Moore, Henderson and Bennett","EdTech","New","17","Asia","27","19456.81","Negotiation"
"A00793","Ewing-Mendoza","SMB SaaS","Expansion","28","Europe","43","19663.28","Negotiation"
"A00794","Ferguson-Mclean","E -Commerce","New","23","Europe","49","18573.85","Closed -Won"
"A00795","Barnes, Johnson and Schmitt","HealthTech","New","34","LATAM","26","17932.38","Closed -Won"
"A00796","Woodard, Herrera and Little","EdTech","Expansion","30","Europe","18","9088.36","Closed -Won"
"A00797","Rodriguez and Sons","EdTech","Expansion","7","LATAM","58","18423.9","Closed -Won"
"A00798","Ortega, Jackson and Salazar","E -Commerce","Expansion","31","Asia","28","10003.4","Closed -Won"
"A00799","Terrell, Byrd and Ross","EdTech","Expansion","16","North America","19","12513.5","Negotiation"
"A00800","Sheppard-Jordan","E -Commerce","New","30","Asia","27","11673.32","Closed -Won"
"A00801","Garcia and Sons","MarTech","New","21","Asia","1","8725.56","Closed -Won"
"A00802","Burgess, Grant and Watts","E -Commerce","New","19","LATAM","18","15709.45","Closed -Won"
"A00803","Griffin Group","HealthTech","New","8","Europe","31","14875.67","Closed -Won"
"A00804","Barton-Chapman","E -Commerce","New","9","Europe","55","20312.91","Closed -Won"
"A00805","Hernandez, Cuevas and Webb","SMB SaaS","Expansion","23","North America","44","19821.24","Closed -Won"
"A00806","Perry-Nixon","HealthTech","New","23","Europe","47","15707.57","Negotiation"
"A00807","Guerra Ltd","EdTech","New","22","LATAM","33","18152.46","Closed -Won"
"A00808","Bailey LLC","CyberSecurity","New","10","LATAM","7","14583.13","Closed -Won"
"A00809","Mueller-Boyd","E -Commerce","New","21","North America","24","14558.16","Closed -Won"
"A00810","Alvarez-Kim","CyberSecurity","New","7","LATAM","59","15502.38","Closed -Won"
"A00811","Chavez, Jones and Williams","E -Commerce","New","10","Asia","3","14397.08","Closed -Won"
"A00812","Wilson, Sweeney and Wong","CyberSecurity","New","20","North America","52","15848.25","Closed -Lost"
"A00813","Marsh, Spears and Yang","E -Commerce","New","24","North America","41","17653.76","Negotiation"
"A00814","Thompson, Moore and Castro","FinTech","Expansion","25","Asia","17","10121.32","Closed -Won"
"A00815","Hall-Sullivan","Logistics","New","35","LATAM","46","13367.57","Closed -Won"
"A00816","Lopez Ltd","MarTech","New","31","LATAM","50","18103.5","Negotiation"
"A00817","Foster-Mclaughlin","FinTech","New","17","Asia","3","12782.94","Closed -Won"
"A00818","Cole Group","MarTech","New","29","LATAM","7","12867.16","Closed -Won"
"A00819","Smith-Lewis","MarTech","New","8","LATAM","40","19061.82","Closed -Won"
"A00820","Goodwin-Stokes","FinTech","Expansion","31","North America","59","12040.2","Closed -Won"
"A00821","Ray PLC","SMB SaaS","New","17","Asia","2","16733.8","Closed -Won"
"A00822","Diaz and Sons","HealthTech","New","28","Asia","40","15599.25","Closed -Won"
"A00823","Wilson-Lambert","EdTech","New","35","Europe","9","18550.34","Closed -Lost"
"A00824","Rose-Fowler","MarTech","Expansion","27","LATAM","39","14735.6","Closed -Won"
"A00825","Price, Long and Wilson","Logistics","New","33","LATAM","37","11838.01","Negotiation"
"A00826","Bruce-Williamson","CyberSecurity","New","6","North America","6","12391.22","Closed -Won"
"A00827","Mccarthy, Evans and Mendez","Logistics","Expansion","11","North America","41","21623.47","Closed -Won"
