account_id,date,csat_score,comment_sentiment_score
A00111,2024-03-27,5.8,0.33
A00111,2024-04-29,6.2,0.22
A00111,2024-05-22,5.4,0.56
A00111,2024-06-29,9.0,0.12
A00111,2024-07-30,6.2,0.92
A00111,2024-08-30,7.4,0.09
A00111,2024-09-21,7.2,0.75
A00111,2024-10-29,6.6,0.24
A00111,2024-11-21,5.3,0.09
A00111,2024-12-22,7.4,0.05
A00112,2023-01-28,8.0,0.87
A00112,2023-02-19,8.3,0.57
A00112,2023-03-24,7.9,0.77
A00112,2023-04-25,8.6,0.72
A00112,2023-05-25,6.2,0.87
A00112,2023-06-23,8.3,0.82
A00112,2023-07-27,10.0,1.02
A00112,2023-08-23,9.3,0.71
A00112,2023-09-27,9.4,0.94
A00112,2023-10-26,8.2,0.93
A00112,2023-11-30,7.9,0.59
A00112,2023-12-31,7.8,0.83
A00112,2024-01-27,8.2,0.79
A00112,2024-02-28,8.3,0.08
A00112,2024-03-26,8.9,0.59
A00112,2024-04-30,7.8,0.87
A00112,2024-05-29,7.2,0.74
A00112,2024-06-27,9.4,0.67
A00112,2024-07-28,9.0,0.32
A00112,2024-08-24,9.7,0.56
A00112,2024-09-24,8.6,0.76
A00112,2024-10-30,6.6,0.39
A00112,2024-11-30,8.6,1.21
A00112,2024-12-28,9.1,0.88
A00113,2023-01-28,6.9,0.42
A00113,2023-02-21,8.1,0.48
A00113,2023-03-23,6.4,-0.05
A00113,2023-04-26,8.7,0.56
A00113,2023-05-28,7.5,0.27
A00113,2023-06-25,9.0,0.8
A00113,2023-07-22,6.6,1.08
A00113,2023-08-24,8.1,-0.29
A00113,2023-09-24,10.0,0.77
A00113,2023-10-27,7.5,0.6
A00113,2023-11-25,8.7,0.96
A00113,2023-12-23,8.5,0.78
A00113,2024-01-24,8.2,0.98
A00113,2024-02-29,8.8,0.27
A00113,2024-03-25,9.5,0.37
A00113,2024-04-29,9.7,0.23
A00113,2024-05-29,8.3,0.46
A00113,2024-06-23,8.3,0.45
A00113,2024-07-23,8.6,0.89
A00113,2024-08-29,7.8,1.34
A00113,2024-09-22,8.5,0.83
A00113,2024-10-22,8.8,0.68
A00113,2024-11-26,9.1,0.52
A00113,2024-12-24,8.1,0.17
A00114,2023-01-28,5.7,0.19
A00114,2023-02-28,6.5,0.36
A00114,2023-03-30,4.5,0.82
A00114,2023-04-28,5.8,0.56
A00114,2023-05-30,6.1,0.54
A00114,2023-06-26,8.1,0.88
A00114,2023-07-22,5.5,0.44
A00114,2023-08-29,6.0,0.22
A00114,2023-09-24,6.3,0.79
A00114,2023-10-31,6.1,0.81
A00114,2023-11-23,6.4,-0.14
A00114,2023-12-31,5.4,0.21
A00114,2024-01-29,4.9,0.2
A00114,2024-02-24,5.3,0.46
A00114,2024-03-28,6.5,0.68
A00114,2024-04-27,7.2,0.61
A00114,2024-05-23,6.4,0.4
A00114,2024-06-25,6.1,0.18
A00114,2024-07-27,6.8,-0.01
A00114,2024-08-23,6.9,0.85
A00114,2024-09-26,7.6,0.53
A00114,2024-10-22,6.4,0.17
A00114,2024-11-21,5.9,0.48
A00114,2024-12-28,6.8,-0.07
A00115,2023-01-22,6.8,1.07
A00115,2023-02-26,7.8,0.24
A00115,2023-03-29,7.7,0.17
A00115,2023-04-21,5.8,0.68
A00115,2023-05-27,7.2,0.85
A00115,2023-06-27,6.7,0.53
A00115,2023-07-25,6.3,0.07
A00115,2023-08-26,7.2,0.59
A00115,2023-09-21,7.6,0.56
A00115,2023-10-28,8.2,-0.04
A00115,2023-11-21,8.4,0.51
A00115,2023-12-23,6.2,0.48
A00115,2024-01-24,6.5,1.24
A00115,2024-02-27,8.4,0.3
A00115,2024-03-25,5.3,0.6
A00115,2024-04-30,6.5,0.25
A00115,2024-05-27,8.9,0.73
A00115,2024-06-25,6.6,0.54
A00115,2024-07-26,6.0,0.38
A00115,2024-08-25,7.7,0.21
A00115,2024-09-23,7.3,0.51
A00115,2024-10-26,7.2,0.78
A00115,2024-11-22,7.6,0.21
A00115,2024-12-24,5.1,-0.06
A00116,2023-01-23,8.4,0.14
A00116,2023-02-22,6.6,0.33
A00116,2023-03-23,6.2,0.41
A00116,2023-04-27,7.6,0.34
A00116,2023-05-24,7.9,0.88
A00116,2023-06-30,8.9,0.87
A00116,2023-07-25,8.9,0.75
A00116,2023-08-24,8.1,0.59
A00116,2023-09-24,6.7,0.37
A00116,2023-10-25,9.1,0.65
A00116,2023-11-28,6.6,0.47
A00116,2023-12-30,7.9,0.59
A00116,2024-01-29,6.8,0.2
A00116,2024-02-26,7.0,0.96
A00116,2024-03-28,7.6,0.41
A00116,2024-04-22,8.3,0.27
A00116,2024-05-29,7.7,0.2
A00116,2024-06-24,8.2,0.71
A00116,2024-07-23,7.7,0.17
A00116,2024-08-28,6.9,0.74
A00116,2024-09-24,7.2,0.71
A00116,2024-10-25,6.8,0.68
A00116,2024-11-26,7.5,0.14
A00116,2024-12-25,8.4,1.06
A00117,2023-01-23,6.4,1.08
A00117,2023-02-22,8.0,0.34
A00117,2023-03-23,8.1,0.07
A00117,2023-04-29,6.6,0.43
A00117,2023-05-25,7.9,0.16
A00117,2023-06-22,6.0,0.69
A00117,2023-07-30,7.0,0.4
A00117,2023-08-31,6.1,0.57
A00117,2023-09-22,7.6,0.3
A00117,2023-10-28,6.8,0.14
A00117,2023-11-26,5.3,0.45
A00117,2023-12-23,5.6,-0.46
A00117,2024-01-25,8.5,-0.16
A00117,2024-02-22,9.0,0.68
A00117,2024-03-22,7.4,0.73
A00117,2024-04-24,7.8,0.84
A00117,2024-05-25,6.6,0.34
A00117,2024-06-26,6.1,-0.16
A00117,2024-07-30,7.6,0.32
A00117,2024-08-30,6.6,0.33
A00117,2024-09-27,7.0,0.75
A00117,2024-10-30,7.8,0.33
A00117,2024-11-29,7.5,0.13
A00117,2024-12-29,9.9,0.03
A00118,2023-01-25,6.2,0.77
A00118,2023-02-27,9.1,0.71
A00118,2023-03-28,8.3,0.41
A00118,2023-04-21,8.4,0.53
A00118,2023-05-28,7.3,0.29
A00118,2023-06-22,7.7,0.94
A00118,2023-07-23,8.3,0.47
A00118,2023-08-25,7.8,0.51
A00118,2023-09-28,7.5,0.72
A00118,2023-10-29,6.8,0.67
A00118,2023-11-25,7.1,0.63
A00118,2023-12-26,8.6,0.32
A00118,2024-01-29,9.8,0.51
A00118,2024-02-24,8.2,1.0
A00118,2024-03-26,7.6,0.19
A00118,2024-04-25,7.8,0.79
A00118,2024-05-28,8.7,0.52
A00118,2024-06-25,7.7,0.87
A00118,2024-07-28,7.8,0.45
A00118,2024-08-23,7.8,0.95
A00118,2024-09-29,7.5,0.25
A00118,2024-10-22,7.3,0.43
A00118,2024-11-29,7.4,0.84
A00118,2024-12-22,6.6,0.35
A00119,2023-01-25,4.8,0.41
A00119,2023-02-27,6.0,-0.15
A00119,2023-03-26,7.6,0.28
A00119,2023-04-27,4.0,0.91
A00119,2023-05-26,6.7,0.53
A00119,2023-06-27,7.0,-0.18
A00119,2023-07-29,5.6,-0.02
A00119,2023-08-25,6.3,0.17
A00119,2023-09-28,4.8,0.66
A00119,2023-10-25,4.9,1.25
A00119,2023-11-30,6.1,0.22
A00119,2023-12-25,8.7,0.64
A00119,2024-01-31,8.3,-0.12
A00119,2024-02-29,5.9,-0.14
A00119,2024-03-22,6.0,0.59
A00119,2024-04-21,6.3,0.31
A00119,2024-05-22,4.2,0.18
A00119,2024-06-22,6.9,0.13
A00119,2024-07-29,5.9,0.55
A00119,2024-08-27,7.5,0.81
A00119,2024-09-26,5.6,0.48
A00119,2024-10-30,5.7,0.43
A00119,2024-11-24,5.9,0.5
A00119,2024-12-28,7.3,0.27
A00120,2023-01-24,7.4,1.02
A00120,2023-02-28,5.6,0.24
A00120,2023-03-24,7.4,-0.07
A00120,2023-04-22,6.7,0.32
A00120,2023-05-28,8.9,0.67
A00120,2023-06-27,6.1,0.27
A00120,2023-07-24,7.2,0.7
A00120,2023-08-22,7.0,0.64
A00120,2023-09-21,8.7,0.43
A00120,2023-10-27,7.0,0.04
A00120,2023-11-21,7.3,-0.22
A00120,2023-12-31,6.3,0.12
A00120,2024-01-24,6.5,-0.19
A00120,2024-02-23,7.6,0.02
A00120,2024-03-27,8.8,0.32
A00120,2024-04-22,7.9,0.2
A00120,2024-05-23,8.3,0.55
A00120,2024-06-21,8.5,0.79
A00120,2024-07-22,8.3,0.57
A00120,2024-08-26,7.9,0.4
A00120,2024-09-23,5.4,0.26
A00120,2024-10-25,8.2,0.46
A00120,2024-11-23,8.0,-0.04
A00120,2024-12-24,7.9,0.58
A00121,2023-01-31,8.5,0.92
A00121,2023-02-25,7.6,0.83
A00121,2023-03-27,9.0,1.14
A00121,2023-04-27,7.6,0.53
A00121,2023-05-24,7.9,0.42
A00121,2023-06-27,9.2,0.79
A00121,2023-07-25,9.4,0.98
A00121,2023-08-23,7.7,0.79
A00121,2023-09-26,8.8,0.55
A00121,2023-10-30,7.4,0.56
A00121,2023-11-25,8.7,0.84
A00121,2023-12-25,7.9,0.99
A00121,2024-01-31,7.5,0.44
A00121,2024-02-27,8.0,0.6
A00121,2024-03-24,8.5,0.57
A00121,2024-04-30,8.7,0.52
A00121,2024-05-24,9.2,0.62
A00121,2024-06-24,8.0,0.77
A00121,2024-07-26,7.3,0.8
A00121,2024-08-23,8.6,0.87
A00121,2024-09-27,6.5,1.24
A00121,2024-10-26,8.3,0.42
A00121,2024-11-30,7.6,0.34
A00121,2024-12-26,6.2,0.4
A00122,2023-01-26,9.4,1.08
A00122,2023-02-19,7.5,0.52
A00122,2023-03-29,8.1,0.8
A00122,2023-04-22,7.3,0.65
A00122,2023-05-26,6.7,0.99
A00122,2023-06-30,8.6,0.77
A00122,2023-07-27,8.2,0.79
A00122,2023-08-29,5.5,0.59
A00122,2023-09-22,8.0,0.49
A00122,2023-10-23,8.5,0.35
A00122,2023-11-27,7.4,0.9
A00122,2023-12-31,7.0,0.3
A00122,2024-01-27,6.9,0.29
A00122,2024-02-23,8.2,0.96
A00122,2024-03-24,7.9,0.77
A00122,2024-04-27,6.3,0.37
A00122,2024-05-29,6.9,1.04
A00122,2024-06-30,6.6,0.51
A00122,2024-07-27,8.0,0.81
A00122,2024-08-22,9.8,0.27
A00122,2024-09-28,9.0,0.39
A00122,2024-10-31,8.5,1.0
A00122,2024-11-22,8.5,0.6
A00122,2024-12-23,9.1,0.51
A00123,2023-01-29,7.6,0.45
A00123,2023-02-20,6.1,0.74
A00123,2023-03-29,8.9,0.96
A00123,2023-04-21,6.5,-0.02
A00123,2023-05-28,7.0,0.77
A00123,2023-06-26,7.1,0.46
A00123,2023-07-30,7.5,0.82
A00123,2023-08-28,6.0,1.29
A00123,2023-09-26,7.0,0.88
A00123,2023-10-31,9.3,0.0
A00123,2023-11-26,7.4,0.18
A00123,2023-12-24,8.6,0.46
A00123,2024-01-25,7.6,0.54
A00123,2024-02-26,6.2,0.3
A00123,2024-03-24,8.7,0.54
A00123,2024-04-30,7.5,0.79
A00123,2024-05-24,10.0,0.86
A00123,2024-06-27,5.9,0.57
A00123,2024-07-30,5.9,0.39
A00123,2024-08-29,9.2,0.42
A00123,2024-09-23,7.2,0.01
A00123,2024-10-24,7.1,0.4
A00123,2024-11-24,6.8,0.44
A00123,2024-12-31,6.3,-0.09
A00124,2023-01-25,6.4,0.39
A00124,2023-02-23,9.0,0.48
A00124,2023-03-25,7.5,0.41
A00124,2023-04-30,6.4,0.34
A00124,2023-05-22,7.0,-0.23
A00124,2023-06-29,8.3,1.08
A00124,2023-07-27,7.9,0.07
A00124,2023-08-29,8.4,0.48
A00124,2023-09-24,7.6,0.1
A00124,2023-10-26,5.6,0.8
A00124,2023-11-25,5.8,0.61
A00124,2023-12-31,9.4,0.22
A00124,2024-01-23,7.5,0.59
A00124,2024-02-28,7.9,-0.01
A00124,2024-03-23,7.9,0.73
A00124,2024-04-30,7.0,0.79
A00124,2024-05-22,6.6,1.08
A00124,2024-06-30,6.2,0.71
A00124,2024-07-27,7.6,-0.18
A00124,2024-08-31,8.0,0.73
A00124,2024-09-23,5.9,0.46
A00124,2024-10-23,7.3,0.46
A00124,2024-11-29,6.4,0.71
A00124,2024-12-30,7.1,0.48
A00125,2023-01-28,7.1,0.51
A00125,2023-02-23,7.9,1.05
A00125,2023-03-27,5.7,0.81
A00125,2023-04-24,8.6,0.2
A00125,2023-05-24,7.4,0.41
A00125,2023-06-30,6.0,0.04
A00125,2023-07-29,9.3,0.32
A00125,2023-08-28,8.6,0.77
A00125,2023-09-27,6.8,0.73
A00125,2023-10-28,7.5,0.36
A00125,2023-11-24,7.2,0.57
A00125,2023-12-27,8.6,0.61
A00125,2024-01-28,9.4,0.65
A00125,2024-02-27,8.0,0.5
A00125,2024-03-25,5.4,0.66
A00125,2024-04-28,7.7,0.2
A00125,2024-05-31,9.4,0.67
A00125,2024-06-22,7.7,0.32
A00125,2024-07-28,7.2,0.35
A00125,2024-08-30,8.0,0.42
A00125,2024-09-23,7.7,0.4
A00125,2024-10-28,6.8,0.18
A00125,2024-11-28,6.6,0.08
A00125,2024-12-31,6.9,0.4
A00126,2023-01-28,7.9,0.4
A00126,2023-02-23,6.3,0.17
A00126,2023-03-31,5.9,0.82
A00126,2023-04-25,6.9,0.6
A00126,2023-05-31,7.6,0.35
A00126,2023-06-25,7.6,0.58
A00126,2023-07-22,6.3,0.52
A00126,2023-08-26,8.1,0.34
A00126,2023-09-21,7.0,0.76
A00126,2023-10-27,7.2,0.36
A00126,2023-11-25,7.3,0.6
A00126,2023-12-23,7.1,0.64
A00126,2024-01-30,7.9,0.6
A00126,2024-02-20,7.2,0.67
A00126,2024-03-24,8.0,0.76
A00126,2024-04-22,8.6,-0.04
A00126,2024-05-23,7.5,0.37
A00126,2024-06-29,8.1,0.48
A00126,2024-07-23,8.0,0.22
A00126,2024-08-25,8.0,0.24
A00126,2024-09-26,6.4,0.61
A00126,2024-10-31,7.7,0.45
A00126,2024-11-23,6.5,0.86
A00126,2024-12-25,6.6,0.72
A00127,2023-01-31,7.2,0.52
A00127,2023-02-27,5.7,0.5
A00127,2023-03-23,9.5,0.2
A00127,2023-04-25,6.3,0.34
A00127,2023-05-28,7.8,0.8
A00127,2023-06-22,5.1,0.25
A00127,2023-07-26,5.8,-0.36
A00127,2023-08-31,7.0,0.41
A00127,2023-09-27,7.9,0.14
A00127,2023-10-29,6.5,0.27
A00127,2023-11-26,5.9,-0.01
A00127,2023-12-28,6.1,0.04
A00127,2024-01-23,7.0,0.35
A00127,2024-02-28,7.2,0.4
A00127,2024-03-23,6.0,0.26
A00127,2024-04-30,6.2,0.34
A00127,2024-05-30,7.1,1.17
A00127,2024-06-26,7.3,0.46
A00127,2024-07-31,7.1,0.2
A00127,2024-08-31,6.4,0.27
A00127,2024-09-29,6.9,0.39
A00127,2024-10-24,5.4,0.89
A00127,2024-11-27,6.2,0.51
A00127,2024-12-26,7.9,0.6
A00128,2023-01-22,7.8,0.86
A00128,2023-02-25,6.9,0.8
A00128,2023-03-29,5.6,0.46
A00128,2023-04-27,6.3,0.83
A00128,2023-05-25,6.1,0.57
A00128,2023-06-30,7.7,0.26
A00128,2023-07-30,6.5,0.67
A00128,2023-08-30,6.7,1.17
A00128,2023-09-21,7.8,0.66
A00128,2023-10-29,6.2,0.67
A00128,2023-11-27,7.2,0.38
A00128,2023-12-26,6.6,0.58
A00128,2024-01-31,8.8,0.55
A00128,2024-02-28,8.8,0.23
A00128,2024-03-24,8.2,0.82
A00128,2024-04-23,8.2,0.46
A00128,2024-05-25,7.0,0.29
A00128,2024-06-27,8.2,0.5
A00128,2024-07-26,6.6,0.54
A00128,2024-08-24,7.0,0.64
A00128,2024-09-28,8.5,0.32
A00128,2024-10-30,9.3,0.74
A00128,2024-11-26,8.4,1.02
A00128,2024-12-25,6.7,1.03
A00129,2023-01-27,5.0,0.6
A00129,2023-02-19,6.3,0.97
A00129,2023-03-22,7.1,0.42
A00129,2023-04-30,7.3,0.23
A00129,2023-05-30,8.9,0.08
A00129,2023-06-29,7.1,0.27
A00129,2023-07-22,6.9,0.63
A00129,2023-08-23,6.4,0.44
A00129,2023-09-30,8.4,0.88
A00129,2023-10-23,7.7,0.19
A00129,2023-11-22,6.0,0.65
A00129,2023-12-26,7.5,-0.08
A00129,2024-01-30,6.8,0.22
A00129,2024-02-27,7.0,0.06
A00129,2024-03-27,6.6,0.15
A00129,2024-04-21,7.4,0.58
A00129,2024-05-28,7.1,0.63
A00129,2024-06-28,5.8,0.57
A00129,2024-07-25,6.8,0.76
A00129,2024-08-31,6.8,0.4
A00129,2024-09-23,5.9,0.89
A00129,2024-10-30,7.4,0.9
A00129,2024-11-27,6.4,0.62
A00129,2024-12-30,7.2,0.13
A00130,2023-01-30,6.9,-0.02
A00130,2023-02-22,6.6,-0.03
A00130,2023-03-26,7.3,0.55
A00130,2023-04-25,7.0,0.09
A00130,2023-05-28,5.9,0.07
A00130,2023-06-26,7.7,0.02
A00130,2023-07-24,7.6,0.15
A00130,2023-08-28,4.1,0.84
A00130,2023-09-25,7.5,-0.36
A00130,2023-10-29,5.6,0.4
A00130,2023-11-22,6.6,0.1
A00130,2023-12-23,8.2,0.03
A00130,2024-01-23,5.7,-0.01
A00130,2024-02-21,6.9,0.63
A00130,2024-03-24,6.3,0.12
A00130,2024-04-23,5.9,0.26
A00130,2024-05-29,7.1,-0.08
A00130,2024-06-26,6.6,0.08
A00130,2024-07-28,7.4,1.14
A00130,2024-08-28,6.3,0.17
A00130,2024-09-23,5.7,0.92
A00130,2024-10-30,4.5,0.71
A00130,2024-11-30,5.7,0.96
A00130,2024-12-22,5.7,0.3
A00131,2023-01-27,8.8,0.76
A00131,2023-02-27,9.0,0.53
A00131,2023-03-31,7.1,0.27
A00131,2023-04-26,7.3,0.46
A00131,2023-05-26,6.5,0.83
A00131,2023-06-30,8.1,0.44
A00131,2023-07-28,8.0,0.51
A00131,2023-08-25,7.0,1.23
A00131,2023-09-24,8.6,0.18
A00131,2023-10-22,7.9,0.35
A00131,2023-11-21,8.2,0.04
A00131,2023-12-29,5.9,0.14
A00131,2024-01-29,7.6,0.35
A00131,2024-02-27,7.1,0.82
A00131,2024-03-29,7.7,0.35
A00131,2024-04-23,7.7,0.43
A00131,2024-05-23,7.1,0.89
A00131,2024-06-24,8.3,0.63
A00131,2024-07-27,7.8,0.07
A00131,2024-08-24,6.4,0.62
A00131,2024-09-22,7.9,0.62
A00131,2024-10-25,7.6,0.6
A00131,2024-11-24,8.8,0.65
A00131,2024-12-29,8.2,0.28
A00132,2023-01-26,7.2,0.04
A00132,2023-02-22,8.4,0.41
A00132,2023-03-27,7.9,0.62
A00132,2023-04-29,9.3,1.03
A00132,2023-05-30,8.1,0.78
A00132,2023-06-23,8.2,0.83
A00132,2023-07-24,7.9,0.2
A00132,2023-08-28,7.8,0.42
A00132,2023-09-30,7.4,0.7
A00132,2023-10-31,7.0,0.56
A00132,2023-11-22,8.1,0.89
A00132,2023-12-27,8.7,-0.24
A00132,2024-01-31,10.0,0.1
A00132,2024-02-26,8.0,1.23
A00132,2024-03-28,8.4,0.63
A00132,2024-04-30,7.4,0.31
A00132,2024-05-23,9.7,0.46
A00132,2024-06-24,9.7,0.79
A00132,2024-07-25,7.9,0.61
A00132,2024-08-22,6.6,0.72
A00132,2024-09-28,6.8,0.77
A00132,2024-10-30,7.5,0.47
A00132,2024-11-26,7.8,0.62
A00132,2024-12-31,9.5,1.21
A00133,2023-01-25,5.9,0.38
A00133,2023-02-22,7.4,0.6
A00133,2023-03-31,5.6,0.59
A00133,2023-04-27,6.9,0.25
A00133,2023-05-31,6.5,0.96
A00133,2023-06-23,8.5,0.68
A00133,2023-07-25,7.2,0.61
A00133,2023-08-30,8.1,0.53
A00133,2023-09-23,6.7,-0.23
A00133,2023-10-31,7.7,0.59
A00133,2023-11-24,7.6,0.33
A00133,2023-12-26,7.1,0.36
A00133,2024-01-25,7.1,0.46
A00133,2024-02-22,6.6,0.63
A00133,2024-03-30,6.2,0.75
A00133,2024-04-28,8.8,-0.15
A00133,2024-05-28,6.1,0.04
A00133,2024-06-27,6.1,0.12
A00133,2024-07-23,8.0,0.05
A00133,2024-08-30,6.5,0.35
A00133,2024-09-24,7.0,0.0
A00133,2024-10-29,6.4,0.47
A00133,2024-11-29,7.6,0.16
A00133,2024-12-24,6.1,0.21
A00134,2023-01-29,8.7,0.91
A00134,2023-02-25,7.8,0.45
A00134,2023-03-28,9.6,1.05
A00134,2023-04-23,7.3,0.36
A00134,2023-05-23,7.5,1.17
A00134,2023-06-29,6.9,0.36
A00134,2023-07-31,7.0,0.79
A00134,2023-08-24,6.8,0.36
A00134,2023-09-27,7.5,0.55
A00134,2023-10-30,7.5,0.72
A00134,2023-11-21,10.0,0.9
A00134,2023-12-30,7.3,0.67
A00134,2024-01-28,8.8,1.06
A00134,2024-02-27,7.1,0.39
A00134,2024-03-25,9.4,0.1
A00134,2024-04-22,8.4,0.28
A00134,2024-05-28,8.8,0.85
A00134,2024-06-28,9.5,-0.12
A00134,2024-07-30,6.9,0.44
A00134,2024-08-25,8.2,-0.04
A00134,2024-09-30,7.4,0.62
A00134,2024-10-29,7.9,0.17
A00134,2024-11-25,7.0,0.15
A00134,2024-12-26,7.0,0.37
A00135,2023-01-31,7.0,0.79
A00135,2023-02-19,6.6,0.23
A00135,2023-03-26,6.9,1.05
A00135,2023-04-29,6.3,0.32
A00135,2023-05-28,7.7,0.69
A00135,2023-06-21,6.6,0.2
A00135,2023-07-31,8.5,0.38
A00135,2023-08-31,6.8,0.24
A00135,2023-09-26,6.9,-0.24
A00135,2023-10-30,7.2,0.5
A00135,2023-11-25,8.4,0.42
A00135,2023-12-31,6.0,0.61
A00135,2024-01-27,6.4,1.06
A00135,2024-02-23,7.6,0.79
A00135,2024-03-31,6.9,0.64
A00135,2024-04-25,8.1,0.47
A00135,2024-05-24,7.1,0.51
A00135,2024-06-24,8.4,0.46
A00135,2024-07-27,8.0,0.77
A00135,2024-08-25,8.9,0.41
A00135,2024-09-21,7.8,0.28
A00135,2024-10-29,6.9,0.39
A00135,2024-11-30,7.8,1.16
A00135,2024-12-30,7.7,0.05
A00136,2023-01-23,6.6,0.89
A00136,2023-02-19,7.7,0.61
A00136,2023-03-28,9.3,0.96
A00136,2023-04-30,7.2,0.24
A00136,2023-05-22,8.1,1.03
A00136,2023-06-27,7.8,0.56
A00136,2023-07-28,7.7,0.29
A00136,2023-08-29,8.4,0.7
A00136,2023-09-26,6.6,0.6
A00136,2023-10-28,7.6,0.77
A00136,2023-11-23,7.6,0.74
A00136,2023-12-29,7.4,0.63
A00136,2024-01-26,7.3,0.85
A00136,2024-02-21,9.3,0.77
A00136,2024-03-27,7.7,0.39
A00136,2024-04-30,8.7,0.77
A00136,2024-05-22,7.0,0.48
A00136,2024-06-22,7.8,0.5
A00136,2024-07-31,9.4,0.22
A00136,2024-08-23,7.6,0.87
A00136,2024-09-21,7.4,0.54
A00136,2024-10-31,7.9,0.72
A00136,2024-11-21,7.2,0.72
A00136,2024-12-26,6.7,0.81
A00137,2023-01-26,8.1,0.95
A00137,2023-02-25,10.0,-0.0
A00137,2023-03-31,8.2,0.39
A00137,2023-04-22,7.7,0.54
A00137,2023-05-28,9.8,0.48
A00137,2023-06-28,7.2,0.33
A00137,2023-07-28,8.4,0.67
A00137,2023-08-28,8.3,0.34
A00137,2023-09-22,8.9,0.34
A00137,2023-10-24,8.2,0.53
A00137,2023-11-23,8.3,0.19
A00137,2023-12-24,9.2,0.5
A00137,2024-01-22,8.8,0.63
A00137,2024-02-22,8.8,1.16
A00137,2024-03-27,8.5,0.8
A00137,2024-04-26,8.7,0.56
A00137,2024-05-23,9.5,0.56
A00137,2024-06-23,10.0,0.64
A00137,2024-07-24,8.2,0.79
A00137,2024-08-23,8.3,0.69
A00137,2024-09-25,7.5,0.54
A00137,2024-10-27,8.1,0.75
A00137,2024-11-22,8.4,0.9
A00137,2024-12-26,8.5,0.68
A00138,2023-01-26,6.7,0.27
A00138,2023-02-23,7.7,0.06
A00138,2023-03-29,6.5,0.56
A00138,2023-04-24,7.8,0.57
A00138,2023-05-22,6.9,0.51
A00138,2023-06-26,8.6,0.39
A00138,2023-07-30,7.7,0.37
A00138,2023-08-31,6.6,0.41
A00138,2023-09-28,7.1,0.66
A00138,2023-10-24,6.8,0.13
A00138,2023-11-22,8.0,0.2
A00138,2023-12-22,8.5,0.52
A00138,2024-01-27,6.7,0.54
A00138,2024-02-27,7.2,0.83
A00138,2024-03-22,7.2,0.5
A00138,2024-04-29,7.7,0.06
A00138,2024-05-28,10.0,-0.1
A00138,2024-06-24,8.7,-0.03
A00138,2024-07-22,8.4,0.78
A00138,2024-08-28,6.8,0.24
A00138,2024-09-21,9.4,0.26
A00138,2024-10-24,7.0,0.62
A00138,2024-11-23,7.3,0.89
A00138,2024-12-28,7.6,0.15
A00139,2023-01-26,8.9,0.66
A00139,2023-02-22,8.6,0.42
A00139,2023-03-26,7.2,0.64
A00139,2023-04-30,8.0,0.42
A00139,2023-05-31,7.8,0.25
A00139,2023-06-23,6.6,0.61
A00139,2023-07-25,7.9,0.2
A00139,2023-08-24,10.0,0.45
A00139,2023-09-28,9.5,0.45
A00139,2023-10-28,9.3,0.64
A00139,2023-11-29,7.6,-0.07
A00139,2023-12-29,7.5,1.4
A00139,2024-01-28,7.3,0.79
A00139,2024-02-25,8.7,0.43
A00139,2024-03-29,8.9,0.33
A00139,2024-04-29,9.7,0.46
A00139,2024-05-25,8.4,0.49
A00139,2024-06-22,6.3,0.32
A00139,2024-07-27,6.0,0.65
A00139,2024-08-27,5.5,0.83
A00139,2024-09-22,7.8,0.46
A00139,2024-10-31,7.3,0.56
A00139,2024-11-21,6.9,0.83
A00139,2024-12-28,8.5,0.61
A00140,2023-01-25,6.5,0.19
A00140,2023-02-26,8.1,0.49
A00140,2023-03-25,4.8,0.82
A00140,2023-04-28,7.4,0.12
A00140,2023-05-27,7.0,0.26
A00140,2023-06-30,6.7,0.31
A00140,2023-07-27,5.3,0.63
A00140,2023-08-28,6.4,0.42
A00140,2023-09-27,5.0,0.41
A00140,2023-10-31,7.2,0.37
A00140,2023-11-30,6.4,-0.03
A00140,2023-12-26,4.8,0.48
A00140,2024-01-22,6.4,0.14
A00140,2024-02-20,6.0,0.7
A00140,2024-03-23,7.4,0.31
A00140,2024-04-28,6.5,0.51
A00140,2024-05-24,5.9,-0.07
A00140,2024-06-30,5.6,0.53
A00140,2024-07-24,6.1,0.61
A00140,2024-08-26,7.4,-0.17
A00140,2024-09-25,6.9,0.57
A00140,2024-10-27,8.0,0.25
A00140,2024-11-25,7.3,0.54
A00140,2024-12-31,6.1,0.2
A00141,2023-01-22,8.7,0.53
A00141,2023-02-22,6.3,0.69
A00141,2023-03-26,8.9,0.91
A00141,2023-04-23,6.7,0.66
A00141,2023-05-23,5.7,0.29
A00141,2023-06-23,6.2,0.86
A00141,2023-07-23,7.1,0.5
A00141,2023-08-30,7.1,0.19
A00141,2023-09-28,6.9,0.16
A00141,2023-10-23,10.0,0.44
A00141,2023-11-27,7.2,0.54
A00141,2023-12-22,9.6,0.59
A00141,2024-01-24,8.5,0.69
A00141,2024-02-23,7.6,0.37
A00141,2024-03-25,8.0,1.04
A00141,2024-04-24,8.7,0.18
A00141,2024-05-29,6.8,0.97
A00141,2024-06-23,6.9,0.25
A00141,2024-07-26,7.7,0.52
A00141,2024-08-26,8.0,-0.17
A00141,2024-09-29,7.9,0.43
A00141,2024-10-30,7.2,0.34
A00141,2024-11-27,8.9,0.55
A00141,2024-12-22,8.1,0.54
A00142,2023-01-27,7.8,0.32
A00142,2023-02-20,8.0,0.67
A00142,2023-03-23,7.6,0.3
