account_id,account_name,churn,industry,closed_won_usd,client_tenure_months,deal_status,feature_purchased,sessions_last_30d,region,csat_score,comment_sentiment_score,support_tickets_30d,last_login_days
A00801,Garcia and Sons,False,MarTech,2396731.66,1.0,Closed -Won,Core,11.789248268101325,Asia,8.5,0.38,1.7916666666666667,6.10451358602224
A00802,"Burgess, Grant and Watts",True,E -Commerce,16767.39,18.0,Closed -Won,Core,1.6378593104660848,LATAM,,,3.0,20.346057448207883
A00803,Griffin Group,True,HealthTech,32575.99,31.0,Closed -Won,Core,14.431962077934715,Europe,,,1.0,1.3933036309302218
A00804,Barton-Chapman,True,E -Commerce,11866.2,55.0,Closed -Won,Automation,15.051023103354403,Europe,,,3.0,2.7474569572421683
A00805,"Hernandez, Cuevas and Webb",True,SMB SaaS,16687.9,44.0,Closed -Won,Automation,8.535749109896527,North America,,,1.0,2.0802160396889637
A00806,Perry-Nixon,True,HealthTech,7676.59,47.0,Negotiation,Core,0.17932362783715172,Europe,,,7.0,23.55422602972528
A00807,Guerra Ltd,True,EdTech,14357.75,33.0,Closed -Won,Analytics,9.368757438661111,LATAM,,,1.0,1.1521599292222722
A00808,Bailey LLC,True,CyberSecurity,15691.99,7.0,Closed -Won,Core,9.124192545166677,LATAM,,,1.0,0.044174174083464246
A00809,Mueller-Boyd,True,E -Commerce,8276.44,24.0,Closed -Won,Core,14.578636067075674,North America,,,1.0,3.42484562081479
A00810,Alvarez-Kim,True,CyberSecurity,19396.78,59.0,Closed -Won,Analytics,10.657764214399837,LATAM,,,1.0,1.7921052581883927
A00811,"Chavez, Jones and Williams",True,E -Commerce,20552.23,3.0,Closed -Won,API,2.2350332034643534,Asia,,,4.0,21.996622340654444
A00812,"Wilson, Sweeney and Wong",True,CyberSecurity,23983.2,52.0,Closed -Lost,Core,14.415303558049594,North America,,,1.0,1.3283537329081279
A00813,"Marsh, Spears and Yang",True,E -Commerce,20272.92,41.0,Negotiation,Core,14.549148802451406,North America,,,0.0,3.254522477626629
A00814,"Thompson, Moore and Castro",True,FinTech,14765.55,17.0,Closed -Won,Core,11.287635778873696,Asia,,,0.0,2.8813508123793845
A00815,Hall-Sullivan,True,Logistics,26960.68,46.0,Closed -Won,Core,16.696047147443597,LATAM,,,1.0,1.0327605357890461
A00816,Lopez Ltd,True,MarTech,16596.1,50.0,Negotiation,Analytics,13.732294290601763,LATAM,,,2.0,3.164542965043535
A00817,Foster-Mclaughlin,True,FinTech,2649.58,3.0,Closed -Won,Automation,1.865440401023474,Asia,,,6.0,22.389153576016312
A00818,Cole Group,True,MarTech,5079.29,7.0,Closed -Won,Core,6.741805590894442,LATAM,,,4.0,30.21645914659633
A00819,Smith-Lewis,True,MarTech,7551.53,40.0,Closed -Won,API,13.465017329612039,LATAM,,,1.0,1.7063876132024496
A00820,Goodwin-Stokes,True,FinTech,9127.5,59.0,Closed -Won,Premium Support,17.29188344981036,North America,,,1.0,1.216702749485103
A00821,Ray PLC,True,SMB SaaS,19452.43,2.0,Closed -Won,Core,1.5183125871422978,Asia,,,3.0,24.285496974392846
A00822,Diaz and Sons,True,HealthTech,33432.07,40.0,Closed -Won,Analytics,11.608121951226819,Asia,,,0.0,2.7761309655085893
A00823,Wilson-Lambert,True,EdTech,21844.9,9.0,Closed -Lost,Core,12.363325428275463,Europe,,,3.0,1.779295140968532
A00824,Rose-Fowler,True,MarTech,18770.4,39.0,Closed -Won,API,11.033939809808544,LATAM,,,1.0,2.6172095336452705
A00825,"Price, Long and Wilson",True,Logistics,3386.45,37.0,Negotiation,Automation,12.030761245217354,LATAM,,,1.0,2.2872133311295464
A00826,Bruce-Williamson,True,CyberSecurity,1747.61,6.0,Closed -Won,Automation,5.361055830257813,North America,,,6.0,35.869943119215705
A00827,"Mccarthy, Evans and Mendez",True,Logistics,36495.43,41.0,Closed -Won,Analytics,4.25880322412413,North America,,,5.0,29.023684514730576
A00828,Powers LLC,True,HealthTech,11396.63,53.0,Closed -Lost,Automation,15.899415194548531,LATAM,,,0.0,1.133239750642983
A00829,Allen Inc,True,Logistics,19721.92,51.0,On -Hold,Analytics,11.644841408596765,LATAM,,,1.0,2.569364755401848
A00830,Brooks and Sons,True,Logistics,21300.91,2.0,Closed -Won,Automation,13.72818115201647,LATAM,,,4.0,0.725169305864032
A00831,"Price, Carlson and Andrews",True,MarTech,53260.21,15.0,On -Hold,Automation,13.33850477710593,Europe,,,0.0,2.3730650838122314
A00832,Lopez-Reid,True,E -Commerce,43443.33,15.0,On -Hold,API,17.165356194794658,Asia,,,0.0,0.6092954199814251
A00833,"Ellison, Arias and Thompson",True,FinTech,59290.13,27.0,Closed -Won,Core,12.165224489586736,Europe,,,1.0,2.0164439834946943
A00834,Burns and Sons,True,Logistics,23825.58,9.0,Closed -Won,Core,0.4706154006000425,North America,,,5.0,40.551682286428516
A00835,Edwards Group,True,SMB SaaS,39013.36,51.0,Closed -Won,Automation,11.461936615122916,North America,,,1.0,2.7746001153316247
A00836,"Brown, Howard and Smith",True,MarTech,6381.38,46.0,Closed -Won,Core,10.587471439764537,Asia,,,2.0,0.14925905255926564
A00837,Lee Group,True,E -Commerce,53920.6,48.0,Closed -Won,Analytics,15.58755497434091,LATAM,,,1.0,2.8483714043161847
A00838,"Wagner, Simpson and Cohen",True,MarTech,26501.96,12.0,Closed -Won,API,13.594667611008564,Europe,,,0.0,3.822238226729583
A00839,Mckinney-Wallace,True,FinTech,48275.86,1.0,Negotiation,Analytics,9.412897671667007,North America,,,1.5,16.796924102129243
A00840,Miller Inc,True,E -Commerce,28357.17,54.0,Closed -Won,Automation,2.1591585699748244,North America,,,1.0,34.03423356887775
A00841,Carter LLC,True,CyberSecurity,33700.25,18.0,Closed -Won,Core,17.996242177783614,North America,,,2.0,0.6355800761146451
A00842,Medina and Sons,True,SMB SaaS,22436.64,39.0,Closed -Lost,API,9.06129707649559,North America,,,2.0,2.434677978024429
A00843,Cunningham-Barton,True,SMB SaaS,1011.57,54.0,Closed -Won,Automation,15.943504019286703,LATAM,,,0.0,3.5960335983414646
A00844,Dunn-Wilson,False,MarTech,58644.99,3.0,Negotiation,Core,13.029146242361222,North America,8.6,0.78,0.25,2.0310760747753673
A00845,Adams PLC,False,SMB SaaS,437961.93,1.0,Closed -Won,API,12.91012041252418,North America,8.3,0.8,0.8,2.527204476294425
A00846,Weaver-Sherman,False,E -Commerce,1189992.43,1.0,Closed -Won,Core,11.369655515420469,Europe,7.8,0.64,2.0,8.001946909528858
A00847,"Alexander, Robinson and Coleman",True,CyberSecurity,7338.8,10.0,Closed -Won,Core,8.820850294337642,LATAM,,,0.0,2.3723532531268505
A00848,"Greer, Potter and Evans",True,E -Commerce,12885.33,4.0,Closed -Won,Core,18.387927028329198,Europe,,,3.0,0.0
A00849,Cole LLC,True,SMB SaaS,11148.79,49.0,Closed -Won,Core,15.544832291215723,North America,,,2.0,1.0496646181632818
A00850,Gonzales Inc,True,CyberSecurity,6232.55,36.0,Closed -Won,Automation,6.589427382829177,LATAM,,,3.0,20.229017382008802
A00851,Clark Ltd,True,FinTech,2645.26,58.0,Closed -Won,Core,12.243769334541428,Europe,,,1.0,1.6366432694235642
A00852,"Norris, Callahan and Bishop",True,FinTech,13209.92,48.0,Closed -Won,Analytics,8.890560573357678,North America,,,0.0,0.6993825057242535
A00853,Martin-Taylor,True,MarTech,7707.16,57.0,Negotiation,Analytics,13.058128250491238,LATAM,,,2.0,1.5003438019150441
A00854,Li Inc,True,E -Commerce,18260.91,15.0,Closed -Lost,Core,12.551804068278251,Asia,,,0.0,2.3296550484679965
A00855,"Bell, Campbell and Ryan",True,CyberSecurity,20141.82,17.0,Closed -Won,Analytics,3.440016611460167,LATAM,,,4.0,24.411191336718744
A00856,Werner-Carter,True,MarTech,43958.46,51.0,Closed -Won,Core,16.330106701129335,North America,,,2.0,2.0609375698708687
A00857,"Adams, Hodge and Duke",True,E -Commerce,10663.68,15.0,Closed -Won,Core,17.830391569083424,Europe,,,0.0,2.7319688030857385
A00858,"Ochoa, Taylor and Brady",True,SMB SaaS,33860.41,4.0,Closed -Won,Core,0.0,LATAM,,,8.0,28.884527003375624
A00859,Sellers-Riddle,True,EdTech,19571.44,40.0,Closed -Won,Analytics,13.083059351460896,Asia,,,2.0,3.3591778830519146
A00860,"Martinez, Cline and Wright",True,MarTech,21808.0,48.0,Closed -Won,Analytics,15.304953806395382,Asia,,,2.0,1.0107289338985874
A00861,"Morris, Wright and Bridges",True,E -Commerce,17653.29,58.0,Closed -Won,Core,2.9809696290330554,Asia,,,3.0,32.550829384084246
A00862,Burns-Ray,True,MarTech,30332.63,55.0,Negotiation,Core,10.75346235130644,Asia,,,2.0,3.1130386304942625
A00863,Burton-Brooks,True,SMB SaaS,17577.85,8.0,Closed -Won,Core,12.041966040238217,LATAM,,,1.0,1.6440022194877781
A00864,Schultz Inc,True,SMB SaaS,17229.27,46.0,Closed -Lost,Core,2.8786195981368374,LATAM,,,4.0,30.241963058196472
A00865,Robertson-Ramirez,True,E -Commerce,7523.64,50.0,Closed -Won,Core,14.744559783430088,LATAM,,,0.0,2.2067355916117357
A00866,Gibson-Freeman,True,MarTech,8577.74,42.0,Closed -Won,Core,14.028010153629404,LATAM,,,1.0,2.598670929871977
A00867,"Smith, Schroeder and Oconnor",True,E -Commerce,19702.27,49.0,Closed -Won,Analytics,14.631108139961349,LATAM,,,1.0,3.094548275233457
A00868,"Stanton, Reid and Terry",True,HealthTech,12041.35,50.0,Closed -Won,Premium Support,5.0044148288757295,North America,,,3.0,23.234119753980234
A00869,Flynn Group,True,MarTech,4616.93,27.0,Closed -Won,Core,3.6641989562799755,Asia,,,4.0,12.94843118679757
A00870,Donaldson and Sons,True,HealthTech,11161.36,3.0,Closed -Won,API,1.941312607253388,North America,,,5.0,27.640638952679915
A00871,Adams-Clayton,True,HealthTech,27105.45,27.0,Closed -Won,Core,21.658127162450462,Europe,,,1.0,1.8226995141645166
A00872,Kelley-Anderson,True,FinTech,18403.69,12.0,On -Hold,Core,12.83709688947076,Europe,,,0.0,3.453912503787458
A00873,Kramer-Shannon,True,E -Commerce,9975.95,7.0,Negotiation,Analytics,0.8163107661436855,Asia,,,2.0,15.788162187032759
A00874,Williams Ltd,True,FinTech,15474.04,8.0,Closed -Won,Core,22.487657486625505,North America,,,0.0,0.40076221396833756
A00875,Smith-Noble,True,CyberSecurity,29016.46,42.0,Closed -Won,API,14.582274888509536,Europe,,,1.0,2.220795099547976
A00876,Alexander Inc,True,MarTech,7383.88,30.0,Closed -Won,Core,13.79710838217195,Europe,,,1.0,3.3874291641726018
A00877,Harris-Barker,True,EdTech,6844.97,32.0,Closed -Won,Automation,0.09388360730062173,North America,,,5.0,21.79890964008444
A00878,Khan LLC,True,Logistics,17972.11,44.0,Closed -Lost,Analytics,18.584799101626956,North America,,,1.0,0.09538210311844875
A00879,Baxter LLC,True,E -Commerce,11286.0,33.0,On -Hold,API,10.52269524147029,Europe,,,1.0,0.31687158695372597
A00880,Pena LLC,True,CyberSecurity,17962.91,38.0,Negotiation,Core,2.601139973360723,Asia,,,3.0,23.698158467596873
A00881,Watson Ltd,True,CyberSecurity,16153.25,6.0,Closed -Won,Core,1.760958712625804,Europe,,,8.0,29.743363363896034
A00882,Williams Ltd,True,FinTech,17929.44,51.0,Negotiation,API,2.4046330289195583,Asia,,,1.0,18.928720305012792
A00883,Barber-Fischer,True,HealthTech,45016.0,27.0,Closed -Won,Analytics,9.728203194169826,LATAM,,,0.0,2.1959951132669393
A00884,Rios-Padilla,True,E -Commerce,5719.41,10.0,Closed -Won,API,18.029381665201683,Asia,,,1.0,1.5102424893422892
A00885,Lewis Inc,True,SMB SaaS,24528.15,48.0,Closed -Won,Analytics,13.16660808224517,Asia,,,0.0,3.814754293948813
A00886,Wheeler PLC,True,HealthTech,21065.44,44.0,Closed -Won,API,10.354731023320898,LATAM,,,0.0,2.590467204934292
A00887,"Wallace, Smith and Cooper",True,FinTech,23753.5,4.0,Closed -Won,API,1.7816635769165554,LATAM,,,7.0,15.033758451774272
A00888,Mcneil Group,True,SMB SaaS,3157.23,12.0,Closed -Won,Core,12.48758956088809,North America,,,0.0,2.9205817582716223
A00889,"Anderson, Jones and Reyes",True,SMB SaaS,123745.58,1.0,Closed -Won,Premium Support,14.012099388333766,LATAM,,,1.5,7.169736901837454
A00890,"Shaffer, Garcia and Richardson",True,HealthTech,13291.0,16.0,Closed -Won,API,16.524249146403097,North America,,,0.0,1.805552748660652
A00891,Taylor-Ayala,True,MarTech,17434.24,6.0,Closed -Won,Core,15.42210299172296,LATAM,,,0.0,1.7023799631712295
A00892,May Ltd,True,CyberSecurity,14512.76,42.0,Closed -Won,Core,3.948083334892769,LATAM,,,5.0,27.549632114779556
A00893,Jones PLC,True,HealthTech,8191.17,31.0,Closed -Lost,API,16.086070102933363,Asia,,,0.0,1.3496348226281363
A00894,Bishop and Sons,True,EdTech,13609.55,58.0,On -Hold,API,13.698158712004615,LATAM,,,1.0,3.725032942034568
A00895,Bell-Lewis,True,MarTech,16117.59,45.0,Negotiation,Premium Support,13.012913909590003,Europe,,,0.0,1.254130696327607
A00896,"Hernandez, Jenkins and Parks",True,CyberSecurity,22353.3,37.0,Closed -Won,API,13.672775153074333,Europe,,,0.0,2.2144750722970286
A00897,Miller Inc,True,EdTech,19964.33,31.0,Closed -Won,Core,9.169901618176755,LATAM,,,0.0,1.7709191879540513
A00898,Goodwin PLC,True,MarTech,14899.54,4.0,Closed -Won,Core,4.636381810145583,Europe,,,7.0,34.402138048039475
A00899,"Cruz, Richmond and Edwards",True,EdTech,16602.42,5.0,Closed -Won,Analytics,9.90682587887207,Europe,,,3.0,4.172346852463613
A00900,Wright Ltd,True,Logistics,16463.14,37.0,Closed -Won,Analytics,13.142480871330106,Europe,,,1.0,1.5609456585875368
A00901,Wright PLC,True,HealthTech,21949.41,1.0,Closed -Won,Premium Support,14.468793294614631,LATAM,,,4.0,1.6952788190075734
A00902,"Griffith, Mitchell and Pugh",True,HealthTech,26045.44,3.0,Closed -Won,API,17.222111263962844,North America,,,1.0,1.3358664015441102
A00903,Abbott Ltd,True,HealthTech,27732.86,13.0,Closed -Won,Premium Support,11.541160520420856,LATAM,,,1.0,2.0410406156889227
A00904,Harris-Lawson,True,SMB SaaS,12441.52,53.0,Closed -Won,Automation,18.354762115537966,Europe,,,2.0,1.898693632657306
A00905,Adkins LLC,True,SMB SaaS,13264.0,28.0,Closed -Won,API,16.840559760545442,Europe,,,1.0,0.8807468692956955
A00906,"Brown, Hurst and Blevins",True,E -Commerce,11622.48,42.0,Negotiation,Analytics,12.711770772528391,Europe,,,1.0,1.5756301356523437
A00907,Cruz-Allen,True,HealthTech,16215.02,25.0,Closed -Lost,Analytics,2.48653214715829,North America,,,5.0,35.70375507322944
A00908,"Wheeler, Rice and Levine",True,Logistics,52884.36,11.0,Closed -Won,Analytics,2.1387492996304145,LATAM,,,5.0,28.01153979832972
A00909,Peck-Anderson,True,MarTech,12367.8,22.0,Closed -Lost,Automation,14.815261554599418,LATAM,,,1.0,2.02400061296548
A00910,"Fisher, Payne and Thompson",True,Logistics,23770.75,6.0,Negotiation,Core,11.788147551377559,Asia,,,1.0,2.0589947906532093
A00911,Best-Townsend,True,EdTech,24086.68,46.0,Closed -Won,Premium Support,17.598070415845147,Europe,,,0.0,1.6390049282347234
A00912,Matthews Inc,True,SMB SaaS,20470.81,11.0,Closed -Won,Analytics,11.961428510515189,LATAM,,,2.0,1.497558298042117
A00913,Lewis-Livingston,True,Logistics,2973.7,23.0,Closed -Won,Analytics,11.297987059844083,LATAM,,,6.0,1.0804269701176974
A00914,Hunter-Fuller,True,HealthTech,15187.37,58.0,Negotiation,Core,14.70087905373294,LATAM,,,0.0,0.4433505457610487
A00915,"Wang, Henderson and Morales",True,CyberSecurity,21801.41,35.0,Closed -Won,Core,11.941859428521731,LATAM,,,3.0,1.297553325893463
A00916,"Herrera, Jensen and Ramirez",True,EdTech,9185.9,28.0,Negotiation,Analytics,2.7624755502651817,Asia,,,3.0,16.27496035356084
A00917,Miller-Mccall,True,EdTech,3539.12,33.0,Closed -Won,Core,6.688608346409593,Asia,,,2.0,23.90815437826117
A00918,Herrera Group,True,EdTech,22120.16,47.0,Closed -Won,Core,14.351687995006172,North America,,,0.0,1.653981316305958
A00919,"Walters, Davenport and Becker",True,CyberSecurity,26774.88,16.0,Closed -Won,Core,14.362893382108172,Europe,,,1.0,1.634514800285353
A00920,Collins Group,True,EdTech,14446.73,38.0,Closed -Won,Core,14.615440126725254,LATAM,,,2.0,3.244707665832734
A00921,"Ashley, Allen and Sanchez",True,CyberSecurity,10917.5,52.0,Closed -Won,Premium Support,8.92070302914382,LATAM,,,0.0,1.0716174294686625
A00922,Wilson-Salazar,True,E -Commerce,37113.49,34.0,Negotiation,Analytics,15.175513249791472,Europe,,,2.0,2.2770533383899934
A00923,Parker Ltd,True,Logistics,27372.33,27.0,Closed -Won,Analytics,14.479794730177689,North America,,,1.0,1.931533866429836
A00924,"Yang, Wilson and Zimmerman",True,SMB SaaS,7062.37,9.0,Closed -Won,Premium Support,16.678691980950262,LATAM,,,2.0,2.067926825094769
A00925,"Smith, Crawford and Reed",True,FinTech,17636.66,15.0,Negotiation,Core,15.817432403411358,LATAM,,,0.0,2.2443504071164506
A00926,"Logan, Le and Jackson",True,SMB SaaS,7770.17,56.0,Closed -Lost,Premium Support,13.394154105183457,North America,,,1.0,2.05716494026807
A00927,Brady LLC,True,FinTech,12660.92,32.0,Closed -Won,Premium Support,17.09717867453207,LATAM,,,0.0,2.7930218866509193
A00928,"Tanner, Wise and Johnson",True,E -Commerce,33658.13,18.0,Closed -Won,API,13.122107907161839,Asia,,,0.0,1.970742672037071
A00929,Nelson-Brown,True,EdTech,33825.23,25.0,Closed -Won,Analytics,14.741471312233115,LATAM,,,0.0,3.7443763934256973
A00930,"Proctor, Burton and Crawford",True,CyberSecurity,10654.68,35.0,Closed -Won,Automation,13.066551708561931,Asia,,,0.0,2.044479938966846
A00931,"Ward, Porter and Bradley",True,CyberSecurity,23259.81,32.0,Closed -Won,Core,15.385273414769635,Europe,,,3.0,0.2965331173997303
A00932,Moore-Ayala,True,Logistics,7203.51,42.0,Closed -Won,Core,12.870530652086714,North America,,,1.0,2.6383103581437317
A00933,"Craig, Wilson and Yang",True,MarTech,51587.3,16.0,On -Hold,Core,18.9426548268247,LATAM,,,1.0,2.392096805259782
A00934,Williams Inc,True,SMB SaaS,3511.85,39.0,Closed -Won,Core,20.052088211676917,North America,,,2.0,2.0325450317619245
A00935,Williams LLC,True,EdTech,12347.39,27.0,Closed -Lost,Core,16.621814762558014,North America,,,0.0,1.7404286843788555
A00936,Mora-White,True,HealthTech,23212.53,56.0,Closed -Won,Automation,0.0,North America,,,8.0,25.196301467777452
A00937,Tran Ltd,True,MarTech,8245.93,10.0,Closed -Won,Core,9.38235655742286,Asia,,,1.0,0.0531559377343247
A00938,"Rios, Walker and Wright",True,E -Commerce,7119.41,9.0,Closed -Won,Analytics,9.735866770175017,Asia,,,2.0,3.647519220497481
A00939,"Flores, Mckenzie and Duncan",True,CyberSecurity,15537.05,28.0,Closed -Won,Core,13.035318300106361,Europe,,,2.0,1.4144973969006132
A00940,Shaw Inc,True,Logistics,9881.47,30.0,Closed -Won,Core,14.123692895776632,LATAM,,,2.0,2.9656204275522082
A00941,Walker PLC,True,HealthTech,3030.8,41.0,Closed -Won,Automation,13.405377745701003,Europe,,,4.0,0.39696672675953826
A00942,Finley Inc,True,EdTech,15514.17,24.0,Closed -Won,Automation,9.07359425110114,North America,,,4.0,0.9531417046317343
A00943,Cline-Ayala,True,SMB SaaS,22616.46,54.0,Closed -Won,API,3.4950257116101953,Asia,,,3.0,18.84722454974087
A00944,Murphy-Tran,True,MarTech,13722.72,28.0,Closed -Won,API,20.46259470007081,Asia,,,3.0,1.897498964301367
A00945,Wood LLC,True,HealthTech,15216.3,8.0,Closed -Won,Automation,17.84296303751787,Europe,,,0.0,2.537667171989379
A00946,"Mueller, Stevenson and Sanchez",True,SMB SaaS,20482.97,8.0,Closed -Won,Core,17.256569806359416,Europe,,,1.0,1.9863674340701922
A00947,Vargas-Snyder,True,MarTech,42758.9,58.0,Negotiation,Analytics,14.678358815436809,Asia,,,2.0,1.7923280359933913
A00948,Oconnor PLC,True,SMB SaaS,11871.84,8.0,Closed -Won,Core,2.5883412910384473,Europe,,,1.0,18.199378701152142
A00949,Hernandez Group,True,SMB SaaS,19526.64,56.0,Closed -Won,Core,14.217584157907902,Europe,,,0.0,0.8059973440699992
A00950,Hall LLC,True,SMB SaaS,15300.2,17.0,Negotiation,Premium Support,20.31676411052451,Europe,,,1.0,3.402701289732499
A00951,"Franco, Wiley and Tapia",True,E -Commerce,6757.02,6.0,Negotiation,Automation,12.944035662478832,Europe,,,0.0,3.567309106129881
A00952,Blake Group,True,Logistics,25158.86,18.0,Negotiation,Analytics,12.635128256528175,LATAM,,,1.0,0.961297045255816
A00953,"Acosta, Garcia and Moreno",True,SMB SaaS,36089.83,37.0,Closed -Won,Core,17.32191097731174,North America,,,1.0,0.8959208979930517
A00954,Barnes Inc,True,EdTech,22636.59,26.0,Closed -Won,API,17.521058152236787,Europe,,,1.0,1.6522268575779075
A00955,Dawson Inc,True,FinTech,2169.22,47.0,Closed -Won,Premium Support,11.45629458267559,Europe,,,1.0,2.340435014863152
A00956,Morse PLC,True,EdTech,12389.85,37.0,Negotiation,Premium Support,13.215546160287733,Europe,,,0.0,1.8181817920433305
A00957,Haynes-Watson,True,CyberSecurity,22582.93,24.0,Closed -Won,API,5.550092236411651,Europe,,,6.0,23.39418201352443
A00958,"Miller, Davis and Anderson",True,E -Commerce,29924.69,38.0,Closed -Won,API,14.209068137183271,Europe,,,0.0,1.9507510523886344
A00959,Jones-Bradley,True,FinTech,4354.04,58.0,Closed -Won,Core,17.31106001285448,Europe,,,1.0,1.8853688585507666
A00960,Bates-Anderson,True,E -Commerce,6603.38,25.0,Closed -Won,Core,11.587917436615726,Asia,,,2.0,4.413078736769869
A00961,Green-Edwards,True,HealthTech,19961.17,10.0,Closed -Won,Core,17.26899443671081,LATAM,,,0.0,1.474796748404693
A00962,Haynes-Moss,True,E -Commerce,16785.95,25.0,Closed -Won,Analytics,14.304953746763925,LATAM,,,1.0,3.639946892824547
A00963,Chavez-Hall,True,E -Commerce,15549.83,50.0,Negotiation,Premium Support,20.978576408942835,Europe,,,1.0,3.446863067680864
A00964,Taylor PLC,True,CyberSecurity,41291.43,13.0,Negotiation,Automation,14.95649265311262,Asia,,,2.0,2.504093506584649
A00965,Moore and Sons,True,MarTech,43802.42,56.0,Closed -Won,Core,13.709244291112205,North America,,,0.0,0.07386816355047454
A00966,Owens-Russell,True,MarTech,7835.24,35.0,Closed -Won,Core,15.724144181347977,LATAM,,,2.0,2.031057490362962
A00967,"Howard, Townsend and Hayes",True,CyberSecurity,3349.89,36.0,Closed -Won,Core,12.98856128633837,North America,,,2.0,1.485305242604453
A00968,Baker-Wilson,True,CyberSecurity,14822.03,19.0,Negotiation,Analytics,3.417496735627822,Asia,,,2.0,19.243690950992814
A00969,Aguirre LLC,True,Logistics,24821.55,55.0,Closed -Won,Automation,13.278436477186705,Europe,,,0.0,0.9370332076121177
A00970,"Terry, Williams and Huff",True,EdTech,31741.35,3.0,Closed -Won,Automation,13.231119172792324,Europe,,,1.0,2.7562579490500525
A00971,Hernandez-Dawson,True,MarTech,12013.45,18.0,Closed -Won,Automation,3.3090064982555454,North America,,,6.0,24.695249932026382
A00972,Foster-Williams,True,EdTech,9283.2,25.0,Closed -Won,Analytics,13.780894430616522,Asia,,,2.0,3.1700243020669414
A00973,Green-Ewing,True,E -Commerce,20732.74,29.0,Closed -Won,API,7.798669326171808,Europe,,,2.0,1.617821283615466
A00974,Crane Group,True,HealthTech,13374.83,28.0,Negotiation,Premium Support,0.0,Europe,,,3.0,19.11354105209261
A00975,"Adkins, Wright and Murray",True,MarTech,16204.92,9.0,Closed -Won,API,14.730787976134017,Asia,,,0.0,2.3516814164707847
A00976,Martinez Inc,True,HealthTech,22720.7,14.0,Closed -Won,Core,14.290988531414698,North America,,,0.0,3.7560743221487414
A00977,Anderson Group,True,E -Commerce,13998.39,6.0,Negotiation,Core,0.8012929870193788,Europe,,,6.0,21.996966038776247
A00978,Parks-Pace,True,Logistics,5034.15,34.0,Closed -Won,Core,13.743408794155785,North America,,,1.0,2.4522970861121
A00979,Aguilar LLC,True,SMB SaaS,9479.65,21.0,Closed -Won,Core,11.647806687566508,North America,,,3.0,1.765076554118002
A00980,Johnson Inc,True,MarTech,9854.19,34.0,Closed -Won,Analytics,14.032449558267604,North America,,,2.0,1.496529794104237
A00981,Orr Group,True,FinTech,9931.08,35.0,Negotiation,API,14.174259219775312,North America,,,1.0,2.6582759386044987
A00982,Davis LLC,True,HealthTech,2823.84,42.0,Negotiation,Core,11.299250066295471,Asia,,,0.0,1.8939332326611342
A00983,Williams Group,True,FinTech,47975.54,33.0,Closed -Won,Core,14.803097601527293,Europe,,,1.0,2.40352291152933
A00984,Jackson PLC,True,Logistics,6556.8,39.0,Closed -Won,Core,3.3888761401070653,Asia,,,2.0,11.60651121789222
A00985,Underwood-Foster,True,SMB SaaS,25751.22,35.0,Closed -Won,Automation,13.501370259256786,Europe,,,0.0,2.3475168391389083
A00986,Reyes Group,True,E -Commerce,8407.61,39.0,Negotiation,Core,21.263141108860452,Asia,,,1.0,2.5578553193877402
A00987,Gomez and Sons,True,HealthTech,11929.55,37.0,Closed -Won,Core,3.8418840478103986,North America,,,3.0,31.74381132620617
A00988,Ramirez-Stephenson,True,FinTech,15909.39,19.0,Closed -Won,API,5.794062749758698,North America,,,3.0,25.92564882518618
A00989,Mendez PLC,True,SMB SaaS,10335.45,15.0,Closed -Won,Analytics,12.732820672376802,North America,,,1.0,1.9573783933927436
A00990,Holland Group,True,EdTech,38851.62,47.0,Closed -Won,Core,11.087182330770801,Asia,,,0.0,1.9814386797387524
A00991,Andrade-Mendoza,True,FinTech,90850.36,21.0,Closed -Won,Automation,16.05769207953021,LATAM,,,2.0,1.4776771732803713
A00992,Ramirez and Sons,True,HealthTech,3150.7,33.0,Closed -Won,Analytics,3.761381937033323,LATAM,,,2.0,29.819483638284304
A00993,Gonzalez-Wilkerson,True,EdTech,30459.12,12.0,Closed -Won,Analytics,12.296155559006742,Asia,,,1.0,2.9082174308340396
A00994,"Wright, Mcknight and Stephens",True,CyberSecurity,17715.13,26.0,Closed -Won,API,12.385275321384206,Europe,,,0.0,3.1875118741534862
A00995,Mayo Ltd,True,SMB SaaS,12398.37,32.0,Closed -Won,Core,11.045169452454466,LATAM,,,0.0,3.4122618726471563
A00996,Castillo-Harrington,True,EdTech,27238.89,37.0,Closed -Won,Core,8.74675000236583,LATAM,,,1.0,0.685198336942815
A00997,Durham-Shaw,True,CyberSecurity,32254.42,32.0,Closed -Won,Analytics,12.61118039852242,LATAM,,,0.0,0.8370014262915746
A00998,Nelson-Johnson,True,FinTech,14796.68,22.0,Closed -Won,Core,2.8355664117600865,LATAM,,,1.0,29.425471196999244
A00999,"Robinson, Huang and Osborne",True,FinTech,35878.68,57.0,Closed -Won,Core,14.59093941639573,Europe,,,1.0,2.0802865410073763
A01000,Stokes Group,True,FinTech,2470.87,31.0,Closed -Won,Core,18.681725810564377,North America,,,2.0,1.7615819961430113
A01001,"Howard, Silva and Hall",True,SMB SaaS,24717.93,48.0,Negotiation,Analytics,16.25286891496755,North America,,,1.0,1.4473606698174506
A01002,Garcia Ltd,True,E -Commerce,16237.29,44.0,Closed -Won,Automation,15.571894430822134,LATAM,,,0.0,1.6955817598026277
