account_id,month,actual_usd,closed_won_usd,churn,active_customer,csat_score,comment_sentiment_score,account_name,industry,contract_length_months,region,client_tenure_months,deal_value_usd,deal_status,feature_purchased,sessions_last_30d,last_login_days,support_tickets_30d,month_period
A01166,2023-01-31,0.0,28826.06,True,False,,,Williams Inc,Logistics,30.0,North America,7.0,10089.88,Closed -Won,Core,15.665252748788173,2.2685214784607663,0.0,2023-01
A01167,2023-01-31,0.0,11346.13,True,False,,,Wallace-Martinez,Logistics,24.0,Asia,2.0,13000.77,Closed -Won,Core,10.439340576017862,2.667232141189941,1.0,2023-01
A01168,2023-01-31,0.0,8268.61,True,False,,,Wells-Hernandez,HealthTech,25.0,Asia,24.0,16707.64,Closed -Won,API,0.2235733269093254,18.070069985857106,3.0,2023-01
A01171,2023-01-31,0.0,35776.3,True,False,,,"Obrien, Taylor and Rivas",MarTech,8.0,Asia,38.0,20884.98,On -Hold,Analytics,17.840387806914826,3.6088054973068573,1.0,2023-01
A01172,2023-01-31,0.0,13771.09,True,False,,,Hunt PLC,SMB SaaS,27.0,Europe,38.0,9746.72,Negotiation,Automation,10.468785483049274,2.9391237655057845,2.0,2023-01
A01173,2023-01-31,0.0,29132.03,True,False,,,Campbell Inc,FinTech,6.0,North America,24.0,7532.3,Closed -Won,Core,15.35315804613088,2.800081337761732,1.0,2023-01
A01174,2023-01-31,0.0,14601.88,True,False,,,Gonzalez-Gonzalez,EdTech,27.0,North America,11.0,13948.09,Closed -Won,Core,12.55056027511666,1.410131304492681,1.0,2023-01
A01175,2023-01-31,21458.54,21458.54,False,True,,,Decker-Dudley,FinTech,9.0,LATAM,1.0,20898.66,Closed -Won,Premium Support,14.851701779389764,3.125888220412252,1.0,2023-01
A01177,2023-01-31,0.0,3508.13,True,False,,,Kelley and Sons,CyberSecurity,27.0,LATAM,19.0,15794.34,Closed -Won,Core,8.8595796744431,2.1895372681193654,2.0,2023-01
A01178,2023-01-31,0.0,2533.39,True,False,,,"Fitzpatrick, Rivera and Smith",SMB SaaS,24.0,LATAM,12.0,13859.23,Closed -Lost,Premium Support,12.966448283900501,1.4150721897665077,1.0,2023-01
A01179,2023-01-31,0.0,3941.64,True,False,,,"Davis, Rodriguez and Andrews",E -Commerce,29.0,Europe,16.0,16046.23,Closed -Won,Core,16.167808089830046,2.106695554388445,2.0,2023-01
A01181,2023-01-31,0.0,32892.75,True,False,,,"Jones, Cummings and Conway",MarTech,7.0,North America,36.0,11882.96,Closed -Won,Core,15.20884357974306,0.9060322473963196,0.0,2023-01
A01182,2023-01-31,0.0,48420.86,True,False,,,"Hall, Hinton and Phillips",FinTech,31.0,Europe,55.0,12716.13,Closed -Lost,Automation,14.649050968938134,1.2002009319365299,2.0,2023-01
A01184,2023-01-31,0.0,11868.2,True,False,,,Phelps LLC,CyberSecurity,10.0,Asia,27.0,19477.56,Closed -Won,Core,5.371604085698651,26.86116726430569,4.0,2023-01
A01185,2023-01-31,0.0,20736.65,True,False,,,"Edwards, Rodgers and Davis",Logistics,32.0,Asia,25.0,18341.26,Closed -Won,Core,6.911121677135377,26.820730505137217,2.0,2023-01
A01186,2023-01-31,0.0,9479.65,True,False,,,Smith and Sons,EdTech,11.0,Asia,19.0,7119.32,Closed -Lost,Analytics,6.1139626709813975,12.639027075811088,6.0,2023-01
A01187,2023-01-31,0.0,19943.17,True,False,,,"Holland, Murphy and Kline",EdTech,22.0,North America,9.0,18350.73,Closed -Lost,Core,19.22977512460907,2.4614141144174626,0.0,2023-01
A01189,2023-01-31,0.0,20861.16,True,False,,,White-Morales,MarTech,29.0,North America,34.0,17546.18,Closed -Won,API,14.127690489361754,2.2769934750803453,1.0,2023-01
A01190,2023-01-31,6765.61,6765.61,False,True,,,Nelson-Cruz,MarTech,7.0,LATAM,1.0,14137.58,Closed -Won,Core,14.308653521679199,2.6239909603631792,0.0,2023-01
A01191,2023-01-31,0.0,14975.33,True,False,,,Marsh-Banks,Logistics,9.0,Asia,25.0,16997.35,Closed -Won,Premium Support,13.34627444505134,0.3182940537704053,3.0,2023-01
A01192,2023-01-31,0.0,52027.46,True,False,,,Wilson Ltd,Logistics,18.0,Asia,17.0,15186.23,Closed -Won,API,12.693932108837592,3.0715841917546007,0.0,2023-01
A01193,2023-01-31,0.0,22458.84,True,False,,,"Brown, Dunlap and Moore",HealthTech,20.0,LATAM,11.0,12823.0,Closed -Won,Core,1.3681397174825403,16.1187758377558,3.0,2023-01
A01194,2023-01-31,0.0,11103.02,True,False,,,Pruitt-Webb,EdTech,29.0,Europe,42.0,11965.65,Closed -Won,Analytics,12.482854394122546,1.556489628822512,0.0,2023-01
A01195,2023-01-31,0.0,9275.64,True,False,,,"Gregory, White and James",E -Commerce,24.0,LATAM,32.0,14234.13,Closed -Won,Automation,13.563455211568353,2.3404353217035867,2.0,2023-01
A01197,2023-01-31,0.0,26968.58,True,False,,,"Mcpherson, Anderson and Knapp",FinTech,35.0,LATAM,43.0,13229.21,Closed -Won,Premium Support,14.324035413602953,2.4869304410933397,2.0,2023-01
A01198,2023-01-31,0.0,18872.58,True,False,,,Clay Group,Logistics,19.0,Europe,58.0,13713.61,Closed -Won,Core,15.752584832528083,2.1418279184564057,1.0,2023-01
A01200,2023-01-31,0.0,30883.07,True,False,,,Smith-Oneill,E -Commerce,35.0,LATAM,37.0,17653.4,Negotiation,Analytics,7.974864689332053,3.5287581693762817,1.0,2023-01
A01201,2023-01-31,0.0,51020.29,True,False,,,"Saunders, Ray and Cunningham",EdTech,7.0,North America,52.0,23051.28,Closed -Won,Core,15.771114632166416,2.708065532010135,0.0,2023-01
A01202,2023-01-31,0.0,19543.48,True,False,,,"Marks, Stone and Watts",Logistics,21.0,Asia,29.0,8289.14,Closed -Won,Core,14.36055152827928,2.3021173251356197,1.0,2023-01
A01205,2023-01-31,0.0,14263.2,True,False,,,Combs PLC,Logistics,15.0,North America,39.0,16097.86,Closed -Won,Core,9.804724397852457,4.174771741816684,1.0,2023-01
A01206,2023-01-31,0.0,5881.36,True,False,,,"Brown, Schneider and Moore",SMB SaaS,22.0,LATAM,54.0,14127.87,Negotiation,Core,0.5777988194801362,19.0430078331664,5.0,2023-01
A01208,2023-01-31,0.0,16271.64,True,False,,,Walton LLC,CyberSecurity,11.0,LATAM,43.0,17777.14,Negotiation,Core,7.193404773868009,1.7135737213822597,0.0,2023-01
A01209,2023-01-31,0.0,2537.86,True,False,,,Rivera LLC,HealthTech,14.0,Europe,17.0,15745.9,Closed -Won,Core,1.891012511408709,21.039441592215937,1.0,2023-01
A01210,2023-01-31,0.0,6594.24,True,False,,,Hunter PLC,FinTech,10.0,Asia,57.0,13647.82,Negotiation,Premium Support,12.781422895727193,1.5457432436852405,1.0,2023-01
A01211,2023-01-31,0.0,14910.67,True,False,,,"Gray, Montoya and Miller",EdTech,31.0,North America,37.0,19033.97,Closed -Won,Core,4.378113633947621,20.41510865847209,8.0,2023-01
A01212,2023-01-31,0.0,3997.22,True,False,,,Solis-West,SMB SaaS,26.0,Asia,47.0,23953.61,Closed -Won,Core,11.786822715631345,3.1883422048081194,1.0,2023-01
A01213,2023-01-31,0.0,6948.11,True,False,,,West-Wilson,CyberSecurity,17.0,LATAM,28.0,11446.21,Closed -Won,Premium Support,13.618352627420382,0.7952972054171159,0.0,2023-01
A01214,2023-01-31,0.0,32924.22,True,False,,,Mcgee-Smith,MarTech,17.0,Asia,52.0,17332.87,Closed -Won,Automation,12.544433956498576,2.98356389868382,2.0,2023-01
A01215,2023-01-31,0.0,8987.26,True,False,,,Gutierrez-Hawkins,EdTech,8.0,North America,5.0,15554.19,Closed -Won,Core,8.429929270434844,2.648537734720982,2.0,2023-01
A01216,2023-01-31,0.0,19371.35,True,False,,,Petersen PLC,HealthTech,14.0,North America,7.0,17598.04,Closed -Won,Automation,17.816203660031615,1.6191088683206538,0.0,2023-01
A01219,2023-01-31,0.0,42676.65,True,False,,,Velasquez Group,HealthTech,10.0,Asia,48.0,13006.28,Closed -Won,Analytics,10.614728952364008,0.8989936614906482,0.0,2023-01
A01221,2023-01-31,0.0,18900.47,True,False,,,Moran-Cox,HealthTech,21.0,Europe,39.0,14625.53,Closed -Won,Premium Support,10.104704092710424,2.6554415164696907,0.0,2023-01
A01223,2023-01-31,0.0,15431.64,True,False,,,Smith LLC,E -Commerce,20.0,North America,57.0,3989.36,Closed -Lost,Automation,6.465855516470446,24.35676102214415,4.0,2023-01
A01225,2023-01-31,0.0,7951.78,True,False,,,"Rodriguez, Prince and Vasquez",MarTech,16.0,North America,25.0,12899.79,Closed -Won,API,10.6893214070723,1.8095684663689786,0.0,2023-01
A01226,2023-01-31,0.0,33238.3,True,False,,,"Newton, Ortiz and King",HealthTech,17.0,LATAM,58.0,14793.43,Closed -Won,Premium Support,12.13904170243502,1.6744468428359736,0.0,2023-01
A01227,2023-01-31,0.0,16297.48,True,False,,,Lopez Group,HealthTech,24.0,Europe,7.0,12716.79,Closed -Won,Core,14.026437174520574,0.2530558648231327,0.0,2023-01
A01228,2023-01-31,0.0,26415.52,True,False,,,Bryant and Sons,MarTech,23.0,Europe,59.0,14169.95,Closed -Lost,Core,14.705936679046978,2.0612532502562795,1.0,2023-01
A01229,2023-01-31,0.0,26297.13,True,False,,,"Morgan, Sherman and Williams",CyberSecurity,33.0,Europe,10.0,20105.06,Closed -Won,Automation,2.1000339767416385,14.991429101969025,6.0,2023-01
A01230,2023-01-31,0.0,27141.11,True,False,,,"Monroe, Chapman and Barton",MarTech,13.0,Europe,18.0,15337.29,Closed -Won,API,13.727196792687758,2.0676087987782057,0.0,2023-01
A01231,2023-01-31,0.0,11292.39,True,False,,,Ellis-Lawrence,E -Commerce,14.0,Asia,49.0,23486.06,Closed -Won,API,16.665363292911266,3.769149172019202,2.0,2023-01
A01232,2023-01-31,0.0,43053.39,True,False,,,"Taylor, Porter and Moreno",E -Commerce,10.0,Asia,44.0,17516.33,Closed -Won,Premium Support,0.0,26.615234791139123,5.0,2023-01
A01233,2023-01-31,0.0,37382.98,True,False,,,Tran Group,EdTech,25.0,Europe,58.0,17805.6,Closed -Won,Core,13.981193079224422,1.3388962831062796,2.0,2023-01
A01234,2023-01-31,0.0,17747.15,True,False,,,"Webb, Romero and Morse",EdTech,22.0,Europe,45.0,14183.15,Closed -Won,API,11.14764816379348,2.13301899568367,1.0,2023-01
A01235,2023-01-31,0.0,6239.62,True,False,,,Holt and Sons,MarTech,16.0,LATAM,38.0,14759.92,Closed -Lost,API,10.841947483650406,2.2437668101924317,1.0,2023-01
A01239,2023-01-31,0.0,9544.85,True,False,,,Waller-Chavez,EdTech,22.0,Asia,18.0,17227.23,Closed -Won,API,17.972849576209963,0.0,2.0,2023-01
A01240,2023-01-31,0.0,274.57,True,False,,,Taylor PLC,EdTech,19.0,Asia,3.0,14439.94,Closed -Won,API,16.760268542995487,1.8832907311150782,1.0,2023-01
A01241,2023-01-31,0.0,23248.47,True,False,,,"Tanner, Hunt and Cameron",EdTech,18.0,LATAM,30.0,15879.97,Closed -Won,Analytics,8.203082130922493,1.1914584780613322,2.0,2023-01
A01242,2023-01-31,0.0,14313.43,True,False,,,"Valencia, Joseph and Walls",CyberSecurity,19.0,Europe,46.0,15348.89,Closed -Won,API,9.576715615993797,1.54667673568621,0.0,2023-01
A01243,2023-01-31,0.0,27429.15,True,False,,,"Robinson, Clark and Klein",Logistics,33.0,Europe,57.0,15157.99,Closed -Won,Core,3.1113308070189345,23.04923650333391,5.0,2023-01
A01245,2023-01-31,0.0,4001.9,True,False,,,"Hester, Thompson and Daniels",MarTech,14.0,Europe,52.0,14799.72,Closed -Won,Analytics,2.3413018815267703,24.16751591498963,4.0,2023-01
A01247,2023-01-31,0.0,15766.54,True,False,,,Aguilar-Bender,MarTech,7.0,LATAM,51.0,13922.43,Closed -Won,Automation,14.898396571561994,0.0,0.0,2023-01
A01248,2023-01-31,0.0,15666.16,True,False,,,"Butler, Adkins and Skinner",HealthTech,10.0,North America,28.0,13854.86,Negotiation,Analytics,10.934411924523689,2.2855960373327986,1.0,2023-01
A01249,2023-01-31,0.0,9497.44,True,False,,,Rich-Henderson,EdTech,22.0,Asia,20.0,16763.87,Closed -Won,Automation,15.474320884593414,1.8053612078009649,0.0,2023-01
A01250,2023-01-31,0.0,9184.46,True,False,,,Mills Inc,MarTech,21.0,Europe,58.0,12767.56,Closed -Won,Premium Support,10.1727081357486,0.8989874652458969,0.0,2023-01
A01251,2023-01-31,0.0,28372.84,True,False,,,Thomas-Santiago,EdTech,25.0,Europe,15.0,19501.64,Negotiation,Analytics,5.090085086522908,31.3344300617172,4.0,2023-01
A01252,2023-01-31,0.0,2895.5,True,False,,,Adams and Sons,MarTech,9.0,North America,25.0,13922.67,Closed -Won,Analytics,2.8437099963784553,16.948416569035,2.0,2023-01
A01253,2023-01-31,0.0,20371.73,True,False,,,Vega-Thomas,Logistics,31.0,North America,5.0,21276.63,Closed -Won,Premium Support,11.525508269727222,1.3315065181068624,0.0,2023-01
A01254,2023-01-31,0.0,13152.69,True,False,,,Vaughn LLC,Logistics,20.0,Asia,47.0,15104.08,Closed -Won,Core,16.414032284396946,0.35626718918810907,0.0,2023-01
A01256,2023-01-31,0.0,53832.1,True,False,,,Cervantes-Garcia,MarTech,15.0,Asia,6.0,18974.84,Closed -Won,Analytics,3.8385493268005186,21.885186685351297,5.0,2023-01
A01257,2023-01-31,0.0,5305.15,True,False,,,"Stevenson, Hancock and Newton",Logistics,12.0,Asia,14.0,19894.39,Closed -Won,Analytics,15.651239569073878,1.8444965307401904,1.0,2023-01
A01259,2023-01-31,0.0,24327.79,True,False,,,"Roberts, Beck and House",HealthTech,20.0,Europe,32.0,25486.66,Closed -Won,Core,1.0206947071431995,29.115260000521843,5.0,2023-01
A01261,2023-01-31,0.0,11013.15,True,False,,,"Edwards, Arnold and Smith",HealthTech,19.0,Europe,16.0,8963.71,Closed -Won,Core,13.998411459482405,2.462826046145924,3.0,2023-01
A01262,2023-01-31,0.0,13905.22,True,False,,,Harris-Melton,FinTech,33.0,LATAM,55.0,14861.18,Closed -Won,Automation,14.130731989491835,2.199593402760192,1.0,2023-01
A01263,2023-01-31,0.0,23638.55,True,False,,,Greer-Pruitt,CyberSecurity,34.0,LATAM,27.0,18179.03,Closed -Won,Core,19.396993330534244,2.816487784344106,2.0,2023-01
A01264,2023-01-31,0.0,17198.83,True,False,,,"Mckinney, Richardson and Chapman",E -Commerce,20.0,LATAM,49.0,16819.52,Closed -Won,API,3.880221406531236,23.423644838464607,6.0,2023-01
A01266,2023-01-31,7677.69,7677.69,False,True,,,Cole-Lucero,EdTech,30.0,Asia,3.0,13648.01,Closed -Won,Analytics,17.864351653493106,1.4776663257726281,0.0,2023-01
A01267,2023-01-31,0.0,15427.25,True,False,,,Lopez and Sons,Logistics,30.0,LATAM,4.0,11761.29,Closed -Won,Analytics,3.8151941108432683,21.93222916216251,3.0,2023-01
A01268,2023-01-31,0.0,19844.3,True,False,,,"Palmer, Bennett and Patterson",MarTech,12.0,LATAM,22.0,12343.69,Closed -Lost,Core,3.9507251673284047,30.250501308752057,2.0,2023-01
A01270,2023-01-31,0.0,6728.51,True,False,,,Rivera Ltd,FinTech,16.0,North America,3.0,16866.66,Closed -Won,Core,1.419505708111523,28.774314810063558,5.0,2023-01
A01272,2023-01-31,0.0,19273.23,True,False,,,"Williams, Randolph and Gilbert",Logistics,8.0,North America,7.0,12462.39,Negotiation,Analytics,5.214290015308018,23.738197631278336,2.0,2023-01
A01273,2023-01-31,0.0,2896.95,True,False,,,"Turner, Tyler and Pierce",Logistics,24.0,LATAM,55.0,17843.0,Closed -Won,Analytics,6.308200207167225,24.122526516295864,4.0,2023-01
A01274,2023-01-31,0.0,9893.98,True,False,,,Bowers LLC,SMB SaaS,18.0,Europe,40.0,11574.37,Closed -Won,Core,14.354116500971221,3.448898526142031,2.0,2023-01
A01275,2023-01-31,0.0,8051.06,True,False,,,"Robinson, White and Jones",EdTech,30.0,Asia,45.0,11394.19,Closed -Won,Core,11.636995392728805,0.9398321051320389,1.0,2023-01
A01276,2023-01-31,0.0,44645.58,True,False,,,"Moore, Daniels and Powell",FinTech,26.0,Asia,43.0,23793.45,Closed -Won,Analytics,12.56122704485448,1.0351728780371334,0.0,2023-01
A01277,2023-01-31,0.0,13345.49,True,False,,,Walker-Lewis,SMB SaaS,8.0,LATAM,39.0,12892.88,Closed -Won,Premium Support,12.64338382082702,3.124295273688533,0.0,2023-01
A01278,2023-01-31,0.0,39642.14,True,False,,,Rivera-Carter,E -Commerce,31.0,LATAM,46.0,7698.38,Closed -Won,API,13.855504453128884,2.027604896838709,1.0,2023-01
A01279,2023-01-31,22206.67,22206.67,False,True,,,"Moreno, Barajas and Colon",HealthTech,20.0,Europe,1.0,10040.58,Closed -Won,Premium Support,12.414433230785477,1.3288216929558214,1.0,2023-01
A01281,2023-01-31,0.0,9599.68,True,False,,,"Austin, Oliver and Haley",SMB SaaS,34.0,North America,44.0,21598.04,Closed -Won,Automation,14.257299331843516,1.561533038312015,0.0,2023-01
A01283,2023-01-31,0.0,5103.89,True,False,,,Cruz PLC,Logistics,6.0,LATAM,24.0,10835.99,Closed -Won,Analytics,4.031312092213612,21.152972749831793,3.0,2023-01
A01285,2023-01-31,0.0,30971.58,True,False,,,Robertson-Hicks,E -Commerce,18.0,North America,23.0,21849.11,Closed -Won,API,13.630560784719124,2.2058154966306627,0.0,2023-01
A01287,2023-01-31,0.0,17126.41,True,False,,,Flores Inc,EdTech,11.0,LATAM,54.0,21532.01,Closed -Won,API,1.80898136177026,25.34984822478932,5.0,2023-01
A01288,2023-01-31,0.0,14629.71,True,False,,,Jackson PLC,SMB SaaS,29.0,LATAM,14.0,13655.14,Closed -Won,Core,0.8280432333769183,23.323655034578746,2.0,2023-01
A01289,2023-01-31,0.0,44442.33,True,False,,,"Smith, Jones and Santiago",SMB SaaS,10.0,LATAM,7.0,10293.57,On -Hold,API,11.199618925980463,3.4396335305269163,0.0,2023-01
A01290,2023-01-31,0.0,34113.48,True,False,,,Hancock Group,SMB SaaS,11.0,LATAM,37.0,22239.77,Closed -Won,API,11.743704943004097,2.9856467932775907,0.0,2023-01
A01291,2023-01-31,0.0,19346.07,True,False,,,Harris Ltd,CyberSecurity,21.0,North America,14.0,12115.02,Closed -Won,Core,12.76929649538106,2.144898303762739,0.0,2023-01
A01292,2023-01-31,0.0,11173.87,True,False,,,"Rowe, Lucas and Case",FinTech,8.0,Europe,51.0,12738.26,Closed -Won,Core,16.97737482801947,0.4389872774186896,2.0,2023-01
A01294,2023-01-31,42192.1,42192.1,False,True,,,Miller Inc,MarTech,34.0,North America,1.0,15141.97,Closed -Lost,Core,11.215624515326567,0.9459052026122636,1.0,2023-01
A01297,2023-01-31,0.0,24215.31,True,False,,,Russell-Hayes,E -Commerce,16.0,Asia,16.0,12335.53,Closed -Won,Premium Support,16.428636546650374,3.6029048928422998,3.0,2023-01
A01298,2023-01-31,0.0,29175.11,True,False,,,Hamilton-Smith,HealthTech,24.0,Europe,40.0,15723.61,Closed -Won,Core,14.43651965789485,0.4285627862259913,0.0,2023-01
A01299,2023-01-31,0.0,20498.91,True,False,,,"Wilson, Smith and Cortez",Logistics,13.0,Asia,32.0,16949.63,Negotiation,Premium Support,14.278369587923125,0.8386602830872871,1.0,2023-01
A01303,2023-01-31,0.0,6784.3,True,False,,,"Turner, Miller and Hubbard",HealthTech,11.0,Asia,42.0,16549.41,Closed -Won,Premium Support,0.0,26.054651495440268,7.0,2023-01
A01304,2023-01-31,0.0,26830.13,True,False,,,James-Short,FinTech,12.0,North America,53.0,13863.56,Negotiation,API,11.43226266142426,1.7363963068593857,2.0,2023-01
A01305,2023-01-31,0.0,11377.25,True,False,,,Wells PLC,FinTech,19.0,Europe,37.0,13514.19,Negotiation,Core,13.31107926860648,3.3560436314849675,0.0,2023-01
A01306,2023-01-31,0.0,5735.9,True,False,,,Taylor Group,MarTech,18.0,LATAM,40.0,16482.16,Closed -Won,Core,17.695784972623617,3.8877608852169696,1.0,2023-01
A01308,2023-01-31,0.0,19196.48,True,False,,,"Wong, Bernard and Smith",Logistics,16.0,North America,15.0,26598.56,Closed -Won,Core,3.3867909687232918,22.271020262774048,6.0,2023-01
A01309,2023-01-31,0.0,25907.74,True,False,,,"Thomas, Williams and Armstrong",E -Commerce,14.0,Europe,25.0,4939.83,Closed -Won,Core,12.123962621685436,1.163134242715357,2.0,2023-01
A01310,2023-01-31,0.0,18724.78,True,False,,,Medina-Arroyo,EdTech,33.0,North America,51.0,12756.5,Closed -Won,Analytics,11.703008909668082,2.6332063998861224,2.0,2023-01
A01311,2023-01-31,0.0,15030.64,True,False,,,Clark-Figueroa,FinTech,23.0,North America,31.0,17056.56,Closed -Lost,Core,2.8550502477319974,14.259518815256131,3.0,2023-01
A01312,2023-01-31,0.0,16000.02,True,False,,,"Cooper, Gutierrez and Brewer",MarTech,33.0,Asia,21.0,17919.71,Closed -Won,Core,11.378082318062777,3.25602073738005,1.0,2023-01
A01313,2023-01-31,0.0,8879.66,True,False,,,"Thomas, White and Jensen",HealthTech,35.0,North America,46.0,11621.34,Closed -Won,Automation,3.559414816769926,20.90952978078624,1.0,2023-01
A01314,2023-01-31,0.0,31339.46,True,False,,,Lee-White,SMB SaaS,25.0,Asia,51.0,12398.96,Closed -Won,Core,15.054877997070047,1.1614682948647754,3.0,2023-01
A01315,2023-01-31,0.0,7486.12,True,False,,,"Phelps, York and Randolph",EdTech,30.0,Asia,54.0,15199.6,Closed -Won,API,11.379218196597224,2.008197004309821,0.0,2023-01
A01316,2023-01-31,0.0,20891.12,True,False,,,"Murray, Dunn and Roberts",MarTech,9.0,Asia,18.0,9567.54,Closed -Won,Analytics,13.785671768016998,3.3807867044335773,0.0,2023-01
A01317,2023-01-31,0.0,29946.95,True,False,,,King and Sons,FinTech,34.0,North America,42.0,10190.9,Negotiation,Premium Support,12.353677128321388,1.5994829016533816,0.0,2023-01
A01319,2023-01-31,0.0,24643.93,True,False,,,"Rios, Garcia and Harvey",HealthTech,27.0,Europe,27.0,18268.43,On -Hold,Core,0.9151133598785512,29.2609748695945,7.0,2023-01
A01320,2023-01-31,0.0,9546.57,True,False,,,Stewart Group,FinTech,13.0,LATAM,24.0,15046.73,Closed -Won,API,12.887886191337733,1.7209742465116609,0.0,2023-01
A01321,2023-01-31,0.0,20419.27,True,False,,,Jensen-Torres,CyberSecurity,8.0,Asia,7.0,18079.25,Closed -Won,Analytics,15.601328821575521,0.17870183873050238,0.0,2023-01
A01324,2023-01-31,0.0,28983.34,True,False,,,Joseph Ltd,EdTech,10.0,Asia,53.0,10366.15,Closed -Won,Core,13.504384637805428,3.8598926148183104,1.0,2023-01
A01325,2023-01-31,0.0,13383.49,True,False,,,Hill-Ward,Logistics,25.0,Asia,52.0,17498.19,Negotiation,Core,11.427747660945338,0.6676230431568875,0.0,2023-01
A01326,2023-01-31,0.0,32459.66,True,False,,,"Quinn, Humphrey and Ford",E -Commerce,7.0,LATAM,12.0,12301.81,Negotiation,API,5.305978610684779,24.673464938308516,1.0,2023-01
A01328,2023-01-31,0.0,12857.3,True,False,,,Thompson PLC,FinTech,27.0,Asia,6.0,13777.92,On -Hold,Core,11.285599748783822,2.51962093093531,4.0,2023-01
A01329,2023-01-31,0.0,42643.74,True,False,,,Wilkinson and Sons,E -Commerce,27.0,Europe,40.0,20197.0,Negotiation,API,17.042519786744897,0.9931983671558755,1.0,2023-01
A01330,2023-01-31,0.0,2996.3,True,False,,,"Gonzalez, Gross and Sims",MarTech,19.0,North America,21.0,11173.84,Closed -Won,Core,6.483447657400307,19.52092507728863,5.0,2023-01
A01331,2023-01-31,0.0,17207.01,True,False,,,"Jones, Smith and Hunter",FinTech,17.0,LATAM,27.0,10443.83,Closed -Won,Core,13.315703127970282,2.097196752283815,0.0,2023-01
A01333,2023-01-31,0.0,26854.24,True,False,,,Hammond-Lewis,CyberSecurity,11.0,Asia,26.0,13607.44,Closed -Won,Automation,5.01493346733165,18.85892048694449,2.0,2023-01
A01334,2023-01-31,0.0,9379.6,True,False,,,Arnold PLC,E -Commerce,8.0,Asia,48.0,15590.56,Closed -Won,Analytics,17.818462411187266,3.2916370135332556,0.0,2023-01
A01335,2023-01-31,0.0,4339.61,True,False,,,"Kennedy, Rowe and Diaz",SMB SaaS,10.0,Europe,32.0,14707.68,Closed -Won,Analytics,11.359436152591348,1.5992484175079396,1.0,2023-01
A01336,2023-01-31,0.0,12216.49,True,False,,,Vance PLC,SMB SaaS,30.0,Europe,59.0,12938.54,Closed -Lost,Analytics,14.63459761824656,0.10629925588096323,2.0,2023-01
A01337,2023-01-31,0.0,13196.11,True,False,,,"Vincent, Anderson and Mason",SMB SaaS,20.0,Europe,38.0,13926.02,Negotiation,Premium Support,12.235808737637868,1.7759434854951626,3.0,2023-01
A01338,2023-01-31,0.0,10810.86,True,False,,,Sanders PLC,EdTech,7.0,LATAM,18.0,6241.52,Closed -Won,Core,11.230996878642728,2.480273348245706,2.0,2023-01
A01339,2023-01-31,0.0,5849.96,True,False,,,Bates PLC,SMB SaaS,11.0,LATAM,46.0,20959.84,Negotiation,Core,17.941659577905305,2.341961152061046,0.0,2023-01
A01340,2023-01-31,0.0,14926.54,True,False,,,"Martin, Palmer and Griffin",E -Commerce,6.0,LATAM,25.0,12433.73,Closed -Won,Automation,19.568649702185855,2.334222587139946,0.0,2023-01
A01342,2023-01-31,0.0,14909.44,True,False,,,"Brennan, Thomas and Dennis",Logistics,19.0,Asia,9.0,6678.86,Closed -Won,Premium Support,15.006424106582884,0.8852094282978757,1.0,2023-01
A01343,2023-01-31,0.0,15361.01,True,False,,,Williams-Juarez,HealthTech,8.0,Europe,8.0,11451.31,Closed -Won,API,14.1709737549875,1.5762916516493255,2.0,2023-01
A01345,2023-01-31,0.0,19120.15,True,False,,,Williams and Sons,HealthTech,24.0,Asia,12.0,22225.37,Closed -Won,Analytics,4.81073608329315,18.808906934651393,3.0,2023-01
A01346,2023-01-31,0.0,3733.1,True,False,,,"Velez, Ward and Harrison",EdTech,23.0,Asia,59.0,16765.91,Closed -Won,Core,15.13137032381066,1.9463055527972306,3.0,2023-01
A01347,2023-01-31,0.0,22532.08,True,False,,,Keith-Williams,MarTech,30.0,LATAM,51.0,17196.2,Closed -Won,Premium Support,11.8186210575682,3.228921115237034,0.0,2023-01
A01348,2023-01-31,0.0,43857.94,True,False,,,"Nguyen, Padilla and Boyd",Logistics,6.0,Europe,42.0,13005.23,Closed -Won,Analytics,2.0892010383187047,32.85703782599666,6.0,2023-01
A01350,2023-01-31,0.0,15404.78,True,False,,,"Hudson, Bennett and Gray",MarTech,7.0,Europe,36.0,14170.87,On -Hold,Core,19.54414637273166,2.685439301761694,0.0,2023-01
A01352,2023-01-31,0.0,16030.74,True,False,,,Kaufman-Walker,E -Commerce,27.0,LATAM,24.0,19921.38,Closed -Won,Core,2.8992359890325163,25.41888148904831,3.0,2023-01
A01353,2023-01-31,0.0,15655.44,True,False,,,Gomez-Parrish,SMB SaaS,25.0,Europe,30.0,13555.45,Closed -Won,Core,17.5960165911901,0.7999382887142059,2.0,2023-01
A01354,2023-01-31,0.0,15219.46,True,False,,,Sparks-Eaton,SMB SaaS,12.0,Europe,55.0,15061.52,Closed -Won,Core,13.961909592141433,0.859586980626625,1.0,2023-01
A01355,2023-01-31,0.0,10248.12,True,False,,,Shaw and Sons,HealthTech,25.0,LATAM,13.0,13382.31,Closed -Won,Automation,14.361366855233875,2.3878741311637457,2.0,2023-01
A01356,2023-01-31,0.0,14048.0,True,False,,,Martin-Jones,HealthTech,25.0,Asia,30.0,13919.15,Closed -Won,Analytics,8.851106280376666,1.5069855042828004,2.0,2023-01
